"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","SG119","SG86","SG85","SG132","SG75","SG54","SG73","SG47","SG34","SG126","SG68","SG112","SG133","SG52","SG123","SG115","SG122","SG33","SG120","SG111","SG142","SG96","SG113","SG30","SG51","SG83","SG125","SG35","SG84","SG49","SG116","SG136","SG70","SG31","SG121","SG74","SG134","SG56","SG76","SG55","SG48","SG53","SG106","SG104","SG32","SG124","SG29","SG110","SG105","SG72","SG94","SG95","SG135","SG71","SG114","SG69","SG141","SG36","SG67","SG28","SG50","SG103","up","down"
"180","PGEN_.00g013400",268.55946208426,-1.55788426600256,0.427576015005662,-3.64352585582221,0.000268928623378351,0.0235460022443071,234,343,479,187,262,243,305,207,190,490,355,349,310,282,176,163,329,273,148,264,242,308,280,215,130,147,484,216,175,329,327,272,328,292,442,229,261,392,229,301,243,500,448,262,254,327,234,292,342,247,270,291,216,151,251,292,344,461,227,244,293,182,FALSE,TRUE
"181","PGEN_.00g114580",6.21938014127303,-4.14922956789537,1.15683659308351,-3.58670324979582,0.000334885058221905,0.0268918646457365,7,12,10,1,7,5,7,4,5,8,8,7,5,3,6,2,14,8,3,8,8,5,10,6,7,5,17,2,3,0,11,5,9,5,16,6,4,14,7,6,6,11,7,4,6,12,6,5,2,10,3,3,1,4,9,4,13,6,2,4,4,8,FALSE,TRUE
"182","PGEN_.00g020410",16.8632404538141,-2.79594033471901,0.824770094053592,-3.38996328174011,0.00069901985726617,0.043316888050042,11,44,40,15,26,15,26,13,9,16,19,23,14,20,11,11,18,11,9,14,14,21,17,11,4,17,21,13,17,13,28,14,16,31,37,30,13,23,13,16,23,19,28,19,10,36,1,14,5,23,10,17,16,10,17,24,19,43,17,10,23,9,FALSE,TRUE
"183","PGEN_.00g327850",12.4386310005338,7.22087353920753,1.75279399564025,4.11963616783724,3.79471117341864e-05,0.00725324300485414,31,31,37,20,9,11,8,21,3,2,39,17,12,6,4,0,2,11,9,25,2,4,5,6,2,7,4,16,30,97,8,7,7,24,5,6,43,5,8,11,64,1,23,8,24,3,4,2,27,18,15,15,4,5,4,9,2,6,6,14,7,0,TRUE,FALSE
"184","PGEN_.00g057310",23.2703125294708,6.85160660311107,1.48954956480686,4.59978423342999,4.22928769112854e-06,0.00159432397934182,63,39,61,48,27,13,18,21,6,9,60,27,25,8,5,0,4,13,21,36,19,8,10,7,3,12,7,38,43,129,27,4,9,26,11,7,73,12,19,38,129,15,20,24,35,11,17,25,18,28,31,45,18,14,21,14,4,28,14,31,6,12,TRUE,FALSE
"185","PGEN_.00g340090",40.1206181193395,9.29956767877679,2.36542021152253,3.93146538339208,8.44296546740746e-05,0.0115736852887057,43,83,118,67,23,18,5,34,6,7,93,37,378,3,5,5,2,17,22,23,4,10,19,5,7,15,5,49,70,199,17,3,6,59,12,6,84,13,6,27,101,26,23,20,33,141,107,0,21,18,36,383,41,17,5,15,5,28,9,18,10,2,TRUE,FALSE
"186","PGEN_.00g117550",143.680134054485,10.7882844280934,2.33109199260796,4.62799600457799,3.6922113840141e-06,0.00147373531448398,232,45,26,369,209,12,33,11,54,370,301,35,296,36,3,56,3,14,31,197,27,282,6,508,2,230,15,166,369,161,6,18,24,327,9,4,152,80,18,199,116,78,425,196,438,38,81,278,219,8,54,200,59,209,7,152,35,66,653,116,4,536,TRUE,FALSE
"187","PGEN_.00g173270",105.871037735949,7.84913559811717,1.80102261229989,4.35815494181603,1.3116351594979e-05,0.00349023544108744,200,231,269,182,84,50,44,127,13,4,322,111,366,29,23,7,7,81,66,125,57,47,68,22,13,39,22,125,183,581,128,14,58,124,54,19,357,58,76,62,398,46,116,100,119,334,194,36,111,96,124,485,77,45,26,44,21,99,42,100,19,63,TRUE,FALSE
"188","PGEN_.00g216350",10.0347603185773,7.33696868052265,1.89485912022713,3.87203914117014,0.000107928614768243,0.0137383236175425,23,26,22,21,11,7,4,10,0,0,39,14,20,1,0,0,1,8,9,6,4,5,10,0,3,3,1,12,26,46,11,2,3,14,4,2,36,5,4,8,60,4,7,11,10,17,9,4,13,11,17,22,13,10,2,6,3,7,5,15,2,5,TRUE,FALSE
"189","PGEN_.00g133820",20.1866443984961,5.45079336917131,1.36856427071576,3.98285523435485,6.80922360998877e-05,0.00983063549054868,31,42,52,29,18,11,22,13,6,7,25,22,20,9,10,3,3,13,22,25,11,16,16,7,8,6,6,21,43,97,22,3,10,20,22,12,48,9,13,29,68,13,14,19,25,21,37,4,27,26,20,78,8,16,8,7,11,25,23,25,10,28,TRUE,FALSE
"190","PGEN_.00g145340",29.1596287266487,2.64862200287624,0.739897710992309,3.57971374086839,0.000343970803800915,0.0274589869316601,51,40,30,16,20,19,20,37,26,29,44,41,68,10,12,15,36,36,27,27,24,47,34,26,8,20,49,18,49,52,18,27,27,39,44,14,27,65,20,22,19,23,44,42,30,28,17,31,20,21,37,50,31,28,42,54,27,35,23,27,18,35,TRUE,FALSE
"191","PGEN_.00g345620",47.0988276902856,5.06642700686644,1.09027581600918,4.64692230394641,3.36923991450926e-06,0.00138557439029713,53,115,62,71,26,12,51,47,30,34,90,56,38,11,18,12,41,29,16,61,46,60,21,33,5,29,23,70,160,406,47,39,30,66,35,35,113,47,26,18,195,46,76,30,60,27,40,17,116,28,42,27,59,38,28,25,19,41,30,47,20,15,TRUE,FALSE
"192","PGEN_.00g035190",9.39189647305401,8.86771940562926,1.9892756246127,4.45776306506333,8.28193693361995e-06,0.00267605157443229,18,16,22,21,2,6,11,11,5,0,26,6,39,4,2,2,1,7,8,9,4,4,4,2,4,2,1,7,17,56,9,1,4,11,10,2,30,4,2,16,25,7,5,9,8,15,10,6,4,7,18,66,2,0,1,6,0,13,1,9,3,4,TRUE,FALSE
"193","PGEN_.00g340250",370.808993638368,-11.8127982565562,2.69489070515443,-4.38340532102554,1.16838439575156e-05,0.00323594788464172,90,102,95,78,170,840,619,43,24,1848,62,30,801,243,159,764,76,77,19,54,24,26,820,1448,915,232,66,27,73,394,36,21,31,83,55,138,21,71,28,2904,56,1019,50,7,49,2379,496,280,48,112,14,227,23,33,1160,90,221,211,89,48,340,490,FALSE,TRUE
"194","PGEN_.00g015030",21.792633978843,2.42424188254515,0.673010746424335,3.60208495246918,0.000315675161194555,0.0258073952564537,30,42,26,24,24,6,19,42,33,9,28,29,30,13,15,8,30,26,29,30,25,22,29,12,8,19,31,31,28,31,16,27,26,25,32,20,27,35,13,12,30,10,22,30,27,31,14,14,26,20,21,21,10,18,18,34,11,36,13,25,21,13,TRUE,FALSE
"195","PGEN_.00g313880",11.426256103891,6.08852339782271,1.69553557919351,3.59091455970434,0.000329519653724041,0.0266185191707676,44,24,45,20,7,8,5,15,3,0,31,14,3,3,3,2,6,4,15,11,10,2,6,4,4,11,2,16,38,69,13,2,5,12,7,7,40,9,4,3,52,3,13,14,13,10,6,4,29,12,24,7,10,3,2,7,5,12,6,10,6,3,TRUE,FALSE
"196","PGEN_.00g189140",3.14046203479249,6.46756715170342,1.69654736745149,3.81219367981387,0.00013773887690524,0.0161142611938018,3,4,1,1,0,1,1,7,5,4,5,4,7,1,0,2,2,2,1,6,2,8,4,5,1,3,6,7,7,5,9,3,3,0,0,1,1,6,4,2,11,4,1,4,4,2,0,2,2,4,5,2,2,3,2,7,0,2,1,5,2,5,TRUE,FALSE
"197","PGEN_.00g108840",4.34930131284015,5.66319740605542,1.46181992709396,3.87407320224019,0.000107031239722301,0.0137383236175425,6,9,7,8,8,0,0,4,6,2,7,3,12,2,4,3,1,10,2,4,4,6,2,6,0,1,5,2,5,15,3,1,6,6,7,1,7,5,2,0,11,2,10,3,6,0,3,4,4,4,9,3,4,6,5,0,6,6,4,6,3,6,TRUE,FALSE
"198","PGEN_.00g040700",3.10033432199313,9.21680631033169,2.49526313797455,3.69372118317475,0.000220996110397098,0.0211467823161062,4,4,16,6,0,0,0,6,0,0,6,5,0,2,0,0,0,3,0,8,0,0,2,2,2,0,1,4,7,29,0,3,3,2,0,2,10,0,5,0,15,2,9,5,3,0,5,3,0,6,3,1,2,3,3,2,2,5,5,3,4,0,TRUE,FALSE
"199","PGEN_.00g092260",50.1746034986481,-10.9736475060508,3.18585925245371,-3.44448597269295,0.000572146322576434,0.0381161127775105,2,22,9,4,18,74,53,2,1,704,10,6,41,36,31,122,1,13,0,5,9,8,31,396,30,5,14,8,2,9,10,5,19,5,3,6,4,7,7,239,6,81,4,0,5,438,43,35,6,18,7,40,0,8,104,11,23,8,2,3,37,121,FALSE,TRUE
"200","PGEN_.00g164420",6.70495835088632,6.50017974924532,1.75524040637974,3.70329883337873,0.000212813947518224,0.0207776840415095,19,9,15,8,10,2,6,5,4,0,13,7,11,1,2,3,0,7,6,5,3,2,4,5,4,12,8,8,16,34,5,0,2,6,2,6,18,6,15,2,28,0,5,8,16,6,12,1,2,4,5,4,10,2,3,1,4,4,12,8,2,3,TRUE,FALSE
"201","PGEN_.00g127850",14.8466101152905,15.7692217419652,3.50169814043591,4.50330699835886,6.69041275029196e-06,0.00232809208805672,6,8,2,28,47,2,3,1,9,3,39,0,7,0,2,0,0,0,7,29,0,16,0,18,0,13,0,11,31,9,0,3,0,61,0,0,16,3,5,0,10,2,98,31,44,0,2,8,11,4,6,7,28,74,0,7,0,5,176,22,1,6,TRUE,FALSE
"202","PGEN_.00g115560",302.699774736154,5.99590482813988,1.45239117160446,4.12829886697549,3.65456913441806e-05,0.00718784894538949,513,680,737,695,213,210,457,369,82,358,777,293,663,109,117,89,53,218,185,291,87,87,186,192,50,168,53,236,509,1576,300,54,113,361,158,78,725,160,182,231,771,541,236,365,245,469,285,294,103,320,333,1489,221,176,134,151,149,316,200,399,99,224,TRUE,FALSE
"203","PGEN_.00g113240",128.362895904622,-13.0940589628207,3.90563525911867,-3.35260670648889,0.000800543754789614,0.047235562157608,2,5,7,2,13,25,65,5,5,2404,4,0,451,32,4,311,0,6,4,6,1,3,15,350,32,20,6,4,6,20,2,0,4,9,7,5,0,11,2,1962,0,274,1,3,4,551,252,64,5,3,5,76,2,4,57,11,101,9,15,2,13,406,FALSE,TRUE
"204","PGEN_.00g145530",58.0351086312407,5.34773784319064,1.55197363024199,3.44576591959027,0.00056944339123399,0.0381161127775105,87,129,133,89,53,52,34,43,19,10,115,52,49,20,12,10,7,24,52,47,11,34,31,38,12,46,20,74,122,341,67,14,24,98,11,12,167,49,65,104,268,18,135,45,79,107,101,11,56,51,94,115,71,43,47,38,12,60,27,55,32,17,TRUE,FALSE
"205","PGEN_.00g188760",117.513279119889,8.28797346901887,1.95051929467454,4.24911124521934,2.14620322652711e-05,0.00513805690973922,212,291,363,176,135,23,27,110,20,10,281,108,379,35,19,9,4,51,70,121,54,57,57,37,11,23,10,201,223,630,109,36,43,107,41,24,347,79,67,116,471,35,148,71,117,264,215,22,72,86,85,810,86,44,24,53,23,159,26,102,22,208,TRUE,FALSE
"206","PGEN_.00g286650",52.4452449831534,2.48484505071187,0.734709492953986,3.38207832421118,0.000719396299299748,0.044176141076004,48,145,111,78,57,31,38,51,42,46,89,63,64,44,26,21,48,63,37,55,41,40,49,34,19,53,68,48,113,161,58,23,45,60,49,23,60,50,35,57,95,56,98,41,60,48,58,62,54,40,29,78,54,51,30,49,58,78,36,55,31,59,TRUE,FALSE
"207","PGEN_.00g254170",9.51310264786415,14.4329672086674,3.48158329834574,4.14551828058376,3.39045948552586e-05,0.00700923188809717,15,5,0,19,17,0,4,2,6,2,21,8,0,0,0,0,0,0,4,10,8,20,0,2,1,17,0,14,36,7,0,0,2,58,0,5,8,4,4,2,12,3,34,19,54,0,1,0,0,2,4,2,15,26,3,9,0,6,93,14,0,0,TRUE,FALSE
"208","PGEN_.00g263590",12.2264731951088,9.49485984493415,2.29884621336395,4.13027186844314,3.62334492107014e-05,0.00718784894538949,15,20,13,23,10,2,13,12,6,17,10,4,31,5,0,0,0,6,7,7,2,6,2,7,2,4,0,9,17,66,0,4,2,3,3,1,21,3,4,48,18,7,8,6,12,12,12,14,4,4,6,173,3,6,4,7,4,16,2,10,3,31,TRUE,FALSE
"209","PGEN_.00g291230",223.437254170984,-19.4762369681589,3.23043633245469,-6.02898028742752,1.64997409530736e-09,8.13101969787787e-06,0,253,195,0,134,1830,607,5,30,603,11,21,558,103,306,749,59,14,0,3,21,38,143,65,357,162,61,75,16,55,22,71,3,98,2,86,0,135,23,543,8,308,35,0,13,2014,132,16,33,324,6,231,8,7,1266,124,73,315,21,6,322,55,FALSE,TRUE
"210","PGEN_.00g048440",28.6976679205961,6.63155304347578,1.88637730272521,3.51549662620268,0.000438932336779411,0.0321986526618021,51,65,78,38,31,15,16,22,7,0,68,27,73,10,10,2,4,10,14,28,7,8,24,5,7,26,6,22,65,198,31,7,11,33,19,8,81,25,18,23,109,11,43,23,24,102,35,6,13,16,28,196,28,17,4,14,2,23,13,11,4,17,TRUE,FALSE
"211","PGEN_.00g085870",6.93771923562034,4.15152596251299,1.17757843152394,3.52547724327828,0.000422720494065886,0.0311779338313486,16,13,6,6,12,2,8,8,6,3,7,7,11,1,5,2,7,5,6,8,4,11,4,9,0,7,14,3,14,9,5,5,8,5,6,7,6,10,4,3,12,11,17,7,7,6,17,13,0,4,5,1,4,11,14,8,3,6,13,5,6,8,TRUE,FALSE
