"","Gene.ID","SG117","SG137","SG38","SG97","SG88","SG87","SG98","SG37"
"465","PGEN_.00g263110",15,4,3,0,8,15,6,7
"466","PGEN_.00g259060",3,0,2,0,4,2,4,0
"467","PGEN_.00g055330",3,6,2,3,4,2,4,4
"468","PGEN_.00g089030",7,1,5,3,3,12,2,2
"469","PGEN_.00g052300",1,4,8,11,3,5,0,5
"470","PGEN_.00g083050",12,18,8,5,11,16,4,2
"471","PGEN_.00g182480",15,167,3,203,6,209,268,230
"472","PGEN_.00g025300",243,149,145,265,172,203,334,116
"473","PGEN_.00g309410",17,3,0,2,3,2,8,0
"474","PGEN_.00g197700",17,28,6,26,22,24,25,25
"475","PGEN_.00g273790",35,19,24,19,20,27,23,27
"476","PGEN_.00g021810",5,2,6,4,1,7,10,8
"477","PGEN_.00g084880",7,11,8,15,7,15,16,14
"478","PGEN_.00g142170",4,0,1,2,2,6,4,8
"479","PGEN_.00g248610",36,23,4,7,7,7,25,6
"480","PGEN_.00g064920",8,6,3,7,3,15,15,8
"481","PGEN_.00g026450",3,25,5,11,12,30,9,9
"482","PGEN_.00g191700",21,10,13,39,8,37,44,31
"483","PGEN_.00g075800",98,43,72,74,76,69,75,66
"484","PGEN_.00g273420",21,5,7,5,7,7,9,5
"485","PGEN_.00g324110",14,19,18,33,26,52,17,32
"486","PGEN_.00g114650",16,4,1,0,0,0,9,8
"487","PGEN_.00g265010",7,4,5,1,5,8,5,0
"488","PGEN_.00g058020",12,20,17,15,6,26,10,18
"489","PGEN_.00g055050",108,79,52,100,83,132,138,92
"490","PGEN_.00g280370",20,26,10,18,20,33,19,20
"491","PGEN_.00g346410",86,36,38,46,57,39,68,38
"492","PGEN_.00g205860",35,8,40,38,34,56,40,46
"493","PGEN_.00g055060",55,33,37,57,37,51,49,34
"494","PGEN_.00g278760",488,176,279,368,206,221,278,373
"495","PGEN_.00g301860",0,2,6,9,20,7,1,9
"496","PGEN_.00g201350",7,0,2,5,6,4,2,3
"497","PGEN_.00g152980",31,7,19,22,23,24,34,26
"498","PGEN_.00g113560",181,124,148,104,120,108,116,110
"499","PGEN_.00g325240",49,64,47,93,68,109,147,109
"500","PGEN_.00g192050",2,7,4,6,3,6,3,6
"501","PGEN_.00g076720",6,3,1,2,4,5,4,2
"502","PGEN_.00g188970",16,23,12,17,18,16,20,13
"503","PGEN_.00g286230",3,0,0,4,3,4,2,2
"504","PGEN_.00g275060",79,107,63,117,92,149,82,131
"505","PGEN_.00g320740",100,28,29,26,20,34,28,31
"506","PGEN_.00g113380",5,39,10,39,23,17,15,34
"507","PGEN_.00g098630",2511,1670,1618,1524,1834,1945,1917,1471
"508","PGEN_.00g259800",32,14,9,26,26,20,43,22
"509","PGEN_.00g089590",3,4,4,0,2,4,0,0
"510","PGEN_.00g031750",3,17,14,7,12,6,15,12
"511","PGEN_.00g173390",15,2,4,0,0,4,2,7
"512","PGEN_.00g025480",6,16,23,18,59,9,17,8
"513","PGEN_.00g033440",65,70,58,68,65,67,71,71
"514","PGEN_.00g193830",44,24,16,18,25,31,51,29
"515","PGEN_.00g275680",27,15,10,9,11,10,18,17
"516","PGEN_.00g112380",7,3,0,14,8,2,11,23
"517","PGEN_.00g209000",28,21,18,16,23,14,13,19
"518","PGEN_.00g148480",14,2,1,5,3,8,4,5
"519","PGEN_.00g008090",63,39,48,61,40,48,68,40
"520","PGEN_.00g311250",8,11,8,5,8,14,17,9
"521","PGEN_.00g148730",3,9,7,2,4,6,4,18
"522","PGEN_.00g119400",31,9,14,6,17,39,24,20
"523","PGEN_.00g091710",6,4,4,4,4,3,6,6
"524","PGEN_.00g251650",12,4,3,7,8,6,10,4
"525","PGEN_.00g177890",9,1,5,9,5,8,16,13
"526","PGEN_.00g215570",45,77,42,70,44,30,50,66
"527","PGEN_.00g030930",4,8,4,7,5,10,4,5
"528","PGEN_.00g063720",7,12,7,9,10,13,11,22
"529","PGEN_.00g107660",0,7,0,0,9,13,10,7
"530","PGEN_.00g204400",37,15,8,28,26,37,37,27
"531","PGEN_.00g058870",6,4,0,2,4,5,2,2
"532","PGEN_.00g187840",16,7,7,8,6,6,22,9
"533","PGEN_.00g228220",6,8,6,0,2,2,5,4
"534","PGEN_.00g003040",7,0,2,2,1,4,5,0
"535","PGEN_.00g054140",13,10,7,8,2,2,3,8
"536","PGEN_.00g134810",7,5,0,0,4,9,7,3
"537","PGEN_.00g150010",102,28,37,27,37,25,40,20
"538","PGEN_.00g006270",3,6,7,3,7,7,2,5
"539","PGEN_.00g132240",7,19,12,16,8,17,10,14
"540","PGEN_.00g032470",8,5,5,8,13,12,26,9
"541","PGEN_.00g029590",9,15,21,45,46,94,58,20
"542","PGEN_.00g096380",6,4,5,3,18,7,20,9
"543","PGEN_.00g008540",69,73,55,53,97,93,114,98
"544","PGEN_.00g108520",248,173,171,157,154,114,146,191
"545","PGEN_.00g142230",42,36,28,39,26,57,47,52
"546","PGEN_.00g310610",8,6,7,4,9,9,10,6
"547","PGEN_.00g074810",40,29,30,26,26,15,28,21
"548","PGEN_.00g317960",3,5,7,3,6,7,7,4
"549","PGEN_.00g104310",28,22,7,8,14,17,24,22
"550","PGEN_.00g125310",24,20,19,36,18,13,25,6
"551","PGEN_.00g205440",16,10,14,11,8,24,2,21
"552","PGEN_.00g273560",9,15,30,22,32,16,20,21
"553","PGEN_.00g116940",130,52,63,121,52,84,162,39
"554","PGEN_.00g228910",2,4,2,1,2,4,6,6
"555","PGEN_.00g339250",21,10,5,7,6,9,11,5
"556","PGEN_.00g047900",7,2,4,0,0,4,9,0
"557","PGEN_.00g184450",13,7,7,10,9,12,22,4
"558","PGEN_.00g183780",4,7,6,21,11,11,7,9
"559","PGEN_.00g072410",8,3,4,6,11,11,15,8
"560","PGEN_.00g260070",2,5,10,20,35,49,15,8
"561","PGEN_.00g164800",40,10,17,19,11,8,24,11
"562","PGEN_.00g121120",21,3,8,14,12,18,23,5
"563","PGEN_.00g067580",2,7,5,17,16,8,0,7
"564","PGEN_.00g213860",13,31,15,26,12,36,18,25
"565","PGEN_.00g312440",63,61,30,46,47,71,103,71
"566","PGEN_.00g064580",75,158,108,166,192,229,194,273
"567","PGEN_.00g040150",168,198,129,111,162,120,185,99
"568","PGEN_.00g284830",6,5,2,2,0,0,0,5
"569","PGEN_.00g238950",5,12,2,7,4,7,4,3
"570","PGEN_.00g133920",111,91,66,101,109,155,146,89
"571","PGEN_.00g272080",12,13,14,17,15,10,10,7
"572","PGEN_.00g001880",15,9,7,8,0,12,6,6
"573","PGEN_.00g323910",0,3,0,3,4,0,6,2
"574","PGEN_.00g224200",6,3,3,4,3,2,3,2
"575","PGEN_.00g229630",13,3,0,2,1,1,5,5
"576","PGEN_.00g265990",8,3,3,8,7,4,2,6
"577","PGEN_.00g087330",40,35,19,44,37,45,53,25
"578","PGEN_.00g234180",139,95,91,114,115,166,117,102
"579","PGEN_.00g315690",4,8,4,5,10,6,6,8
"580","PGEN_.00g219230",8,5,4,4,3,7,4,10
"581","PGEN_.00g215960",108,91,96,85,113,113,99,90
"582","PGEN_.00g238370",17,4,11,8,11,11,13,8
"583","PGEN_.00g040840",16,11,10,15,7,10,25,13
"584","PGEN_.00g349060",24,13,2,3,2,4,13,3
"585","PGEN_.00g172320",120,59,54,98,81,77,75,92
"586","PGEN_.00g083520",29,39,23,27,30,22,19,21
"587","PGEN_.00g233860",11,5,15,8,6,8,9,10
"588","PGEN_.00g049490",122,175,166,129,166,161,196,148
"589","PGEN_.00g019070",5,6,4,18,7,4,5,6
"590","PGEN_.00g178890",4,0,3,7,12,7,4,3
"591","PGEN_.00g274530",242,371,450,234,271,347,341,208
"592","PGEN_.00g122180",29,13,18,18,21,18,25,31
"593","PGEN_.00g262080",6,4,3,4,5,5,11,5
"594","PGEN_.00g266700",13,7,3,2,0,8,11,0
"595","PGEN_.00g167640",5,7,6,10,3,8,8,7
"596","PGEN_.00g163940",10,5,2,8,7,11,0,3
"597","PGEN_.00g290700",31,47,18,35,18,25,38,39
"598","PGEN_.00g264700",23,8,6,2,7,2,16,5
"599","PGEN_.00g002960",5,3,2,5,2,0,0,2
"600","PGEN_.00g235320",31,8,11,17,22,27,40,12
"601","PGEN_.00g160910",15,18,11,11,16,17,24,21
"602","PGEN_.00g331060",67,42,36,44,52,44,39,36
"603","PGEN_.00g107500",6,0,4,10,9,0,0,5
"604","PGEN_.00g056370",28,22,18,16,6,14,9,5
"605","PGEN_.00g048720",852,1369,1009,1075,874,878,687,849
"606","PGEN_.00g305400",30,10,3,5,3,8,16,9
"607","PGEN_.00g147610",50,56,22,58,61,90,74,59
"608","PGEN_.00g220000",9,5,6,11,7,21,23,9
"609","PGEN_.00g041490",28,18,20,20,25,15,35,12
"610","PGEN_.00g306170",38,199,204,278,833,471,115,219
"611","PGEN_.00g140040",14,14,12,8,20,9,9,8
"612","PGEN_.00g236740",12,8,15,14,27,23,18,20
"613","PGEN_.00g114260",54,50,35,53,52,68,44,63
"614","PGEN_.00g153210",25,9,7,9,12,16,22,15
"615","PGEN_.00g199760",4,2,0,1,3,4,5,2
"616","PGEN_.00g200640",35,7,6,6,6,7,6,12
"617","PGEN_.00g271010",8,3,4,7,5,7,6,11
"618","PGEN_.00g331930",5,8,0,9,7,11,14,8
"619","PGEN_.00g190950",6,2,0,1,5,2,4,3
"620","PGEN_.00g179310",0,0,38,94,62,210,160,40
"621","PGEN_.00g114840",2,0,4,2,16,16,2,5
"622","PGEN_.00g333570",9,0,9,11,3,8,2,9
"623","PGEN_.00g141310",0,0,3,4,1,7,3,2
"624","PGEN_.00g165430",18,3,5,4,4,5,9,2
"625","PGEN_.00g230740",121,38,38,27,72,59,103,52
"626","PGEN_.00g041720",5,7,2,12,6,6,5,9
"627","PGEN_.00g231830",36,15,31,29,29,55,52,19
"628","PGEN_.00g015120",63,22,21,24,33,33,41,27
"629","PGEN_.00g040450",7,0,4,3,0,4,4,9
"630","PGEN_.00g209570",5,4,7,7,8,7,12,8
"631","PGEN_.00g282060",114,69,42,44,70,102,49,67
"632","PGEN_.00g285590",5,6,29,33,63,37,5,7
"633","PGEN_.00g071280",58,53,43,46,50,52,51,49
"634","PGEN_.00g155300",27,21,30,10,35,34,14,15
"635","PGEN_.00g159480",11,4,4,4,3,3,9,4
"636","PGEN_.00g055780",4,6,5,21,6,14,7,8
"637","PGEN_.00g248130",9,56,117,201,451,641,58,120
"638","PGEN_.00g161970",25,14,9,12,16,27,18,16
"639","PGEN_.00g332620",14,10,9,26,8,11,10,16
"640","PGEN_.00g240440",103,115,50,125,87,164,136,121
"641","PGEN_.00g272090",5,4,11,4,10,8,9,7
"642","PGEN_.00g014830",13,19,19,15,18,34,28,30
"643","PGEN_.00g088950",89,153,86,152,146,157,129,123
"644","PGEN_.00g091260",28,67,37,60,52,46,42,59
"645","PGEN_.00g337050",33,24,21,13,23,57,24,29
"646","PGEN_.00g163530",7,9,1,6,3,9,5,4
"647","PGEN_.00g322440",32,9,11,11,12,19,16,19
"648","PGEN_.00g112850",23,9,12,2,13,6,14,13
"649","PGEN_.00g016470",22,4,3,10,6,10,9,8
"650","PGEN_.00g308240",2,5,0,6,2,0,7,3
"651","PGEN_.00g192670",3,0,2,6,2,4,4,3
"652","PGEN_.00g158680",4,1,8,1,7,5,6,4
"653","PGEN_.00g052400",3367,2327,2202,2247,2549,2816,2899,2589
"654","PGEN_.00g230290",33,16,12,18,41,20,38,17
"655","PGEN_.00g149260",7,13,8,13,19,23,15,12
"656","PGEN_.00g145560",25,27,16,17,31,36,25,18
"657","PGEN_.00g142030",41,27,36,50,46,42,41,55
"658","PGEN_.00g189460",23,14,31,25,20,54,25,31
"659","PGEN_.00g297990",1,8,2,3,2,10,3,13
"660","PGEN_.00g158350",9,4,9,2,10,5,14,8
"661","PGEN_.00g091840",2,6,4,8,4,7,4,4
"662","PGEN_.00g198580",212,109,90,185,157,210,225,225
"663","PGEN_.00g273320",170,105,96,203,134,211,189,178
"664","PGEN_.00g146200",17,12,5,12,9,21,15,17
"665","PGEN_.00g248860",36,9,9,4,16,17,13,4
"666","PGEN_.00g068130",2,2,4,6,4,6,7,7
"667","PGEN_.00g269230",13,6,8,14,4,11,11,5
"668","PGEN_.00g323310",7,5,3,9,8,19,10,9
"669","PGEN_.00g053750",5,0,12,20,78,74,19,11
"670","PGEN_.00g252620",8,3,3,4,2,3,8,3
"671","PGEN_.00g331540",8,10,8,12,18,11,7,5
"672","PGEN_.00g226750",10,5,4,7,6,9,14,6
"673","PGEN_.00g025110",15,17,11,23,15,17,13,24
"674","PGEN_.00g110170",5,6,2,4,8,5,4,2
"675","PGEN_.00g061710",37,42,37,47,48,37,38,44
"676","PGEN_.00g277800",43,14,15,15,33,21,47,22
"677","PGEN_.00g057920",37,43,34,68,36,57,44,45
"678","PGEN_.00g012200",34,33,37,70,43,41,61,39
"679","PGEN_.00g013150",182,183,148,151,172,256,159,189
"680","PGEN_.00g187230",0,0,6,2,16,6,11,0
"681","PGEN_.00g110280",14,2,6,15,13,12,17,7
"682","PGEN_.00g293190",10,5,5,6,9,19,18,10
"683","PGEN_.00g296340",3,3,2,9,7,7,6,7
"684","PGEN_.00g072160",21,7,17,21,10,30,21,23
"685","PGEN_.00g300620",14,22,16,11,27,19,22,12
"686","PGEN_.00g275180",57,19,22,32,47,52,47,38
"687","PGEN_.00g254100",36,26,26,40,38,36,37,25
"688","PGEN_.00g201250",20,114,58,52,78,78,69,80
"689","PGEN_.00g088130",11,80,48,74,98,66,51,100
"690","PGEN_.00g287350",7,3,2,5,4,2,6,2
"691","PGEN_.00g270000",5,9,48,56,70,187,57,29
"692","PGEN_.00g030360",5,1,0,3,9,4,3,3
"693","PGEN_.00g064740",181,87,97,172,158,239,159,166
"694","PGEN_.00g255850",5,3,8,7,7,3,7,4
"695","PGEN_.00g067210",19,10,10,18,8,22,20,8
"696","PGEN_.00g345160",4,9,4,14,2,8,7,6
"697","PGEN_.00g143580",24,20,8,16,10,25,18,7
"698","PGEN_.00g217810",120,47,93,138,101,197,120,91
"699","PGEN_.00g110820",31,35,49,38,43,69,50,54
"700","PGEN_.00g180610",24,12,16,16,26,14,15,8
"701","PGEN_.00g272010",123,79,78,105,131,153,148,106
"702","PGEN_.00g297430",7,5,4,10,12,7,12,23
"703","PGEN_.00g241270",46,24,9,26,18,16,17,22
"704","PGEN_.00g000910",7,0,2,6,8,2,9,6
"705","PGEN_.00g291770",231,88,114,133,110,179,200,136
"706","PGEN_.00g287970",0,2,0,3,3,6,8,0
"707","PGEN_.00g286000",30,14,11,20,18,19,23,25
"708","PGEN_.00g271750",23,18,14,15,21,14,27,22
"709","PGEN_.00g211220",4,0,2,1,2,10,9,0
"710","PGEN_.00g096480",70,81,86,99,85,111,71,131
"711","PGEN_.00g063020",3,0,0,3,0,4,2,5
"712","PGEN_.00g062370",16,19,18,27,29,37,38,35
"713","PGEN_.00g133410",46,26,30,32,28,50,57,21
"714","PGEN_.00g185140",30,36,19,36,23,31,19,21
"715","PGEN_.00g205960",6,6,2,8,11,10,6,20
"716","PGEN_.00g043380",3,4,5,6,5,2,6,5
"717","PGEN_.00g229340",23,7,2,13,11,3,6,6
"718","PGEN_.00g084470",26,5,6,2,4,8,14,4
"719","PGEN_.00g223060",4,2,3,4,2,8,2,2
"720","PGEN_.00g145040",66,34,45,53,58,86,70,45
"721","PGEN_.00g022390",50,15,9,6,20,24,29,11
"722","PGEN_.00g095820",48,53,46,60,15,44,46,47
"723","PGEN_.00g078490",8,12,17,20,11,13,16,9
"724","PGEN_.00g102590",6,4,4,6,4,2,12,5
"725","PGEN_.00g099330",21,12,12,20,26,30,31,22
"726","PGEN_.00g104290",0,0,0,0,4,4,10,4
"727","PGEN_.00g134990",11,5,6,3,7,8,5,5
"728","PGEN_.00g256190",2,0,4,19,16,18,13,8
"729","PGEN_.00g229960",31,31,22,19,17,15,37,36
"730","PGEN_.00g086200",7,33,3,51,4,5,28,7
"731","PGEN_.00g171300",39,13,10,21,24,28,24,11
"732","PGEN_.00g082940",70,45,40,35,31,38,38,29
"733","PGEN_.00g006400",9,20,18,3,19,31,1,22
"734","PGEN_.00g170650",28,16,18,21,20,27,29,19
"735","PGEN_.00g216330",8,4,5,6,7,8,11,4
"736","PGEN_.00g037650",3,11,2,9,4,6,17,4
"737","PGEN_.00g131010",24,16,19,19,21,22,28,14
"738","PGEN_.00g254840",121,57,53,124,74,176,137,106
"739","PGEN_.00g199560",17,19,12,15,10,23,16,18
"740","PGEN_.00g222080",156,81,106,108,87,117,132,85
"741","PGEN_.00g002230",36,15,23,41,28,36,59,26
"742","PGEN_.00g224870",4,5,5,4,8,12,2,4
"743","PGEN_.00g046260",22,8,9,4,17,18,15,5
"744","PGEN_.00g318670",5,7,4,16,6,4,13,8
"745","PGEN_.00g079450",4,6,0,6,0,0,5,2
"746","PGEN_.00g075770",2,7,0,0,5,4,3,0
"747","PGEN_.00g038550",13,4,12,8,8,15,12,13
"748","PGEN_.00g260600",7,12,6,8,7,8,16,11
"749","PGEN_.00g333770",1,15,1,14,2,3,14,10
"750","PGEN_.00g057910",5,2,6,9,28,19,9,4
"751","PGEN_.00g125500",160,65,112,126,103,173,157,101
"752","PGEN_.00g303040",34,16,20,28,17,44,14,17
"753","PGEN_.00g034300",5,12,7,8,13,6,8,4
"754","PGEN_.00g038880",9,22,15,20,21,30,10,17
"755","PGEN_.00g041120",193,232,158,131,170,157,174,141
"756","PGEN_.00g087810",221,994,1329,499,900,544,763,571
"757","PGEN_.00g015320",28,34,27,19,44,50,25,36
"758","PGEN_.00g174220",15,13,4,5,0,9,6,12
"759","PGEN_.00g194130",55,62,53,90,85,77,93,60
"760","PGEN_.00g347910",11,11,8,10,10,14,11,11
"761","PGEN_.00g131900",11,20,7,20,12,32,25,19
"762","PGEN_.00g217170",23,36,23,38,32,44,28,36
"763","PGEN_.00g010660",29,34,10,0,20,2,28,0
"764","PGEN_.00g302470",0,12,0,13,12,4,5,11
"765","PGEN_.00g011130",4,2,2,2,0,2,4,4
"766","PGEN_.00g015490",0,0,2,8,0,28,3,0
"767","PGEN_.00g137500",228,73,57,70,93,18,60,99
"768","PGEN_.00g267370",30,17,7,14,18,22,15,17
"769","PGEN_.00g342980",581,394,533,637,532,818,684,544
"770","PGEN_.00g000270",13,7,5,17,11,10,11,8
"771","PGEN_.00g316060",16,4,3,11,12,7,9,31
"772","PGEN_.00g016670",80,30,64,53,58,64,87,38
"773","PGEN_.00g345400",10,5,0,4,2,2,7,0
"774","PGEN_.00g126360",17,5,6,6,5,15,9,7
"775","PGEN_.00g116750",22,19,19,34,18,27,20,28
"776","PGEN_.00g220620",12,1,9,11,9,13,7,0
"777","PGEN_.00g218350",7,3,7,7,15,8,11,5
"778","PGEN_.00g128480",55,65,45,53,67,76,81,74
"779","PGEN_.00g122620",78,77,163,150,148,170,163,175
"780","PGEN_.00g262470",17,28,5,7,11,11,7,17
"781","PGEN_.00g000490",11,7,3,7,5,5,4,8
"782","PGEN_.00g316680",27,14,10,3,19,3,14,9
"783","PGEN_.00g265900",10,4,5,5,4,8,4,0
"784","PGEN_.00g045860",175,99,70,108,97,122,133,90
"785","PGEN_.00g007720",171,89,56,120,113,155,127,122
"786","PGEN_.00g273120",7,8,1,7,11,11,10,4
"787","PGEN_.00g006890",59,12,11,8,13,23,47,13
"788","PGEN_.00g274470",12,26,12,18,5,16,24,10
"789","PGEN_.00g166490",16,16,15,10,31,25,22,15
"790","PGEN_.00g018510",3,6,5,2,4,3,3,2
"791","PGEN_.00g343760",13,8,18,9,6,14,12,13
"792","PGEN_.00g003910",2,18,2,6,14,9,9,0
"793","PGEN_.00g273690",2,0,5,6,2,4,0,5
"794","PGEN_.00g163040",16,7,3,10,4,8,27,5
"795","PGEN_.00g325430",24,10,19,19,17,17,37,22
"796","PGEN_.00g314350",5,2,3,1,4,4,4,3
"797","PGEN_.00g331380",22,9,4,19,12,5,12,10
"798","PGEN_.00g083480",54,24,39,20,37,38,145,31
"799","PGEN_.00g021440",62,45,46,51,59,116,97,43
"800","PGEN_.00g082570",104,143,132,191,174,248,253,226
"801","PGEN_.00g111190",5,2,0,1,1,4,4,3
"802","PGEN_.00g146040",81,57,63,91,73,84,71,69
"803","PGEN_.00g081880",118,64,67,78,88,133,118,95
"804","PGEN_.00g160760",11,0,2,3,3,7,8,2
"805","PGEN_.00g191350",215,212,153,222,277,266,253,217
"806","PGEN_.00g082680",67,60,41,61,49,60,61,69
"807","PGEN_.00g239010",1,0,3,6,3,4,1,2
"808","PGEN_.00g300420",4,5,3,4,6,5,4,2
"809","PGEN_.00g013420",8,3,7,3,5,9,5,5
"810","PGEN_.00g042330",46,20,33,29,35,22,22,25
"811","PGEN_.00g298430",4,9,2,5,3,11,6,6
"812","PGEN_.00g095730",26,42,38,65,59,102,22,59
"813","PGEN_.00g279390",101,47,52,35,45,93,69,38
"814","PGEN_.00g302860",14,3,0,3,4,10,22,6
"815","PGEN_.00g047670",8,0,5,2,6,10,2,6
"816","PGEN_.00g048880",8,8,6,8,4,3,9,6
"817","PGEN_.00g150970",16,9,10,3,7,16,6,13
"818","PGEN_.00g153400",198,104,105,119,140,169,171,123
"819","PGEN_.00g157980",10,36,12,16,24,28,10,27
"820","PGEN_.00g340440",12,4,1,4,2,1,5,7
"821","PGEN_.00g053950",96,161,126,141,122,194,156,160
"822","PGEN_.00g270570",31,14,8,8,11,22,40,18
"823","PGEN_.00g113130",5,4,5,2,3,8,4,1
"824","PGEN_.00g290620",21,24,7,7,8,15,20,10
"825","PGEN_.00g237310",6,7,3,9,3,13,9,9
"826","PGEN_.00g080860",4,2,3,6,4,6,2,8
"827","PGEN_.00g195300",68,29,22,42,37,41,47,27
"828","PGEN_.00g138020",7,17,12,14,8,13,11,9
"829","PGEN_.00g015860",19,13,10,22,19,26,25,25
"830","PGEN_.00g290190",9,0,2,2,0,2,9,4
"831","PGEN_.00g077600",31,16,45,48,53,18,8,38
"832","PGEN_.00g070050",3,3,5,12,11,10,5,8
"833","PGEN_.00g302130",15,13,12,15,13,10,21,8
"834","PGEN_.00g208520",3,4,2,3,5,3,4,3
"835","PGEN_.00g321840",7,2,0,0,4,8,5,2
"836","PGEN_.00g024250",41,38,44,42,44,59,54,48
"837","PGEN_.00g287360",5,2,6,4,5,3,0,1
"838","PGEN_.00g200050",6,1,2,12,9,11,6,12
"839","PGEN_.00g155800",8,4,0,0,2,2,4,3
"840","PGEN_.00g063220",5,0,13,31,41,67,9,11
"841","PGEN_.00g134300",354,28,42,47,35,17,62,40
"842","PGEN_.00g062170",89,122,107,108,128,151,123,133
"843","PGEN_.00g152460",529,184,246,396,321,431,419,335
"844","PGEN_.00g193460",5,0,0,4,3,2,3,0
"845","PGEN_.00g260280",8,9,4,1,11,8,4,5
"846","PGEN_.00g241920",16,24,16,5,16,11,7,7
"847","PGEN_.00g329330",57,95,82,93,124,119,70,113
"848","PGEN_.00g063590",18,3,3,2,5,4,3,2
"849","PGEN_.00g209430",6,0,2,2,0,4,2,4
"850","PGEN_.00g049300",13,10,15,14,12,22,9,11
"851","PGEN_.00g331610",51,57,26,79,55,59,55,65
"852","PGEN_.00g054590",24,12,4,13,5,11,19,11
"853","PGEN_.00g139860",8,16,20,31,18,26,9,27
"854","PGEN_.00g188670",14,3,5,4,2,6,5,3
"855","PGEN_.00g059550",33,42,37,51,68,99,54,85
"856","PGEN_.00g063660",5,2,6,8,7,10,13,8
"857","PGEN_.00g245030",14,6,2,11,8,5,9,12
"858","PGEN_.00g022150",16,5,5,5,4,2,5,4
"859","PGEN_.00g298190",8,6,6,10,6,10,3,1
"860","PGEN_.00g338540",2,6,0,3,0,6,7,0
"861","PGEN_.00g309920",12,7,13,22,17,12,21,25
"862","PGEN_.00g198260",245,94,128,170,155,231,198,171
"863","PGEN_.00g285360",5,4,6,3,8,2,10,4
"864","PGEN_.00g071090",3,3,5,7,8,2,2,3
"865","PGEN_.00g069140",17,4,22,19,16,5,7,9
"866","PGEN_.00g295470",33,20,18,20,33,22,24,14
"867","PGEN_.00g205750",56,23,15,22,13,25,26,27
"868","PGEN_.00g068810",15,2,6,11,15,7,20,6
"869","PGEN_.00g324420",56,29,28,43,44,55,51,48
"870","PGEN_.00g202520",43,0,2,0,5,0,2,6
"871","PGEN_.00g292390",8,5,2,2,1,7,12,6
"872","PGEN_.00g206450",4,0,2,3,5,4,8,4
"873","PGEN_.00g253850",93,43,46,29,34,27,37,32
"874","PGEN_.00g182390",44,20,16,19,20,32,51,14
"875","PGEN_.00g058730",9,5,12,12,22,16,17,10
"876","PGEN_.00g184490",10,8,3,2,8,1,0,3
"877","PGEN_.00g252450",238,99,118,139,145,198,199,150
"878","PGEN_.00g259400",27,30,21,28,30,39,54,28
"879","PGEN_.00g227630",0,0,4,4,7,9,2,6
"880","PGEN_.00g278250",3,3,2,3,3,2,2,2
"881","PGEN_.00g253580",53,48,46,58,56,97,71,75
"882","PGEN_.00g327730",28,9,13,9,6,14,20,6
"883","PGEN_.00g246000",11,20,6,7,9,6,10,11
"884","PGEN_.00g012430",8,4,3,4,3,10,7,5
"885","PGEN_.00g325770",4,0,5,4,5,6,11,2
"886","PGEN_.00g073930",2,3,2,2,2,8,3,2
"887","PGEN_.00g147960",291,183,120,151,142,186,213,149
"888","PGEN_.00g284700",114,77,71,89,91,124,116,89
"889","PGEN_.00g076210",18,25,9,35,22,27,30,50
"890","PGEN_.00g039910",80,40,57,76,84,127,100,72
"891","PGEN_.00g286700",22,9,10,22,13,17,8,19
"892","PGEN_.00g185720",5,6,11,9,12,11,36,15
"893","PGEN_.00g257660",0,5,4,2,2,4,3,0
"894","PGEN_.00g089450",9,7,18,33,20,9,21,23
"895","PGEN_.00g110320",24,11,12,18,4,17,16,12
"896","PGEN_.00g061520",0,0,2,9,8,29,18,4
"897","PGEN_.00g200930",25,52,21,56,16,63,52,37
"898","PGEN_.00g226270",157,96,95,126,113,129,85,128
"899","PGEN_.00g063960",37,43,32,33,31,27,31,35
"900","PGEN_.00g020140",6,0,0,2,3,5,2,3
"901","PGEN_.00g099550",30,26,30,34,37,59,64,45
"902","PGEN_.00g313940",17,11,176,130,377,237,97,54
"903","PGEN_.00g275370",22,15,14,31,33,36,41,19
"904","PGEN_.00g345640",4,6,3,5,4,5,5,4
"905","PGEN_.00g320850",15,12,11,8,6,8,9,9
"906","PGEN_.00g254310",12,4,3,3,7,4,11,5
"907","PGEN_.00g106710",5,27,80,119,133,146,26,46
"908","PGEN_.00g326450",5,2,2,4,0,2,3,2
"909","PGEN_.00g095320",30,31,100,102,230,378,180,68
"910","PGEN_.00g032000",30,27,35,32,31,26,21,33
"911","PGEN_.00g128970",11,19,12,15,13,12,17,16
"912","PGEN_.00g138340",20,8,8,15,7,16,11,8
"913","PGEN_.00g215260",3,5,3,2,2,8,4,12
"914","PGEN_.00g235170",5,7,0,11,10,3,1,8
"915","PGEN_.00g186400",73,27,43,49,37,56,32,53
"916","PGEN_.00g224650",93,49,2,0,33,38,25,47
"917","PGEN_.00g179450",4,4,2,5,3,4,7,5
"918","PGEN_.00g251090",14,7,5,2,7,23,6,22
"919","PGEN_.00g023720",7,8,9,23,8,24,13,14
"920","PGEN_.00g210960",99,37,43,85,37,94,70,54
"921","PGEN_.00g315240",28,18,13,20,25,34,24,25
"922","PGEN_.00g009700",5,7,5,2,4,8,6,8
"923","PGEN_.00g096670",0,0,6,10,7,0,3,0
"924","PGEN_.00g003280",85,51,44,52,64,46,56,41
"925","PGEN_.00g033750",10,11,16,21,8,9,19,9
"926","PGEN_.00g137830",7,12,4,14,10,13,26,8
"927","PGEN_.00g069800",5,8,2,18,7,19,7,18
"928","PGEN_.00g185260",37,17,27,15,14,14,23,18
