"","Gene.ID","SG117","SG137","SG38","SG97","SG88","SG87","SG98","SG37"
"10825","PGEN_.00g282910",141,112,181,215,269,413,228,207
"10826","PGEN_.00g246090",105,103,59,114,81,110,84,112
"10827","PGEN_.00g118620",10,5,6,6,8,8,12,9
"10828","PGEN_.00g183180",6,4,2,3,7,0,3,5
"10829","PGEN_.00g305540",2,3,4,7,6,2,3,5
"10830","PGEN_.00g268720",41,45,50,58,38,39,52,34
"10831","PGEN_.00g254010",4,0,7,4,5,1,11,8
"10832","PGEN_.00g028400",8,4,5,0,4,5,8,7
"10833","PGEN_.00g280210",14,20,8,16,14,28,13,16
"10834","PGEN_.00g183230",24,2,6,0,0,4,0,4
"10835","PGEN_.00g192260",156,80,71,115,100,166,175,124
"10836","PGEN_.00g173560",7,14,4,10,17,11,14,13
"10837","PGEN_.00g110970",50,25,17,6,45,21,25,24
"10838","PGEN_.00g180520",7,3,3,15,5,5,6,8
"10839","PGEN_.00g204080",10,7,6,7,14,9,21,2
"10840","PGEN_.00g019320",21,28,25,8,18,15,10,22
"10841","PGEN_.00g202870",30,20,2,8,7,4,27,3
"10842","PGEN_.00g060260",2,2,3,3,4,2,2,5
"10843","PGEN_.00g013770",23,19,7,14,10,18,27,10
"10844","PGEN_.00g301640",14,4,1,4,5,5,10,0
"10845","PGEN_.00g139600",34,12,18,8,1,14,30,15
"10846","PGEN_.00g014200",0,6,5,5,3,0,0,0
"10847","PGEN_.00g306010",20,10,13,11,12,16,10,2
"10848","PGEN_.00g275800",242,204,228,239,287,380,288,249
"10849","PGEN_.00g023400",39,34,27,30,44,42,47,52
"10850","PGEN_.00g072960",31,20,13,38,23,39,31,23
"10851","PGEN_.00g067120",41,31,18,29,28,40,36,33
"10852","PGEN_.00g066290",2,0,2,2,4,2,3,8
"10853","PGEN_.00g152220",50,50,48,91,88,140,84,76
"10854","PGEN_.00g294140",19,7,13,9,7,12,18,7
"10855","PGEN_.00g181690",0,3,5,2,0,7,5,0
"10856","PGEN_.00g095390",17,12,43,76,119,105,13,24
"10857","PGEN_.00g250660",15,4,0,7,5,4,6,4
"10858","PGEN_.00g036320",39,8,7,11,18,17,21,9
"10859","PGEN_.00g214760",14,21,9,20,8,16,15,13
"10860","PGEN_.00g133720",10,0,6,7,6,11,6,5
"10861","PGEN_.00g256620",156,168,115,163,135,215,132,119
"10862","PGEN_.00g022750",104,191,130,189,157,244,175,187
"10863","PGEN_.00g089940",531,767,420,598,558,547,681,489
"10864","PGEN_.00g209100",54,19,6,12,24,40,33,25
"10865","PGEN_.00g229250",3,2,6,4,7,6,9,3
"10866","PGEN_.00g144200",2,6,10,18,6,6,4,15
"10867","PGEN_.00g038780",12,2,0,2,4,4,8,4
"10868","PGEN_.00g223310",9,14,8,7,10,17,17,12
"10869","PGEN_.00g003140",82,26,27,52,57,77,82,45
"10870","PGEN_.00g145150",13,2,12,9,40,25,4,6
"10871","PGEN_.00g071610",25,35,18,39,18,36,18,8
"10872","PGEN_.00g295230",10,2,2,4,5,4,5,2
"10873","PGEN_.00g095970",22,29,9,16,29,27,27,16
"10874","PGEN_.00g206620",30,22,17,18,13,22,29,8
"10875","PGEN_.00g148050",15,13,7,10,3,11,10,9
"10876","PGEN_.00g102480",47,69,27,38,53,58,42,66
"10877","PGEN_.00g289350",37,71,28,66,63,72,65,75
"10878","PGEN_.00g003490",42,23,7,19,22,22,35,21
"10879","PGEN_.00g008440",7,0,2,0,2,10,6,3
"10880","PGEN_.00g288400",273,495,296,644,421,590,474,623
"10881","PGEN_.00g215410",3,2,1,3,6,4,2,8
"10882","PGEN_.00g257970",64,19,18,27,22,27,33,17
"10883","PGEN_.00g172740",5,7,10,8,5,16,10,10
"10884","PGEN_.00g323920",25,18,5,8,14,20,20,9
"10885","PGEN_.00g029720",40,44,19,37,41,28,25,37
"10886","PGEN_.00g058910",15,22,17,23,28,13,29,16
"10887","PGEN_.00g128210",75,65,26,62,45,85,68,52
"10888","PGEN_.00g202010",13,4,4,6,7,12,10,3
"10889","PGEN_.00g037740",21,18,17,32,35,63,34,28
"10890","PGEN_.00g146050",40,148,91,195,129,186,205,186
"10891","PGEN_.00g310570",14,10,8,13,4,28,18,7
"10892","PGEN_.00g314890",5,0,0,3,4,2,3,3
"10893","PGEN_.00g224920",390,288,213,307,267,501,362,253
"10894","PGEN_.00g074930",22,13,9,9,19,40,42,25
"10895","PGEN_.00g095150",2,7,6,2,0,14,7,3
"10896","PGEN_.00g079540",61,13,22,10,27,51,44,19
"10897","PGEN_.00g129890",176,101,54,83,63,80,78,98
"10898","PGEN_.00g261440",15,7,13,8,7,12,15,7
"10899","PGEN_.00g108990",13,6,0,3,8,4,10,5
"10900","PGEN_.00g072570",87,41,65,85,79,69,62,74
"10901","PGEN_.00g121790",5,7,3,6,10,6,10,6
"10902","PGEN_.00g125270",20,438,24,12,542,522,468,66
"10903","PGEN_.00g331150",10,9,5,7,9,12,6,11
"10904","PGEN_.00g205540",32,18,16,21,18,39,53,30
"10905","PGEN_.00g267840",17,6,2,2,7,4,3,2
"10906","PGEN_.00g284230",6,6,3,6,0,1,5,5
"10907","PGEN_.00g038770",3,21,14,19,14,20,8,14
"10908","PGEN_.00g240250",52,47,38,51,80,84,59,80
"10909","PGEN_.00g175020",4,0,2,3,1,2,5,0
"10910","PGEN_.00g199430",8,9,7,14,3,24,7,23
"10911","PGEN_.00g226430",4,0,0,5,4,7,1,0
"10912","PGEN_.00g261110",83,56,44,85,84,102,120,77
"10913","PGEN_.00g332570",52,38,48,53,71,72,69,47
"10914","PGEN_.00g028100",381,291,208,392,330,305,472,364
"10915","PGEN_.00g000320",55,20,28,36,87,48,95,91
"10916","PGEN_.00g236540",18,8,6,11,16,30,8,12
"10917","PGEN_.00g218790",7,1,3,3,0,3,3,2
"10918","PGEN_.00g336410",13,12,8,11,5,13,18,11
"10919","PGEN_.00g116020",436,45,0,0,0,45,0,95
"10920","PGEN_.00g220770",2,4,2,0,0,0,6,4
"10921","PGEN_.00g004000",0,4,4,6,7,3,8,2
"10922","PGEN_.00g210090",32,16,13,26,17,42,35,17
"10923","PGEN_.00g060100",30,11,17,19,13,26,21,28
"10924","PGEN_.00g303070",29,19,20,18,13,28,13,20
"10925","PGEN_.00g242420",36,25,20,37,28,44,35,31
"10926","PGEN_.00g262520",0,3,4,6,9,9,6,5
"10927","PGEN_.00g000580",208,178,42,67,120,25,44,90
"10928","PGEN_.00g319560",13,13,17,5,8,27,31,14
"10929","PGEN_.00g316790",8,1,4,0,0,12,5,1
"10930","PGEN_.00g007670",5,2,2,0,3,2,3,2
"10931","PGEN_.00g315440",9,4,2,6,5,11,5,8
"10932","PGEN_.00g043710",47,25,33,66,54,101,68,48
"10933","PGEN_.00g179460",21,11,13,11,22,21,25,5
"10934","PGEN_.00g042030",2,14,8,20,9,42,31,33
"10935","PGEN_.00g032180",4,0,0,4,3,6,12,5
"10936","PGEN_.00g093020",9,2,6,4,6,4,6,5
"10937","PGEN_.00g117860",72,79,60,92,82,126,56,119
"10938","PGEN_.00g123190",671,524,765,865,602,447,129,587
"10939","PGEN_.00g234530",28,21,17,29,21,53,27,35
"10940","PGEN_.00g346150",128,81,78,70,84,109,128,107
"10941","PGEN_.00g122880",8922,8238,5637,6951,6064,5519,6839,6797
"10942","PGEN_.00g177050",22,15,11,22,22,10,30,18
"10943","PGEN_.00g221160",8,0,4,0,2,2,4,10
"10944","PGEN_.00g334470",55,54,39,44,40,36,86,28
"10945","PGEN_.00g056410",35,6,12,14,21,22,19,6
"10946","PGEN_.00g172260",0,5,2,0,4,4,0,2
"10947","PGEN_.00g017090",59,39,33,42,48,67,58,51
"10948","PGEN_.00g309280",9,0,2,2,2,2,4,5
"10949","PGEN_.00g223450",36,30,12,17,21,21,12,25
"10950","PGEN_.00g231330",33,9,10,16,7,13,7,24
"10951","PGEN_.00g239100",16,5,6,18,14,13,19,30
"10952","PGEN_.00g147130",13,24,14,20,26,15,34,19
"10953","PGEN_.00g145030",26,8,8,8,16,16,29,9
"10954","PGEN_.00g048990",38,24,24,32,29,38,39,26
"10955","PGEN_.00g264600",12,2,9,4,3,3,13,4
"10956","PGEN_.00g094080",0,2,5,3,10,16,0,6
"10957","PGEN_.00g261120",8,3,4,9,3,7,7,3
"10958","PGEN_.00g085300",17,4,2,5,5,15,19,3
"10959","PGEN_.00g048660",7,22,12,20,16,21,32,26
"10960","PGEN_.00g114070",18,2,3,4,8,11,0,0
"10961","PGEN_.00g260830",16,6,3,5,5,4,6,2
"10962","PGEN_.00g342350",6,11,15,14,20,12,12,14
"10963","PGEN_.00g050810",2,0,10,3,11,14,2,2
"10964","PGEN_.00g297760",7,11,7,10,8,5,6,6
"10965","PGEN_.00g013570",15,3,5,8,10,7,12,8
"10966","PGEN_.00g197530",32,12,9,28,24,32,22,19
"10967","PGEN_.00g334400",151,82,64,67,47,88,65,65
"10968","PGEN_.00g340260",42,2,2,5,11,6,2,5
"10969","PGEN_.00g038030",103,160,90,158,130,201,122,194
"10970","PGEN_.00g195210",145,45,19,56,54,18,60,42
"10971","PGEN_.00g077710",5,4,2,5,6,11,7,4
"10972","PGEN_.00g046670",37,17,17,42,24,33,41,34
"10973","PGEN_.00g153370",2,4,1,0,8,3,6,4
"10974","PGEN_.00g041020",91,64,52,98,68,98,73,49
"10975","PGEN_.00g098330",10,5,10,2,12,21,16,4
"10976","PGEN_.00g093040",27,6,4,16,12,8,6,8
"10977","PGEN_.00g024340",19,10,12,13,18,15,25,15
"10978","PGEN_.00g144370",44,13,18,16,29,51,56,17
"10979","PGEN_.00g169370",22,27,17,13,24,43,17,12
"10980","PGEN_.00g161140",44,45,34,51,39,72,48,30
"10981","PGEN_.00g119340",33,31,10,4,11,0,4,13
"10982","PGEN_.00g162490",2,7,2,4,0,5,4,2
"10983","PGEN_.00g091070",43,37,12,52,25,37,32,31
"10984","PGEN_.00g113930",2,4,2,3,2,2,5,2
"10985","PGEN_.00g200270",4,2,1,1,4,0,4,9
"10986","PGEN_.00g050100",2,3,4,2,4,7,4,4
"10987","PGEN_.00g209740",2,2,3,4,3,4,1,2
"10988","PGEN_.00g049210",2,4,3,2,8,9,2,9
"10989","PGEN_.00g291350",0,4,3,8,4,5,7,3
"10990","PGEN_.00g249650",159,64,60,59,97,42,116,108
"10991","PGEN_.00g258390",8,28,9,58,5,50,7,56
"10992","PGEN_.00g054480",36,22,25,32,16,33,38,38
"10993","PGEN_.00g188500",24,11,17,26,24,20,18,14
"10994","PGEN_.00g234940",4,4,2,6,0,5,5,0
"10995","PGEN_.00g071450",6,6,10,8,7,8,13,6
"10996","PGEN_.00g059220",7,4,10,13,35,20,5,5
"10997","PGEN_.00g051050",2,4,2,0,0,4,7,4
"10998","PGEN_.00g148210",2,2,2,3,12,4,7,0
"10999","PGEN_.00g144770",17,18,30,24,37,10,3,14
"11000","PGEN_.00g289110",9,0,11,6,15,5,0,9
"11001","PGEN_.00g197100",91,74,63,79,110,66,60,50
"11002","PGEN_.00g198330",0,6,3,4,4,4,7,2
"11003","PGEN_.00g288640",4,5,2,0,0,3,4,3
"11004","PGEN_.00g069050",75,74,80,136,164,240,129,137
"11005","PGEN_.00g280430",59,25,14,38,29,39,40,38
"11006","PGEN_.00g155000",46,32,25,48,39,31,32,41
"11007","PGEN_.00g055680",100,52,28,50,54,48,67,54
"11008","PGEN_.00g192880",187,58,98,120,133,201,165,109
"11009","PGEN_.00g212520",77,85,57,93,94,123,94,94
"11010","PGEN_.00g288390",68,49,45,60,68,89,76,61
"11011","PGEN_.00g273260",5,0,8,22,25,43,12,12
"11012","PGEN_.00g118120",61,28,20,36,23,55,50,36
"11013","PGEN_.00g134530",30,23,16,29,42,54,39,26
"11014","PGEN_.00g183880",7,5,9,8,4,12,3,5
"11015","PGEN_.00g202650",14,26,23,30,21,23,63,18
"11016","PGEN_.00g189670",7,5,2,6,8,4,6,6
"11017","PGEN_.00g158180",8,4,3,2,2,3,7,6
"11018","PGEN_.00g276960",71,21,28,32,27,49,45,26
"11019","PGEN_.00g337460",34,40,35,36,50,42,37,28
"11020","PGEN_.00g336730",33,10,16,27,16,17,43,20
"11021","PGEN_.00g269980",7,12,3,12,11,7,17,7
"11022","PGEN_.00g026250",1,1,5,4,3,4,6,6
"11023","PGEN_.00g143860",4,2,2,2,4,4,8,3
"11024","PGEN_.00g119830",5,1,3,5,3,2,3,4
"11025","PGEN_.00g075600",3,4,0,4,2,2,8,0
"11026","PGEN_.00g072370",23,5,9,5,7,8,10,3
"11027","PGEN_.00g146300",338,108,60,104,77,103,221,125
"11028","PGEN_.00g196760",2,3,2,5,3,6,1,6
"11029","PGEN_.00g323100",15,6,4,14,22,10,5,8
"11030","PGEN_.00g205380",5,6,6,3,5,10,3,2
"11031","PGEN_.00g157400",31,73,38,69,92,124,85,79
"11032","PGEN_.00g079030",2,8,5,6,3,6,6,8
"11033","PGEN_.00g104980",133,55,55,8,5,23,68,29
"11034","PGEN_.00g058660",7,4,3,4,4,4,6,4
"11035","PGEN_.00g174170",75,46,23,25,24,27,33,30
"11036","PGEN_.00g185810",8,6,7,13,9,7,14,6
"11037","PGEN_.00g086510",118,58,78,86,89,90,86,82
"11038","PGEN_.00g320140",24,15,11,35,38,39,30,42
"11039","PGEN_.00g175590",25,25,29,35,29,27,25,18
"11040","PGEN_.00g045240",2,0,2,0,6,4,5,2
"11041","PGEN_.00g058590",12,26,20,20,23,23,11,8
"11042","PGEN_.00g053360",13,2,4,2,0,1,7,7
"11043","PGEN_.00g063830",0,6,2,4,4,3,5,3
"11044","PGEN_.00g292920",13,20,14,30,30,35,35,31
"11045","PGEN_.00g187550",24,18,10,17,13,6,17,22
"11046","PGEN_.00g110580",6689,3694,3240,3806,3077,4565,4741,4079
"11047","PGEN_.00g156750",7,4,14,8,40,43,8,13
"11048","PGEN_.00g188280",17,12,2,6,14,15,16,5
"11049","PGEN_.00g275080",55,35,21,21,23,33,34,33
"11050","PGEN_.00g073130",0,3,16,11,8,37,1,4
"11051","PGEN_.00g254200",378,357,244,434,388,248,819,596
"11052","PGEN_.00g207850",40,37,33,28,35,50,39,44
"11053","PGEN_.00g321230",5,2,7,9,7,13,21,9
"11054","PGEN_.00g113580",199,329,180,139,168,112,144,161
"11055","PGEN_.00g064640",0,15,3,2,5,4,0,2
"11056","PGEN_.00g263130",5,4,5,9,2,10,5,2
"11057","PGEN_.00g275550",21,12,7,11,17,15,25,17
"11058","PGEN_.00g211120",5,5,1,5,4,17,3,2
"11059","PGEN_.00g250580",45,44,36,40,31,47,41,37
"11060","PGEN_.00g173330",401,436,314,332,425,488,521,410
"11061","PGEN_.00g036820",9,5,10,2,2,9,6,7
"11062","PGEN_.00g055310",63,47,33,50,67,79,57,76
"11063","PGEN_.00g128820",8,15,9,7,2,12,7,8
"11064","PGEN_.00g097870",13,13,15,22,11,38,33,21
"11065","PGEN_.00g030790",17,7,5,4,7,6,11,4
"11066","PGEN_.00g063160",8,0,7,3,2,2,5,4
"11067","PGEN_.00g229190",3073,1890,1703,1779,2177,2265,2202,1570
"11068","PGEN_.00g036790",139,50,55,87,58,152,139,98
"11069","PGEN_.00g251180",10,5,3,7,10,7,7,3
"11070","PGEN_.00g184390",20,18,5,17,21,13,8,15
"11071","PGEN_.00g224470",37,17,21,28,21,40,29,28
"11072","PGEN_.00g220360",52,22,28,29,43,32,34,26
"11073","PGEN_.00g096580",6,10,2,7,11,14,5,19
"11074","PGEN_.00g098520",7,6,3,6,8,15,11,6
"11075","PGEN_.00g326270",13,4,5,6,7,3,6,9
"11076","PGEN_.00g083820",18,4,9,16,12,9,4,8
"11077","PGEN_.00g212640",12,16,6,9,15,9,10,10
"11078","PGEN_.00g033170",2,9,8,11,0,0,9,0
"11079","PGEN_.00g104510",10,7,4,3,7,0,12,4
"11080","PGEN_.00g177520",208,69,93,81,172,121,85,103
"11081","PGEN_.00g132440",10,10,11,31,12,20,29,14
"11082","PGEN_.00g029570",151,78,78,159,145,263,210,150
"11083","PGEN_.00g005960",2,4,3,4,2,3,1,6
"11084","PGEN_.00g223120",14,21,16,25,20,21,32,22
"11085","PGEN_.00g175960",4,1,2,5,3,2,2,2
"11086","PGEN_.00g047700",948,768,543,929,856,973,757,827
"11087","PGEN_.00g295000",83,73,35,53,47,58,92,65
"11088","PGEN_.00g074210",20,18,23,17,16,20,18,21
"11089","PGEN_.00g303340",6,0,3,0,4,5,0,0
"11090","PGEN_.00g160380",10,5,2,3,6,4,6,5
"11091","PGEN_.00g032490",19,4,8,2,6,11,16,12
"11092","PGEN_.00g213190",12,15,8,10,16,13,12,12
"11093","PGEN_.00g178320",108,35,50,75,51,116,117,77
"11094","PGEN_.00g284840",77,12,2,25,9,14,21,17
"11095","PGEN_.00g006700",80,56,35,30,45,44,40,60
"11096","PGEN_.00g131130",26,10,13,10,21,6,19,9
"11097","PGEN_.00g253930",14,7,7,15,15,19,12,12
"11098","PGEN_.00g120580",18,10,14,18,25,38,17,25
"11099","PGEN_.00g308990",4,1,3,0,3,7,5,5
"11100","PGEN_.00g199190",0,5,58,43,82,92,17,11
"11101","PGEN_.00g143370",43,16,29,44,41,45,31,32
"11102","PGEN_.00g264880",4,23,9,15,14,32,32,24
"11103","PGEN_.00g001280",3,2,4,2,5,10,7,4
"11104","PGEN_.00g129750",25,23,13,31,20,40,38,16
"11105","PGEN_.00g117230",24,8,15,10,10,13,37,12
"11106","PGEN_.00g249490",5,0,6,3,0,2,8,2
"11107","PGEN_.00g127800",3,3,2,1,5,11,5,0
"11108","PGEN_.00g027380",69,26,34,72,42,90,75,60
"11109","PGEN_.00g210750",9,13,5,3,19,9,5,8
"11110","PGEN_.00g060610",7,0,2,8,16,8,7,9
"11111","PGEN_.00g347870",65,73,27,46,29,83,51,70
"11112","PGEN_.00g338430",15,3,5,17,31,24,12,2
"11113","PGEN_.00g244170",148,80,65,111,104,104,86,99
"11114","PGEN_.00g130770",22,4,4,6,7,11,17,9
"11115","PGEN_.00g181060",11,4,0,5,0,6,2,5
"11116","PGEN_.00g307980",13,28,16,19,25,27,10,30
"11117","PGEN_.00g263080",8,2,0,0,3,9,6,8
"11118","PGEN_.00g280920",13,5,40,43,45,57,54,13
"11119","PGEN_.00g304950",6,3,7,2,3,4,4,3
"11120","PGEN_.00g223950",72,27,42,55,53,62,69,40
"11121","PGEN_.00g319150",34,73,46,54,89,107,41,69
"11122","PGEN_.00g116180",13,4,2,9,9,4,6,3
"11123","PGEN_.00g162120",28,11,11,19,17,18,23,12
"11124","PGEN_.00g218160",7,1,3,4,0,3,3,2
"11125","PGEN_.00g273060",6,4,2,12,5,7,5,5
"11126","PGEN_.00g118320",6,9,12,17,7,7,13,9
"11127","PGEN_.00g225460",16,4,4,5,9,3,16,9
"11128","PGEN_.00g165840",61,76,31,80,49,101,84,103
"11129","PGEN_.00g242580",17,12,7,11,14,11,7,10
"11130","PGEN_.00g118490",31,14,10,31,10,18,24,23
"11131","PGEN_.00g092580",53,43,28,54,60,63,51,57
"11132","PGEN_.00g242120",437,179,238,272,301,355,355,280
"11133","PGEN_.00g235560",14,5,4,2,5,4,15,7
"11134","PGEN_.00g016240",8,0,4,0,8,2,3,3
"11135","PGEN_.00g308450",6,0,0,0,9,5,6,4
"11136","PGEN_.00g331620",116,110,69,132,153,124,151,118
"11137","PGEN_.00g332410",6,24,31,24,18,35,45,57
"11138","PGEN_.00g208890",9,4,3,2,2,3,6,2
"11139","PGEN_.00g198640",70,29,33,69,54,63,103,50
"11140","PGEN_.00g335010",157,155,103,168,185,287,216,275
"11141","PGEN_.00g024520",5,5,2,8,8,5,4,6
"11142","PGEN_.00g146140",39,38,38,51,57,61,56,57
"11143","PGEN_.00g196560",21,13,15,21,12,33,12,26
"11144","PGEN_.00g274590",414,857,894,646,845,1000,721,982
"11145","PGEN_.00g093380",0,8,10,11,20,29,14,21
"11146","PGEN_.00g192410",5,1,3,3,3,7,8,1
"11147","PGEN_.00g224730",55,54,37,65,36,48,94,77
"11148","PGEN_.00g343620",4,4,5,6,9,6,6,6
"11149","PGEN_.00g278810",9,7,11,7,11,8,5,4
"11150","PGEN_.00g274040",28,6,7,11,9,18,14,6
"11151","PGEN_.00g123490",7,3,2,2,0,4,7,3
"11152","PGEN_.00g017110",74,25,36,30,32,55,52,45
"11153","PGEN_.00g053160",8,4,2,5,3,9,8,3
"11154","PGEN_.00g264410",7,2,2,4,1,2,2,4
"11155","PGEN_.00g056600",81,102,81,83,100,147,138,81
"11156","PGEN_.00g110740",29,10,3,5,6,9,15,2
"11157","PGEN_.00g115510",16,26,17,21,19,41,23,12
"11158","PGEN_.00g021090",7,3,2,4,4,5,5,5
"11159","PGEN_.00g236140",7,5,3,0,0,5,0,4
"11160","PGEN_.00g012890",6,7,15,11,11,11,5,17
"11161","PGEN_.00g047060",236,96,114,117,73,119,125,139
"11162","PGEN_.00g050600",35,41,32,70,44,64,68,29
"11163","PGEN_.00g290760",12,5,7,11,6,15,15,5
"11164","PGEN_.00g237230",531,299,151,419,142,253,229,335
"11165","PGEN_.00g259990",19,63,20,46,34,53,20,37
"11166","PGEN_.00g301290",4,2,17,6,11,13,23,3
"11167","PGEN_.00g305930",16,7,7,5,3,6,4,9
"11168","PGEN_.00g298510",19,24,19,26,29,41,35,23
"11169","PGEN_.00g147360",20,8,29,36,89,47,18,20
"11170","PGEN_.00g025730",58,33,24,18,28,13,22,5
"11171","PGEN_.00g252060",8,5,2,4,0,4,6,4
"11172","PGEN_.00g094320",21,10,20,19,34,22,32,15
"11173","PGEN_.00g030010",4,7,3,11,23,21,11,22
"11174","PGEN_.00g275710",9,6,12,24,28,22,14,25
"11175","PGEN_.00g153500",4,2,5,0,2,2,12,5
"11176","PGEN_.00g301390",43,54,37,42,70,82,49,72
"11177","PGEN_.00g340540",5,11,10,11,14,10,14,11
"11178","PGEN_.00g053830",32,26,18,44,23,25,21,29
"11179","PGEN_.00g113210",68,110,90,111,91,146,146,157
"11180","PGEN_.00g141830",173,81,90,86,99,140,124,98
"11181","PGEN_.00g200590",16,12,4,5,14,10,15,9
"11182","PGEN_.00g095740",0,6,3,6,3,10,0,3
"11183","PGEN_.00g140350",7,22,7,20,2,21,7,18
"11184","PGEN_.00g232340",76,52,33,89,60,98,77,74
"11185","PGEN_.00g331280",2,3,2,5,2,2,0,5
"11186","PGEN_.00g308840",6,3,2,7,11,3,10,2
"11187","PGEN_.00g291140",6,8,3,10,6,7,2,4
"11188","PGEN_.00g088460",6,0,2,0,2,7,5,2
"11189","PGEN_.00g299390",16,10,18,10,29,40,32,8
"11190","PGEN_.00g152670",18,13,3,8,4,6,16,5
"11191","PGEN_.00g240100",9,11,7,11,37,22,17,13
"11192","PGEN_.00g294510",19,26,18,54,27,33,22,14
"11193","PGEN_.00g277710",2,2,5,9,11,21,8,4
"11194","PGEN_.00g283640",7,12,7,12,16,9,12,11
"11195","PGEN_.00g326070",90,29,40,56,49,110,101,71
"11196","PGEN_.00g272070",4,4,1,0,3,3,7,10
"11197","PGEN_.00g251960",8,0,4,0,3,4,5,0
"11198","PGEN_.00g254820",83,56,64,102,102,118,80,77
"11199","PGEN_.00g193520",2,3,7,6,0,5,8,6
"11200","PGEN_.00g215680",110,39,30,47,36,43,69,33
"11201","PGEN_.00g338370",27,17,20,27,30,49,37,23
"11202","PGEN_.00g029370",25,4,7,29,19,14,41,17
"11203","PGEN_.00g296770",0,3,4,9,7,0,0,1
"11204","PGEN_.00g062540",21,18,12,20,24,18,17,15
"11205","PGEN_.00g135050",16,12,5,0,0,4,4,11
"11206","PGEN_.00g208280",2,2,2,4,3,6,7,1
"11207","PGEN_.00g151370",27,18,24,32,45,54,49,19
"11208","PGEN_.00g054240",5,10,0,7,21,15,22,7
"11209","PGEN_.00g188710",42,44,33,33,44,44,45,45
"11210","PGEN_.00g207020",18,15,13,15,25,21,19,22
"11211","PGEN_.00g022030",0,7,2,2,9,0,4,3
"11212","PGEN_.00g027000",23,6,9,12,16,18,18,6
"11213","PGEN_.00g295640",1,3,2,2,2,4,2,5
"11214","PGEN_.00g055000",148,86,111,162,135,223,153,148
"11215","PGEN_.00g052710",81,58,84,93,74,116,94,78
"11216","PGEN_.00g197310",2626,1528,1337,1397,1630,1075,1086,1254
"11217","PGEN_.00g181830",96,81,49,67,74,73,73,58
"11218","PGEN_.00g142580",8,9,12,5,10,6,11,5
"11219","PGEN_.00g324560",131,67,133,97,101,126,137,99
"11220","PGEN_.00g065010",11,0,5,12,10,7,10,6
"11221","PGEN_.00g150420",34,39,23,35,56,48,23,37
"11222","PGEN_.00g032960",17,17,7,11,3,17,21,8
"11223","PGEN_.00g205770",64,25,33,36,25,73,57,38
"11224","PGEN_.00g026350",5,3,6,6,2,0,7,4
"11225","PGEN_.00g131380",5,19,31,32,128,129,17,12
"11226","PGEN_.00g204820",9,7,5,8,7,8,15,13
"11227","PGEN_.00g053440",175,104,112,156,116,96,138,78
"11228","PGEN_.00g287550",40,44,29,39,41,53,41,60
"11229","PGEN_.00g227710",5,0,2,0,3,4,5,4
"11230","PGEN_.00g196040",47,36,52,44,67,88,55,57
"11231","PGEN_.00g216560",11,7,5,8,12,11,7,4
"11232","PGEN_.00g206080",22,14,9,10,3,14,14,16
"11233","PGEN_.00g317250",7,0,2,8,4,2,2,4
"11234","PGEN_.00g220940",8,4,2,0,0,2,3,0
"11235","PGEN_.00g293170",6,12,7,9,10,11,5,24
"11236","PGEN_.00g246700",82,16,11,116,128,29,10,23
"11237","PGEN_.00g154940",0,2,5,2,2,6,4,4
"11238","PGEN_.00g185990",7,10,4,3,3,6,5,0
"11239","PGEN_.00g257470",53,77,62,92,101,102,107,92
"11240","PGEN_.00g213420",53,51,37,52,42,72,38,80
"11241","PGEN_.00g156540",56,43,43,62,90,95,76,74
"11242","PGEN_.00g076330",3,0,2,7,8,3,4,12
"11243","PGEN_.00g185660",4,5,4,10,5,0,0,6
"11244","PGEN_.00g226040",11,8,9,14,20,24,17,22
"11245","PGEN_.00g187290",10,8,16,21,19,10,15,16
"11246","PGEN_.00g110260",186,177,145,224,177,296,249,244
"11247","PGEN_.00g045230",3,4,0,3,3,12,0,2
"11248","PGEN_.00g087260",10,18,4,12,16,9,5,9
"11249","PGEN_.00g321000",21,10,6,9,12,14,7,12
"11250","PGEN_.00g234010",8,5,7,2,6,7,7,3
"11251","PGEN_.00g030610",5,70,30,4,35,23,72,44
"11252","PGEN_.00g044180",32,10,17,5,17,27,25,11
"11253","PGEN_.00g174450",7,6,2,4,5,3,8,5
"11254","PGEN_.00g136930",14,9,10,15,6,14,16,19
"11255","PGEN_.00g250170",3,2,3,7,8,6,5,5
"11256","PGEN_.00g133210",11,4,6,7,6,9,5,7
"11257","PGEN_.00g221710",0,2,2,0,4,2,4,5
"11258","PGEN_.00g263860",75,39,39,61,42,66,52,55
"11259","PGEN_.00g235760",38,30,37,27,19,31,23,43
"11260","PGEN_.00g095260",32,17,15,21,26,46,20,17
"11261","PGEN_.00g345270",1367,440,644,405,447,434,662,424
"11262","PGEN_.00g032100",0,6,0,4,6,7,20,3
"11263","PGEN_.00g180900",105,28,34,15,34,8,42,17
"11264","PGEN_.00g184210",5,0,4,4,0,0,7,1
"11265","PGEN_.00g238220",9,8,7,11,2,5,2,8
"11266","PGEN_.00g177480",6,6,5,8,14,9,6,6
"11267","PGEN_.00g136060",21,10,13,7,5,10,9,5
"11268","PGEN_.00g312990",8,11,15,20,29,26,23,17
"11269","PGEN_.00g176570",7,12,11,24,16,18,24,11
"11270","PGEN_.00g172050",45,39,30,39,22,63,40,43
"11271","PGEN_.00g220440",25,6,4,5,3,13,16,6
"11272","PGEN_.00g223620",4,3,4,6,1,6,3,1
"11273","PGEN_.00g228630",35,8,2,0,2,7,15,0
