"X" "SG117" "SG137" "SG38" "SG97" "SG88" "SG87" "SG98" "SG37"
"11558" "PGEN_.00g043790" 60 53 44 50 70 69 93 64
"11559" "PGEN_.00g345330" 11 24 11 14 12 27 8 5
"11560" "PGEN_.00g224180" 1318 1550 1103 1157 1247 1516 1448 1687
"11561" "PGEN_.00g009100" 13 6 4 14 5 7 11 8
"11562" "PGEN_.00g311070" 22 8 5 3 8 7 8 6
"11563" "PGEN_.00g336960" 10 14 4 5 8 11 8 7
"11564" "PGEN_.00g019350" 0 1 4 2 4 10 6 3
"11565" "PGEN_.00g262300" 5 5 6 7 2 3 11 3
"11566" "PGEN_.00g249120" 13 8 4 5 5 6 14 4
"11567" "PGEN_.00g083730" 12 9 3 7 5 0 4 3
"11568" "PGEN_.00g048910" 32 33 14 30 40 43 54 41
"11569" "PGEN_.00g220250" 8 12 8 9 5 9 7 1
"11570" "PGEN_.00g246830" 11 2 4 4 0 0 8 5
"11571" "PGEN_.00g046540" 61 29 35 37 30 54 40 32
"11572" "PGEN_.00g301000" 2 0 2 1 1 6 4 3
"11573" "PGEN_.00g273850" 14 13 7 16 13 22 18 18
"11574" "PGEN_.00g179120" 13 2 5 6 3 9 3 3
"11575" "PGEN_.00g340770" 2 3 14 29 19 57 30 17
"11576" "PGEN_.00g039290" 15 7 11 21 15 38 2 29
"11577" "PGEN_.00g081000" 28 47 26 41 39 58 37 66
"11578" "PGEN_.00g237640" 11 16 14 17 17 16 15 6
"11579" "PGEN_.00g233550" 2 4 2 5 3 10 7 4
"11580" "PGEN_.00g049740" 806 475 485 520 545 750 656 607
"11581" "PGEN_.00g334480" 126 78 85 115 73 91 238 81
"11582" "PGEN_.00g014040" 10 16 6 27 16 17 15 20
"11583" "PGEN_.00g045890" 6 3 0 7 6 11 6 4
"11584" "PGEN_.00g041530" 11 7 3 7 4 7 2 2
"11585" "PGEN_.00g195290" 20 14 13 25 15 20 17 16
"11586" "PGEN_.00g307120" 46 28 35 61 47 92 82 42
"11587" "PGEN_.00g194520" 13 9 7 7 7 25 17 16
"11588" "PGEN_.00g165790" 6 7 12 11 17 13 6 14
"11589" "PGEN_.00g049290" 75 85 74 104 71 121 90 77
"11590" "PGEN_.00g330470" 33 7 20 14 14 14 34 21
"11591" "PGEN_.00g152020" 5 6 2 2 3 7 3 2
"11592" "PGEN_.00g155550" 22 3 5 8 11 14 18 8
"11593" "PGEN_.00g159670" 8 108 34 21 30 99 33 43
"11594" "PGEN_.00g001370" 13 12 6 4 13 13 7 7
"11595" "PGEN_.00g271910" 13 51 20 5 20 24 8 42
"11596" "PGEN_.00g089340" 11 5 3 2 5 6 0 2
"11597" "PGEN_.00g195430" 33 28 33 10 20 19 33 23
"11598" "PGEN_.00g035440" 10 0 4 1 3 5 2 1
"11599" "PGEN_.00g322630" 7 7 5 2 2 3 10 1
"11600" "PGEN_.00g329620" 10 4 1 4 3 2 5 2
"11601" "PGEN_.00g117610" 38 66 19 35 31 54 67 46
"11602" "PGEN_.00g189180" 5 12 8 11 4 15 12 17
"11603" "PGEN_.00g342840" 1994 2340 1223 1759 2567 1036 1961 2264
"11604" "PGEN_.00g192800" 18 6 12 16 15 20 6 14
"11605" "PGEN_.00g240740" 136 273 157 209 127 151 164 242
"11606" "PGEN_.00g036290" 54 48 24 41 39 40 58 41
"11607" "PGEN_.00g010430" 53 21 36 33 36 37 39 23
"11608" "PGEN_.00g088830" 16 9 11 13 9 5 6 6
"11609" "PGEN_.00g085800" 44 62 126 99 291 157 40 65
"11610" "PGEN_.00g258310" 27 39 10 18 23 24 17 22
"11611" "PGEN_.00g303330" 17 10 8 16 14 20 7 9
"11612" "PGEN_.00g016550" 5 2 3 7 7 8 7 12
"11613" "PGEN_.00g319240" 85 27 13 25 25 19 17 9
"11614" "PGEN_.00g056800" 22 19 15 11 8 7 15 17
"11615" "PGEN_.00g008390" 24 17 11 15 27 26 12 18
"11616" "PGEN_.00g283960" 54 21 14 24 25 20 38 29
"11617" "PGEN_.00g272750" 58 12 15 22 12 20 25 22
"11618" "PGEN_.00g231170" 80 31 31 43 47 61 72 37
"11619" "PGEN_.00g111610" 12 11 9 13 6 10 13 9
"11620" "PGEN_.00g252010" 6 3 7 7 7 7 5 15
"11621" "PGEN_.00g259040" 12 9 5 10 27 19 21 16
"11622" "PGEN_.00g122210" 6 3 5 15 13 20 21 15
"11623" "PGEN_.00g068090" 19 12 9 20 13 20 11 18
"11624" "PGEN_.00g253760" 116 96 79 117 150 144 120 110
"11625" "PGEN_.00g205300" 43 22 26 34 39 53 45 26
"11626" "PGEN_.00g026780" 10 7 9 3 5 8 11 11
"11627" "PGEN_.00g025320" 65 45 30 59 37 57 70 55
"11628" "PGEN_.00g017600" 25 23 11 10 10 12 16 10
"11629" "PGEN_.00g309430" 3 8 4 8 8 6 8 8
"11630" "PGEN_.00g021830" 156 91 71 168 89 181 120 123
"11631" "PGEN_.00g053670" 8 4 0 4 2 3 7 4
"11632" "PGEN_.00g012070" 46 3 6 5 13 3 25 7
"11633" "PGEN_.00g027780" 13 10 3 4 11 6 4 3
"11634" "PGEN_.00g013380" 47 50 44 61 64 86 69 47
"11635" "PGEN_.00g305190" 14 1 1 5 9 7 2 3
"11636" "PGEN_.00g086590" 4 4 5 4 7 6 9 4
"11637" "PGEN_.00g149830" 9 18 8 10 10 24 11 11
"11638" "PGEN_.00g112330" 13 13 11 18 12 13 7 16
"11639" "PGEN_.00g031470" 3 3 2 4 2 4 8 3
"11640" "PGEN_.00g324130" 13 11 5 12 11 9 10 7
"11641" "PGEN_.00g021780" 107 284 142 233 207 298 203 336
"11642" "PGEN_.00g246190" 22 6 2 18 8 15 12 20
"11643" "PGEN_.00g118700" 139 175 106 207 192 250 184 201
"11644" "PGEN_.00g092610" 43 85 61 79 132 94 46 61
"11645" "PGEN_.00g012380" 9 6 0 17 6 23 3 17
"11646" "PGEN_.00g300010" 40 28 33 39 35 46 44 54
"11647" "PGEN_.00g154750" 7 18 2 14 10 10 11 11
"11648" "PGEN_.00g143250" 57 46 29 52 53 73 79 42
"11649" "PGEN_.00g102260" 63 4 21 82 49 89 56 77
"11650" "PGEN_.00g268000" 3 11 8 5 4 6 9 8
"11651" "PGEN_.00g053090" 4 4 7 2 4 2 7 4
"11652" "PGEN_.00g258880" 58 4 7 7 17 13 62 15
"11653" "PGEN_.00g270270" 6 2 8 11 15 4 7 18
"11654" "PGEN_.00g024490" 58 56 35 27 41 63 60 70
"11655" "PGEN_.00g196490" 205 39 51 47 52 19 45 107
"11656" "PGEN_.00g059930" 1 7 2 0 5 7 0 0
"11657" "PGEN_.00g036120" 21 8 11 7 7 15 16 15
"11658" "PGEN_.00g192380" 6 3 2 5 11 6 4 0
"11659" "PGEN_.00g102190" 13 1 1 5 4 1 10 5
"11660" "PGEN_.00g130450" 16 5 3 4 4 7 10 8
"11661" "PGEN_.00g228970" 16 16 11 18 18 21 23 10
"11662" "PGEN_.00g085020" 9 8 7 6 5 18 8 9
"11663" "PGEN_.00g106680" 3 13 5 0 4 9 3 5
"11664" "PGEN_.00g061240" 107 32 61 44 53 31 54 63
"11665" "PGEN_.00g024140" 3 4 6 20 9 31 10 5
"11666" "PGEN_.00g030460" 237 204 206 248 285 308 244 221
"11667" "PGEN_.00g192030" 17 12 6 5 3 7 15 11
"11668" "PGEN_.00g305220" 8 8 7 15 9 10 8 1
"11669" "PGEN_.00g311680" 5 2 1 2 11 0 18 3
"11670" "PGEN_.00g076740" 8 0 8 13 10 13 12 7
"11671" "PGEN_.00g188910" 241 685 474 1063 550 487 1244 531
"11672" "PGEN_.00g236020" 8 4 6 0 4 3 11 7
"11673" "PGEN_.00g271580" 11 13 9 13 14 19 17 18
"11674" "PGEN_.00g290000" 18 6 2 16 4 15 21 6
"11675" "PGEN_.00g101550" 7 7 4 0 4 5 8 9
"11676" "PGEN_.00g214390" 59 56 49 51 68 82 57 62
"11677" "PGEN_.00g210830" 18 4 10 2 7 10 14 8
"11678" "PGEN_.00g255150" 10 8 7 9 9 13 21 8
"11679" "PGEN_.00g200420" 134 113 98 101 115 162 161 128
"11680" "PGEN_.00g059060" 40 6 5 5 12 8 13 8
"11681" "PGEN_.00g159990" 36 16 2 20 15 11 28 18
"11682" "PGEN_.00g031730" 75 61 55 54 60 88 71 62
"11683" "PGEN_.00g119420" 339 422 347 237 381 401 448 320
"11684" "PGEN_.00g251670" 11 7 5 7 9 13 10 10
"11685" "PGEN_.00g214640" 2 4 4 9 13 6 1 4
"11686" "PGEN_.00g033460" 4 0 3 0 4 5 0 6
"11687" "PGEN_.00g290300" 21 2 9 14 7 6 14 8
"11688" "PGEN_.00g185330" 8 7 3 6 18 11 11 11
"11689" "PGEN_.00g089820" 9 22 10 19 18 18 18 12
"11690" "PGEN_.00g209020" 7 6 9 7 4 8 10 6
"11691" "PGEN_.00g228240" 105 161 92 72 75 94 95 87
"11692" "PGEN_.00g003060" 6 7 6 6 3 7 9 5
"11693" "PGEN_.00g326180" 5 0 0 4 0 4 7 1
"11694" "PGEN_.00g295370" 4 4 1 6 4 7 7 3
"11695" "PGEN_.00g282200" 19 8 14 18 19 15 12 9
"11696" "PGEN_.00g276060" 24 31 28 104 33 93 14 74
"11697" "PGEN_.00g145740" 16 8 8 8 7 11 20 16
"11698" "PGEN_.00g277330" 5 3 5 2 6 18 10 5
"11699" "PGEN_.00g211870" 6 8 6 4 8 8 0 12
"11700" "PGEN_.00g063700" 13 5 1 10 8 20 14 9
"11701" "PGEN_.00g099250" 10 7 5 6 4 8 2 4
"11702" "PGEN_.00g058810" 11 18 3 5 8 4 9 7
"11703" "PGEN_.00g062250" 14 8 4 12 8 8 15 11
"11704" "PGEN_.00g187860" 27 23 13 36 17 56 35 25
"11705" "PGEN_.00g208770" 74 44 68 106 87 103 104 60
"11706" "PGEN_.00g065700" 29 15 8 5 9 6 9 14
"11707" "PGEN_.00g202110" 0 3 5 7 4 6 6 18
"11708" "PGEN_.00g006250" 8 0 7 14 2 0 8 2
"11709" "PGEN_.00g132220" 4 6 5 8 12 25 7 7
"11710" "PGEN_.00g145710" 5 5 2 7 6 7 12 7
"11711" "PGEN_.00g047960" 18 15 18 13 13 17 14 17
"11712" "PGEN_.00g128080" 27 23 8 21 23 15 15 15
"11713" "PGEN_.00g184880" 0 7 0 0 4 8 5 0
"11714" "PGEN_.00g227220" 412 228 256 386 332 393 398 313
"11715" "PGEN_.00g006780" 6 1 2 5 3 4 3 7
"11716" "PGEN_.00g142210" 27 46 23 40 24 37 33 35
"11717" "PGEN_.00g314990" 9 5 5 6 6 7 9 4
"11718" "PGEN_.00g216090" 42 24 14 35 27 46 43 42
"11719" "PGEN_.00g074870" 41 31 40 63 56 73 54 58
"11720" "PGEN_.00g135160" 4 1 2 3 5 4 2 2
"11721" "PGEN_.00g261320" 22 25 22 36 23 33 34 26
"11722" "PGEN_.00g108890" 6 2 6 4 3 8 15 11
"11723" "PGEN_.00g072430" 0 4 5 5 6 11 7 4
"11724" "PGEN_.00g260050" 4 6 3 6 9 5 7 11
"11725" "PGEN_.00g125330" 23 46 7 8 43 108 84 11
"11726" "PGEN_.00g154250" 25 9 7 4 13 17 19 5
"11727" "PGEN_.00g205460" 24 10 34 22 19 34 18 22
"11728" "PGEN_.00g005780" 2 6 2 5 3 2 1 3
"11729" "PGEN_.00g213110" 6 2 3 5 6 2 5 1
"11730" "PGEN_.00g228930" 15 39 29 26 13 27 13 17
"11731" "PGEN_.00g339230" 8 6 4 2 1 57 1 4
"11732" "PGEN_.00g120670" 11 10 3 10 11 20 6 13
"11733" "PGEN_.00g030980" 47 20 18 13 17 25 41 25
"11734" "PGEN_.00g150770" 6 6 1 2 10 2 2 6
"11735" "PGEN_.00g121100" 8 3 0 6 10 10 8 6
"11736" "PGEN_.00g125480" 41 11 17 37 30 18 17 28
"11737" "PGEN_.00g226570" 43 18 30 31 17 33 42 36
"11738" "PGEN_.00g136460" 3 4 2 1 2 8 4 2
"11739" "PGEN_.00g317360" 4 42 15 26 30 36 12 16
"11740" "PGEN_.00g130260" 61 65 52 58 82 95 92 63
"11741" "PGEN_.00g004780" 19 2 3 0 4 1 8 6
"11742" "PGEN_.00g019530" 24 13 10 12 17 18 32 14
"11743" "PGEN_.00g267580" 13 5 5 1 4 7 5 10
"11744" "PGEN_.00g126680" 17 25 12 14 19 24 20 24
"11745" "PGEN_.00g080190" 27 17 9 10 14 15 36 19
"11746" "PGEN_.00g287640" 7 10 4 2 3 5 7 5
"11747" "PGEN_.00g213800" 23 8 4 6 10 17 8 8
"11748" "PGEN_.00g312460" 14 7 26 34 36 53 22 21
"11749" "PGEN_.00g130480" 14 18 10 19 25 17 25 14
"11750" "PGEN_.00g116100" 2 6 4 9 3 7 6 4
"11751" "PGEN_.00g004120" 21 47 58 64 54 62 51 53
"11752" "PGEN_.00g011720" 14 13 7 18 15 14 14 17
"11753" "PGEN_.00g060660" 30 23 22 16 19 13 10 15
"11754" "PGEN_.00g242500" 0 41 68 77 58 0 0 0
"11755" "PGEN_.00g028340" 33 20 10 20 29 19 20 22
"11756" "PGEN_.00g128500" 6 0 4 2 7 0 1 5
"11757" "PGEN_.00g238930" 13 14 10 10 12 9 17 14
"11758" "PGEN_.00g303680" 27 16 13 38 14 36 0 8
"11759" "PGEN_.00g043610" 8 2 4 0 2 4 6 0
"11760" "PGEN_.00g224220" 8 6 2 3 5 7 11 7
"11761" "PGEN_.00g069130" 9 28 7 11 17 20 18 12
"11762" "PGEN_.00g312280" 3 6 2 3 7 5 3 2
"11763" "PGEN_.00g316900" 11 25 7 8 9 15 27 10
"11764" "PGEN_.00g018720" 6 3 1 3 7 5 3 9
"11765" "PGEN_.00g263770" 120 31 55 21 66 9 60 27
"11766" "PGEN_.00g219250" 82 41 23 54 38 51 42 38
"11767" "PGEN_.00g269510" 516 240 156 155 173 131 148 116
"11768" "PGEN_.00g100460" 19 10 8 16 22 26 20 11
"11769" "PGEN_.00g166530" 32 17 15 22 19 23 42 23
"11770" "PGEN_.00g122460" 64 17 21 23 17 31 37 22
"11771" "PGEN_.00g215350" 44 5 5 54 24 5 46 3
"11772" "PGEN_.00g341250" 0 3 3 4 6 7 4 6
"11773" "PGEN_.00g242030" 5 6 2 5 4 0 3 2
"11774" "PGEN_.00g225790" 4 6 4 6 2 4 7 3
"11775" "PGEN_.00g177390" 4 4 4 8 10 13 5 16
"11776" "PGEN_.00g062300" 26 17 18 16 13 47 23 21
"11777" "PGEN_.00g056350" 2 5 4 2 4 5 3 2
"11778" "PGEN_.00g172340" 30 4 10 5 11 10 11 6
"11779" "PGEN_.00g017190" 516 508 303 550 486 332 358 370
"11780" "PGEN_.00g274510" 69 163 128 187 182 161 170 207
"11781" "PGEN_.00g314500" 8 11 12 15 21 36 17 16
"11782" "PGEN_.00g279140" 53 23 17 19 20 15 32 24
"11783" "PGEN_.00g094450" 13 75 6 26 31 15 29 44
"11784" "PGEN_.00g002940" 31 18 17 24 19 29 22 26
"11785" "PGEN_.00g331000" 6 7 1 5 3 3 4 10
"11786" "PGEN_.00g201170" 5 21 3 31 15 15 8 30
"11787" "PGEN_.00g116240" 49 34 25 59 44 60 74 54
"11788" "PGEN_.00g085220" 4 9 14 8 16 2 3 2
"11789" "PGEN_.00g246970" 42 44 26 37 45 45 40 31
"11790" "PGEN_.00g048700" 42 74 44 32 62 35 50 36
"11791" "PGEN_.00g062810" 9 19 10 37 18 24 6 20
"11792" "PGEN_.00g125810" 37 22 19 35 21 44 38 51
"11793" "PGEN_.00g190130" 0 1 4 5 8 1 0 8
"11794" "PGEN_.00g305420" 69 109 45 120 77 116 111 100
"11795" "PGEN_.00g293380" 10 4 4 14 2 6 6 21
"11796" "PGEN_.00g056680" 19 6 9 35 38 17 45 41
"11797" "PGEN_.00g176110" 18 1 6 4 6 10 14 7
"11798" "PGEN_.00g014360" 12 5 8 7 12 10 23 9
"11799" "PGEN_.00g306190" 25 65 75 251 198 325 111 84
"11800" "PGEN_.00g120330" 44 18 41 41 45 50 49 41
"11801" "PGEN_.00g057550" 7 7 7 24 36 57 13 7
"11802" "PGEN_.00g140020" 154 81 117 226 175 201 203 175
"11803" "PGEN_.00g236720" 11 19 15 47 0 16 19 13
"11804" "PGEN_.00g239910" 15 46 10 4 21 24 7 25
"11805" "PGEN_.00g114240" 110 14 41 27 38 8 18 29
"11806" "PGEN_.00g050680" 7 10 3 9 8 13 7 12
"11807" "PGEN_.00g297150" 52 36 13 37 19 38 51 64
"11808" "PGEN_.00g164130" 13 1 4 3 5 2 9 3
"11809" "PGEN_.00g070600" 14 4 2 10 7 6 9 3
"11810" "PGEN_.00g041700" 17 20 17 27 22 31 18 25
"11811" "PGEN_.00g199700" 16 12 15 13 7 8 20 23
"11812" "PGEN_.00g152180" 14 10 4 7 9 8 11 8
"11813" "PGEN_.00g196820" 423 198 671 363 479 688 364 727
"11814" "PGEN_.00g122370" 88 126 95 85 111 118 111 87
"11815" "PGEN_.00g271030" 12 3 2 0 0 0 5 0
"11816" "PGEN_.00g331910" 29 7 12 9 12 17 18 24
"11817" "PGEN_.00g343120" 5 4 1 4 6 4 9 6
"11818" "PGEN_.00g281220" 26 3 7 0 3 2 10 4
"11819" "PGEN_.00g114860" 12 4 4 6 13 7 7 7
"11820" "PGEN_.00g325480" 158 59 31 21 26 22 54 20
"11821" "PGEN_.00g050020" 12 2 10 6 17 7 7 5
"11822" "PGEN_.00g169520" 9 18 2 2 0 3 7 2
"11823" "PGEN_.00g112160" 6 5 3 2 3 9 6 6
"11824" "PGEN_.00g126890" 7 4 1 2 3 3 4 1
"11825" "PGEN_.00g046020" 19 19 53 15 65 36 10 16
"11826" "PGEN_.00g015100" 6 4 2 3 4 3 12 3
"11827" "PGEN_.00g059300" 87 69 57 78 68 85 79 75
"11828" "PGEN_.00g141080" 36 34 40 49 40 47 37 42
"11829" "PGEN_.00g148150" 8 2 4 0 6 0 3 2
"11830" "PGEN_.00g282040" 77 80 18 47 92 147 63 24
"11831" "PGEN_.00g319340" 0 5 6 2 3 4 4 2
"11832" "PGEN_.00g288760" 11 5 5 8 6 7 3 0
"11833" "PGEN_.00g280570" 28 4 6 10 15 17 25 20
"11834" "PGEN_.00g298270" 3 4 3 0 2 3 5 4
"11835" "PGEN_.00g191880" 0 3 2 4 5 2 2 2
"11836" "PGEN_.00g161950" 88 131 106 62 107 190 96 137
"11837" "PGEN_.00g102830" 31 54 24 33 25 12 21 35
"11838" "PGEN_.00g240460" 4 4 7 2 3 5 6 8
"11839" "PGEN_.00g091240" 6 3 6 3 6 2 3 0
"11840" "PGEN_.00g258290" 6 2 0 4 1 2 8 4
"11841" "PGEN_.00g273300" 20 31 14 35 28 45 35 27
"11842" "PGEN_.00g168720" 12 5 8 0 12 11 0 0
"11843" "PGEN_.00g069640" 12 4 10 6 5 6 9 4
"11844" "PGEN_.00g322460" 0 6 4 1 5 10 4 7
"11845" "PGEN_.00g146880" 11 17 2 7 7 9 4 7
"11846" "PGEN_.00g112830" 57 45 30 51 83 84 72 60
"11847" "PGEN_.00g296400" 6 2 5 5 4 10 6 6
"11848" "PGEN_.00g276880" 8 5 5 5 6 6 5 9
"11849" "PGEN_.00g190280" 6 6 4 8 5 13 3 8
"11850" "PGEN_.00g054310" 46 24 21 19 25 39 48 24
"11851" "PGEN_.00g202460" 10 0 4 2 3 2 2 5
"11852" "PGEN_.00g027620" 29 31 36 63 65 152 64 55
"11853" "PGEN_.00g206370" 90 37 32 41 50 65 65 64
"11854" "PGEN_.00g158370" 15 6 2 6 8 10 9 1
"11855" "PGEN_.00g143900" 40 21 10 18 10 13 8 17
"11856" "PGEN_.00g091860" 2 3 2 6 2 5 5 2
"11857" "PGEN_.00g227790" 14 6 6 7 5 9 9 7
"11858" "PGEN_.00g146260" 54 38 32 31 48 59 26 38
"11859" "PGEN_.00g109920" 4 3 3 0 4 2 2 4
"11860" "PGEN_.00g248800" 49 97 70 81 55 86 80 129
"11861" "PGEN_.00g169890" 10 1 0 4 5 7 8 2
"11862" "PGEN_.00g068110" 156 285 217 169 213 194 183 183
"11863" "PGEN_.00g269250" 15 12 17 10 8 8 12 12
"11864" "PGEN_.00g323330" 11 5 10 23 8 12 7 11
"11865" "PGEN_.00g281760" 7 3 5 0 3 1 5 10
"11866" "PGEN_.00g182740" 116 114 98 158 186 131 89 151
"11867" "PGEN_.00g079170" 503 1704 877 957 714 757 973 855
"11868" "PGEN_.00g104860" 35 42 31 59 50 62 52 46
"11869" "PGEN_.00g151510" 7 11 7 12 10 7 7 7
"11870" "PGEN_.00g100520" 5 6 8 4 8 12 3 8
"11871" "PGEN_.00g325650" 13 4 8 6 12 5 6 13
"11872" "PGEN_.00g185910" 38 0 2 16 22 22 0 0
"11873" "PGEN_.00g205110" 38 33 24 35 38 58 74 38
"11874" "PGEN_.00g226770" 2 3 2 4 1 3 6 3
"11875" "PGEN_.00g247780" 23 15 7 13 11 24 23 23
"11876" "PGEN_.00g025170" 59 105 61 108 76 128 82 128
"11877" "PGEN_.00g061730" 30 42 21 30 16 31 41 31
"11878" "PGEN_.00g197930" 0 6 10 9 49 34 3 10
"11879" "PGEN_.00g021660" 17 36 18 35 23 49 37 28
"11880" "PGEN_.00g013170" 3 5 0 11 3 18 11 8
"11881" "PGEN_.00g292800" 98 89 53 64 64 70 79 56
"11882" "PGEN_.00g282860" 17 5 2 8 9 4 5 3
"11883" "PGEN_.00g324300" 25 18 8 8 5 5 18 9
"11884" "PGEN_.00g290400" 26 4 7 6 4 9 11 7
"11885" "PGEN_.00g139190" 8 4 5 9 6 10 4 8
"11886" "PGEN_.00g088150" 2 0 0 4 2 8 9 7
"11887" "PGEN_.00g270020" 119 73 78 91 81 140 90 80
"11888" "PGEN_.00g321370" 21 13 15 17 17 22 18 16
"11889" "PGEN_.00g174720" 29 26 18 31 20 29 24 35
"11890" "PGEN_.00g326680" 142 96 76 120 111 159 141 75
"11891" "PGEN_.00g211240" 10 3 0 1 0 3 6 7
"11892" "PGEN_.00g180630" 29 5 20 18 34 28 22 19
"11893" "PGEN_.00g113710" 59 43 44 45 69 47 33 43
"11894" "PGEN_.00g188890" 2 0 2 4 0 2 8 17
"11895" "PGEN_.00g031560" 8 2 0 3 6 8 8 2
"11896" "PGEN_.00g186670" 5 5 5 2 2 3 5 4
"11897" "PGEN_.00g250710" 8 1 4 1 14 22 5 6
"11898" "PGEN_.00g291750" 52 17 37 32 26 66 49 20
"11899" "PGEN_.00g180980" 2 10 0 0 8 4 18 5
"11900" "PGEN_.00g036690" 2 6 1 4 21 17 13 2
"11901" "PGEN_.00g184290" 11 7 8 25 13 8 10 8
"11902" "PGEN_.00g133290" 9 7 2 5 7 4 9 3
"11903" "PGEN_.00g138240" 31 24 27 38 19 34 28 25
"11904" "PGEN_.00g092190" 12 12 14 8 9 18 7 9
"11905" "PGEN_.00g159810" 6 12 3 6 19 5 15 6
"11906" "PGEN_.00g229320" 60 8 2 11 8 7 32 9
"11907" "PGEN_.00g009550" 44 45 27 32 36 42 53 48
"11908" "PGEN_.00g312910" 15 21 16 13 29 13 15 19
"11909" "PGEN_.00g066180" 6 3 3 7 6 6 6 5
"11910" "PGEN_.00g033580" 2 5 2 2 0 4 4 3
"11911" "PGEN_.00g181580" 14 6 0 8 6 16 8 14
"11912" "PGEN_.00g098400" 21 6 7 11 9 10 18 16
"11913" "PGEN_.00g326530" 14 12 5 17 6 16 8 16
"11914" "PGEN_.00g089780" 24 16 14 16 21 15 15 23
"11915" "PGEN_.00g096710" 0 0 7 3 8 12 0 1
"11916" "PGEN_.00g033630" 10 4 2 0 0 2 11 0
"11917" "PGEN_.00g104410" 0 6 9 58 0 64 20 71
"11918" "PGEN_.00g133430" 8 1 26 26 16 60 23 15
"11919" "PGEN_.00g129920" 14 7 7 14 10 19 18 21
"11920" "PGEN_.00g205940" 31 12 8 11 13 4 13 16
"11921" "PGEN_.00g186580" 2 3 2 3 3 0 3 2
"11922" "PGEN_.00g029430" 13 67 46 82 59 157 31 17
"11923" "PGEN_.00g135550" 17 4 1 4 2 3 6 3
"11924" "PGEN_.00g203470" 46 35 19 23 28 27 40 39
"11925" "PGEN_.00g175800" 80 18 23 34 25 23 52 25
"11926" "PGEN_.00g295120" 15 7 13 14 10 9 3 13
"11927" "PGEN_.00g049920" 16 23 19 45 44 46 39 52
"11928" "PGEN_.00g261280" 13 12 6 16 6 7 15 4
"11929" "PGEN_.00g311750" 2 1 5 8 4 0 4 4
"11930" "PGEN_.00g109260" 17 16 6 2 32 17 33 4
"11931" "PGEN_.00g160260" 256 252 165 288 296 289 239 293
"11932" "PGEN_.00g074480" 10 4 2 2 4 4 8 7
"11933" "PGEN_.00g262880" 11 11 6 17 10 27 11 5
"11934" "PGEN_.00g103350" 7 10 7 9 4 1 7 5
"11935" "PGEN_.00g038570" 795 907 786 1310 1356 1721 928 1349
"11936" "PGEN_.00g082920" 33 37 28 38 42 38 63 32
"11937" "PGEN_.00g134600" 12 12 6 15 17 18 20 25
"11938" "PGEN_.00g202700" 17 15 9 23 21 11 18 8
"11939" "PGEN_.00g006420" 37 25 12 22 16 29 32 23
"11940" "PGEN_.00g121800" 3 6 2 3 2 9 8 5
"11941" "PGEN_.00g170670" 11 15 13 14 8 21 17 11
"11942" "PGEN_.00g131070" 23 5 4 4 6 10 10 8
"11943" "PGEN_.00g348700" 24 22 12 20 34 28 26 18
"11944" "PGEN_.00g339060" 15 56 47 91 33 124 108 125
"11945" "PGEN_.00g175110" 393 214 258 355 487 747 462 217
"11946" "PGEN_.00g195640" 6 4 5 1 9 9 0 4
"11947" "PGEN_.00g002210" 22 19 14 39 54 31 47 29
"11948" "PGEN_.00g131380" 5 18 31 32 128 129 17 12
"11949" "PGEN_.00g226980" 35 4 6 5 5 6 40 6
"11950" "PGEN_.00g122340" 112 67 62 119 72 143 122 90
"11951" "PGEN_.00g199090" 14 4 5 0 4 4 7 2
"11952" "PGEN_.00g260620" 35 25 12 20 23 31 45 15
"11953" "PGEN_.00g284520" 29 32 34 45 70 74 48 54
"11954" "PGEN_.00g213300" 9 4 7 4 0 6 6 9
"11955" "PGEN_.00g127920" 15 5 19 15 17 45 32 21
"11956" "PGEN_.00g087830" 7 3 3 2 6 4 7 8
"11957" "PGEN_.00g015340" 7 3 5 11 5 14 23 12
"11958" "PGEN_.00g081780" 9 7 6 10 7 6 8 8
"11959" "PGEN_.00g143100" 5 7 9 11 4 6 5 5
"11960" "PGEN_.00g117460" 30 15 13 33 35 35 32 23
"11961" "PGEN_.00g187300" 581 564 607 791 776 846 1823 635
"11962" "PGEN_.00g244630" 82 47 54 85 55 126 121 80
"11963" "PGEN_.00g217150" 8 4 6 5 6 3 9 4
"11964" "PGEN_.00g010640" 13 9 0 0 5 0 6 0
"11965" "PGEN_.00g130030" 10 11 4 10 8 8 13 10
"11966" "PGEN_.00g302450" 36 76 61 65 74 114 108 129
"11967" "PGEN_.00g011110" 17 9 4 6 12 17 5 9
"11968" "PGEN_.00g304850" 22 8 5 16 3 14 8 4
"11969" "PGEN_.00g139690" 82 45 44 61 72 73 89 84
"11970" "PGEN_.00g000210" 63 19 36 31 46 31 53 56
"11971" "PGEN_.00g316000" 23 5 11 11 4 16 7 10
"11972" "PGEN_.00g080430" 151 46 47 40 21 28 48 35
"11973" "PGEN_.00g116730" 203 160 128 221 69 260 256 198
"11974" "PGEN_.00g162370" 10 4 1 4 3 3 12 1
"11975" "PGEN_.00g218330" 8 4 19 9 17 27 12 5
"11976" "PGEN_.00g163020" 8 6 7 12 13 11 9 3
"11977" "PGEN_.00g092460" 36 10 21 18 20 13 12 21
"11978" "PGEN_.00g017870" 7 4 12 2 10 12 8 7
"11979" "PGEN_.00g198760" 12 34 22 40 42 35 44 52
