"X" "SG117" "SG137" "SG38" "SG97" "SG88" "SG87" "SG98" "SG37"
"11136" "PGEN_.00g250580" 49 46 36 43 33 49 44 39
"11137" "PGEN_.00g173330" 412 451 322 366 440 519 559 437
"11138" "PGEN_.00g036820" 10 5 10 2 3 9 6 8
"11139" "PGEN_.00g055310" 66 49 38 60 70 84 65 85
"11140" "PGEN_.00g128820" 8 15 11 9 4 14 7 8
"11141" "PGEN_.00g097870" 14 15 17 26 12 41 37 23
"11142" "PGEN_.00g030790" 15 8 5 4 8 7 9 3
"11143" "PGEN_.00g063160" 8 0 7 3 2 2 5 4
"11144" "PGEN_.00g229190" 3084 1893 1711 1787 2189 2276 2208 1576
"11145" "PGEN_.00g036790" 145 50 56 95 60 154 143 103
"11146" "PGEN_.00g251180" 10 5 3 7 11 7 7 3
"11147" "PGEN_.00g184390" 21 18 5 20 21 13 10 16
"11148" "PGEN_.00g224470" 37 17 23 28 22 44 30 29
"11149" "PGEN_.00g220360" 52 22 28 29 44 32 34 26
"11150" "PGEN_.00g096580" 6 10 2 8 11 14 5 21
"11151" "PGEN_.00g098520" 7 6 4 6 8 15 11 6
"11152" "PGEN_.00g326270" 14 4 5 6 7 3 7 9
"11153" "PGEN_.00g083820" 18 4 10 16 12 9 4 8
"11154" "PGEN_.00g212640" 12 16 6 11 15 9 10 11
"11155" "PGEN_.00g033170" 2 9 9 11 0 0 9 0
"11156" "PGEN_.00g104510" 11 7 4 4 7 0 14 4
"11157" "PGEN_.00g177520" 215 69 95 85 181 129 89 109
"11158" "PGEN_.00g132440" 10 10 11 31 12 21 29 16
"11159" "PGEN_.00g029570" 155 79 79 165 147 274 216 159
"11160" "PGEN_.00g005960" 2 4 3 4 2 3 1 7
"11161" "PGEN_.00g223120" 16 23 16 28 24 23 36 22
"11162" "PGEN_.00g175960" 4 1 2 5 3 2 2 2
"11163" "PGEN_.00g047700" 963 776 543 946 863 987 759 836
"11164" "PGEN_.00g295000" 85 75 35 53 47 58 92 66
"11165" "PGEN_.00g074210" 21 19 23 17 16 21 18 24
"11166" "PGEN_.00g303340" 6 0 3 1 4 5 0 0
"11167" "PGEN_.00g160380" 10 5 2 4 6 5 6 5
"11168" "PGEN_.00g032490" 19 4 9 3 6 11 17 12
"11169" "PGEN_.00g213190" 12 15 8 10 16 13 12 12
"11170" "PGEN_.00g340060" 8 5 6 11 3 8 4 11
"11171" "PGEN_.00g178320" 114 35 50 75 55 119 122 79
"11172" "PGEN_.00g284840" 77 12 2 25 9 14 21 17
"11173" "PGEN_.00g006700" 82 56 35 31 44 44 40 61
"11174" "PGEN_.00g131130" 25 10 13 10 21 6 20 10
"11175" "PGEN_.00g253930" 15 7 7 18 15 21 12 12
"11176" "PGEN_.00g120580" 18 10 14 21 25 39 17 25
"11177" "PGEN_.00g308990" 6 1 4 0 3 7 5 5
"11178" "PGEN_.00g199190" 0 5 57 43 85 92 17 11
"11179" "PGEN_.00g143370" 45 17 29 46 43 44 32 32
"11180" "PGEN_.00g264880" 4 23 10 15 14 32 33 24
"11181" "PGEN_.00g001280" 4 2 5 2 5 11 7 4
"11182" "PGEN_.00g129750" 25 23 13 31 22 42 41 17
"11183" "PGEN_.00g117230" 24 9 15 12 12 17 37 12
"11184" "PGEN_.00g249490" 5 0 6 3 0 2 8 2
"11185" "PGEN_.00g127800" 5 3 2 1 5 11 7 0
"11186" "PGEN_.00g027380" 75 28 36 77 45 95 77 62
"11187" "PGEN_.00g210750" 9 13 6 5 21 12 5 8
"11188" "PGEN_.00g060610" 8 1 2 8 16 8 7 9
"11189" "PGEN_.00g347870" 66 76 28 46 32 86 53 73
"11190" "PGEN_.00g338430" 18 6 5 19 36 28 13 5
"11191" "PGEN_.00g244170" 150 82 67 118 106 105 86 105
"11192" "PGEN_.00g130770" 24 4 5 7 7 11 19 10
"11193" "PGEN_.00g181060" 11 4 0 5 0 7 2 5
"11194" "PGEN_.00g307980" 13 30 16 21 25 28 11 31
"11195" "PGEN_.00g263080" 9 2 0 2 3 9 6 8
"11196" "PGEN_.00g280920" 13 6 41 44 45 57 55 13
"11197" "PGEN_.00g304950" 6 3 7 2 3 4 4 3
"11198" "PGEN_.00g080660" 4 0 2 2 4 2 9 2
"11199" "PGEN_.00g223950" 76 27 43 59 54 66 71 43
"11200" "PGEN_.00g319150" 34 73 46 54 89 107 41 69
"11201" "PGEN_.00g116180" 15 4 2 10 9 4 6 4
"11202" "PGEN_.00g162120" 31 12 11 20 18 18 25 14
"11203" "PGEN_.00g218160" 7 1 3 4 0 3 3 2
"11204" "PGEN_.00g273060" 6 4 2 12 5 8 5 5
"11205" "PGEN_.00g118320" 6 9 12 17 7 7 13 10
"11206" "PGEN_.00g225460" 17 4 6 7 11 3 17 11
"11207" "PGEN_.00g165840" 66 82 33 86 52 103 89 105
"11208" "PGEN_.00g242580" 18 14 8 15 15 14 11 13
"11209" "PGEN_.00g312170" 5 3 1 6 1 2 5 3
"11210" "PGEN_.00g309850" 4 3 2 3 1 3 4 2
"11211" "PGEN_.00g118490" 30 14 12 31 10 18 26 23
"11212" "PGEN_.00g242120" 447 193 242 278 306 363 364 289
"11213" "PGEN_.00g235560" 14 7 4 2 7 4 17 7
"11214" "PGEN_.00g016240" 8 0 4 0 8 2 4 3
"11215" "PGEN_.00g308450" 6 0 0 0 9 5 6 4
"11216" "PGEN_.00g331620" 116 111 69 134 153 124 152 119
"11217" "PGEN_.00g332410" 6 28 32 27 19 36 45 59
"11218" "PGEN_.00g208890" 8 4 3 2 2 3 8 2
"11219" "PGEN_.00g198640" 74 31 33 74 56 65 99 55
"11220" "PGEN_.00g335010" 164 160 105 176 188 295 223 283
"11221" "PGEN_.00g024520" 5 5 3 8 8 5 4 6
"11222" "PGEN_.00g146140" 45 42 38 54 59 65 57 62
"11223" "PGEN_.00g196560" 21 13 15 21 12 34 11 26
"11224" "PGEN_.00g274590" 414 855 892 644 843 998 719 982
"11225" "PGEN_.00g093380" 1 8 10 11 21 30 14 20
"11226" "PGEN_.00g192410" 6 1 3 3 3 7 8 2
"11227" "PGEN_.00g224730" 64 62 44 78 43 69 101 82
"11228" "PGEN_.00g343620" 4 4 5 6 10 6 6 6
"11229" "PGEN_.00g278810" 9 7 11 7 12 8 5 5
"11230" "PGEN_.00g274040" 28 6 7 11 9 18 15 6
"11231" "PGEN_.00g123490" 8 3 2 2 0 4 8 3
"11232" "PGEN_.00g017110" 74 25 36 35 33 57 52 47
"11233" "PGEN_.00g053160" 8 4 2 5 3 9 8 3
"11234" "PGEN_.00g264410" 7 4 2 5 2 3 3 5
"11235" "PGEN_.00g056600" 84 106 81 87 104 153 136 84
"11236" "PGEN_.00g110740" 29 10 4 5 6 9 16 3
"11237" "PGEN_.00g115510" 16 27 17 24 20 42 24 14
"11238" "PGEN_.00g021090" 8 3 2 4 4 5 5 5
"11239" "PGEN_.00g236140" 7 5 3 0 0 5 0 4
"11240" "PGEN_.00g012890" 6 7 15 11 11 11 13 18
"11241" "PGEN_.00g047060" 243 98 115 118 74 123 129 141
"11242" "PGEN_.00g050600" 37 41 32 79 48 64 68 30
"11243" "PGEN_.00g290760" 16 7 7 16 7 18 19 7
"11244" "PGEN_.00g237230" 559 311 168 448 163 271 237 375
"11245" "PGEN_.00g259990" 21 63 22 52 36 59 22 40
"11246" "PGEN_.00g301290" 5 3 17 8 11 14 23 4
"11247" "PGEN_.00g305930" 16 7 7 6 4 6 4 9
"11248" "PGEN_.00g298510" 20 25 19 27 32 45 37 27
"11249" "PGEN_.00g147360" 20 9 31 38 90 48 18 21
"11250" "PGEN_.00g025730" 59 35 24 21 32 13 22 5
"11251" "PGEN_.00g252060" 9 5 2 4 2 6 7 4
"11252" "PGEN_.00g094320" 27 10 21 22 35 24 32 16
"11253" "PGEN_.00g030010" 5 7 3 12 23 25 11 22
"11254" "PGEN_.00g275710" 11 6 13 24 27 22 15 28
"11255" "PGEN_.00g153500" 4 2 5 0 2 2 12 5
"11256" "PGEN_.00g301390" 43 60 42 49 75 86 52 80
"11257" "PGEN_.00g340540" 6 12 10 13 14 12 14 11
"11258" "PGEN_.00g053830" 37 28 19 48 24 28 23 29
"11259" "PGEN_.00g113210" 77 121 95 124 100 154 155 166
"11260" "PGEN_.00g141830" 182 82 91 91 104 149 128 100
"11261" "PGEN_.00g200590" 16 12 4 5 14 10 15 11
"11262" "PGEN_.00g095740" 3 6 3 6 4 11 0 3
"11263" "PGEN_.00g140350" 8 23 7 22 2 21 8 18
"11264" "PGEN_.00g232340" 79 57 33 94 63 102 80 76
"11265" "PGEN_.00g331280" 2 3 2 5 2 2 0 5
"11266" "PGEN_.00g308840" 6 4 4 10 11 4 10 2
"11267" "PGEN_.00g291140" 6 8 3 12 6 10 2 5
"11268" "PGEN_.00g088460" 6 0 2 0 2 7 5 2
"11269" "PGEN_.00g299390" 20 10 18 11 31 41 33 9
"11270" "PGEN_.00g152670" 18 14 3 8 4 7 16 5
"11271" "PGEN_.00g240100" 10 11 7 13 37 23 19 13
"11272" "PGEN_.00g294510" 20 26 16 56 30 35 22 15
"11273" "PGEN_.00g277710" 2 2 5 10 12 22 8 4
"11274" "PGEN_.00g283640" 7 12 7 12 16 9 11 11
"11275" "PGEN_.00g326070" 93 32 40 60 50 112 103 74
"11276" "PGEN_.00g272070" 4 5 1 0 3 3 7 10
"11277" "PGEN_.00g251960" 8 0 4 1 3 4 6 1
"11278" "PGEN_.00g254820" 88 57 68 108 104 119 80 82
"11279" "PGEN_.00g193520" 2 3 11 7 0 5 10 7
"11280" "PGEN_.00g215680" 108 36 19 39 31 35 69 23
"11281" "PGEN_.00g338370" 31 18 25 32 34 55 47 27
"11282" "PGEN_.00g029370" 30 4 7 29 19 14 42 17
"11283" "PGEN_.00g296770" 0 3 4 9 7 0 0 1
"11284" "PGEN_.00g062540" 22 18 12 21 24 19 17 15
"11285" "PGEN_.00g135050" 15 12 5 1 1 4 4 11
"11286" "PGEN_.00g208280" 2 2 2 4 3 6 7 1
"11287" "PGEN_.00g151370" 27 20 26 35 48 53 50 20
"11288" "PGEN_.00g054240" 5 10 2 8 21 15 23 8
"11289" "PGEN_.00g188710" 48 51 34 34 46 50 52 48
"11290" "PGEN_.00g207020" 19 16 13 17 25 22 23 23
"11291" "PGEN_.00g027540" 6 8 2 5 8 14 2 9
"11292" "PGEN_.00g027000" 24 6 9 12 18 19 19 6
"11293" "PGEN_.00g295640" 1 3 2 2 2 4 2 5
"11294" "PGEN_.00g055000" 155 86 116 173 143 224 157 153
"11295" "PGEN_.00g052710" 83 60 85 96 75 117 98 78
"11296" "PGEN_.00g197310" 2662 1548 1349 1444 1646 1090 1101 1276
"11297" "PGEN_.00g181830" 100 83 51 72 77 75 78 58
"11298" "PGEN_.00g142580" 8 9 12 5 10 6 11 5
"11299" "PGEN_.00g324560" 135 69 133 100 100 127 141 102
"11300" "PGEN_.00g065010" 10 1 5 12 10 8 10 7
"11301" "PGEN_.00g150420" 36 41 25 40 58 51 25 37
"11302" "PGEN_.00g032960" 14 17 10 11 4 16 22 8
"11303" "PGEN_.00g205770" 71 24 33 44 26 76 61 41
"11304" "PGEN_.00g026350" 5 3 6 6 2 0 7 4
"11305" "PGEN_.00g204820" 9 8 5 8 7 8 16 14
"11306" "PGEN_.00g053440" 183 106 116 159 121 96 144 78
"11307" "PGEN_.00g287550" 40 45 30 41 42 57 44 62
"11308" "PGEN_.00g227710" 6 0 2 0 3 4 5 4
"11309" "PGEN_.00g196040" 48 37 52 44 68 88 55 57
"11310" "PGEN_.00g216560" 11 8 5 8 12 11 8 5
"11311" "PGEN_.00g206080" 22 14 9 11 3 14 14 19
"11312" "PGEN_.00g317250" 9 0 4 9 4 3 4 5
"11313" "PGEN_.00g220940" 8 4 2 0 0 2 3 0
"11314" "PGEN_.00g293170" 5 13 8 9 10 11 9 25
"11315" "PGEN_.00g246700" 84 16 11 124 135 30 10 23
"11316" "PGEN_.00g154940" 1 2 5 2 2 6 4 4
"11317" "PGEN_.00g185990" 7 10 4 3 5 9 5 1
"11318" "PGEN_.00g257470" 55 82 63 105 108 109 108 96
"11319" "PGEN_.00g213420" 50 51 35 52 43 74 38 81
"11320" "PGEN_.00g156540" 60 43 46 64 91 99 80 79
"11321" "PGEN_.00g076330" 3 0 3 7 8 3 4 11
"11322" "PGEN_.00g185660" 4 4 4 10 6 0 1 6
"11323" "PGEN_.00g226040" 12 9 10 15 22 25 17 22
"11324" "PGEN_.00g187290" 18 13 17 25 22 12 18 20
"11325" "PGEN_.00g110260" 194 180 147 237 181 303 257 250
"11326" "PGEN_.00g045230" 3 5 0 3 4 12 1 2
"11327" "PGEN_.00g087260" 10 18 5 12 16 9 5 9
"11328" "PGEN_.00g321000" 21 10 6 10 13 14 7 12
"11329" "PGEN_.00g234010" 8 5 7 2 7 7 7 4
"11330" "PGEN_.00g030610" 5 71 31 4 36 25 73 44
"11331" "PGEN_.00g044180" 33 12 17 5 17 28 26 12
"11332" "PGEN_.00g174450" 7 6 2 5 5 3 8 5
"11333" "PGEN_.00g136930" 14 9 11 16 7 14 17 24
"11334" "PGEN_.00g250170" 4 2 3 7 8 6 5 5
"11335" "PGEN_.00g133210" 13 4 6 7 6 11 5 7
"11336" "PGEN_.00g221710" 0 2 2 1 4 2 4 5
"11337" "PGEN_.00g263860" 75 38 39 62 42 66 54 55
"11338" "PGEN_.00g235760" 42 30 38 30 19 32 24 42
"11339" "PGEN_.00g095260" 33 18 15 24 26 47 20 17
"11340" "PGEN_.00g345270" 1376 442 651 409 449 438 664 424
"11341" "PGEN_.00g058020" 15 20 18 16 6 27 11 18
"11342" "PGEN_.00g032100" 0 6 0 4 6 7 20 5
"11343" "PGEN_.00g180900" 107 28 34 16 34 8 43 17
"11344" "PGEN_.00g184210" 5 0 4 4 1 0 7 1
"11345" "PGEN_.00g238220" 9 8 8 11 2 5 3 9
"11346" "PGEN_.00g177480" 8 7 5 12 14 9 9 7
"11347" "PGEN_.00g136060" 21 9 13 7 5 10 9 7
"11348" "PGEN_.00g312990" 8 15 15 21 29 26 25 19
"11349" "PGEN_.00g176570" 7 14 14 24 16 19 24 12
"11350" "PGEN_.00g172050" 52 42 31 42 25 67 43 47
"11351" "PGEN_.00g220440" 27 8 4 5 3 13 16 6
"11352" "PGEN_.00g223620" 4 3 5 6 1 6 3 1
"11353" "PGEN_.00g228630" 37 8 2 0 3 6 16 0
"11354" "PGEN_.00g315340" 13 5 6 13 19 15 14 8
"11355" "PGEN_.00g256240" 6 0 5 5 4 9 6 2
"11356" "PGEN_.00g037050" 37 13 23 27 44 57 31 21
"11357" "PGEN_.00g096330" 14 6 12 7 18 16 16 13
"11358" "PGEN_.00g220190" 43 18 19 22 18 43 25 23
"11359" "PGEN_.00g003380" 83 61 63 75 62 74 76 65
"11360" "PGEN_.00g104490" 6 4 2 0 4 0 0 0
"11361" "PGEN_.00g108130" 42 10 3 4 21 27 33 12
"11362" "PGEN_.00g167750" 98 49 63 86 85 129 95 96
"11363" "PGEN_.00g002470" 6 6 4 2 4 4 8 6
"11364" "PGEN_.00g347650" 6 5 0 1 2 5 5 2
"11365" "PGEN_.00g179750" 22 7 10 17 12 14 14 23
"11366" "PGEN_.00g223080" 85 72 77 140 105 126 108 126
"11367" "PGEN_.00g207650" 37 20 13 65 16 70 26 26
"11368" "PGEN_.00g034500" 21 7 8 7 0 4 11 5
"11369" "PGEN_.00g120280" 46 32 32 30 31 25 34 27
"11370" "PGEN_.00g049060" 35 7 8 9 27 30 43 12
"11371" "PGEN_.00g249860" 10 23 20 38 34 25 11 14
"11372" "PGEN_.00g261570" 6 2 12 5 3 9 14 9
"11373" "PGEN_.00g050440" 25 14 10 10 23 15 18 12
"11374" "PGEN_.00g089570" 16 10 16 7 4 8 32 5
"11375" "PGEN_.00g328320" 5 5 0 7 3 4 10 9
"11376" "PGEN_.00g178150" 7 6 4 7 4 10 6 5
"11377" "PGEN_.00g174860" 0 0 6 3 4 2 9 0
"11378" "PGEN_.00g170360" 75 38 41 27 43 39 41 36
"11379" "PGEN_.00g245100" 108 91 122 135 95 163 150 132
"11380" "PGEN_.00g216600" 2 2 8 4 4 9 2 4
"11381" "PGEN_.00g230070" 63 31 28 43 51 53 47 41
"11382" "PGEN_.00g249280" 5 0 3 0 3 2 0 3
"11383" "PGEN_.00g017020" 53 20 14 16 15 9 33 17
"11384" "PGEN_.00g166830" 36 12 12 21 26 26 24 9
"11385" "PGEN_.00g195570" 3 2 2 5 4 6 2 2
"11386" "PGEN_.00g018010" 12 16 9 25 19 22 14 20
"11387" "PGEN_.00g035360" 21 6 0 4 10 13 17 12
"11388" "PGEN_.00g264920" 13 6 12 8 5 5 2 3
"11389" "PGEN_.00g000290" 6 0 0 2 2 5 6 6
"11390" "PGEN_.00g319050" 5 0 6 7 3 3 1 2
"11391" "PGEN_.00g316080" 25 14 21 20 27 39 31 13
"11392" "PGEN_.00g302760" 4 9 13 6 7 15 10 7
"11393" "PGEN_.00g341160" 13 7 11 5 4 9 11 12
"11394" "PGEN_.00g271890" 23 5 7 9 12 10 4 13
"11395" "PGEN_.00g329050" 140 184 150 131 160 416 242 340
"11396" "PGEN_.00g161640" 16 21 21 17 27 29 27 14
"11397" "PGEN_.00g316550" 2 17 8 11 7 10 15 12
"11398" "PGEN_.00g091950" 18 21 23 19 25 25 19 26
"11399" "PGEN_.00g087700" 12 10 2 3 4 11 6 4
"11400" "PGEN_.00g011190" 11 8 3 2 2 2 5 1
"11401" "PGEN_.00g015430" 2 1 8 4 6 10 3 9
"11402" "PGEN_.00g021770" 16 64 38 48 60 54 60 86
"11403" "PGEN_.00g111820" 3 3 0 6 2 8 6 4
"11404" "PGEN_.00g019760" 43 23 100 23 63 74 41 75
"11405" "PGEN_.00g027240" 14 12 10 17 17 17 18 10
"11406" "PGEN_.00g083280" 4 6 5 10 13 16 6 5
"11407" "PGEN_.00g116440" 11 29 10 30 15 8 31 31
"11408" "PGEN_.00g182670" 8 4 1 5 1 3 3 2
"11409" "PGEN_.00g145870" 44 43 26 44 35 57 28 45
"11410" "PGEN_.00g193640" 42 54 55 42 50 73 64 48
"11411" "PGEN_.00g225340" 5 3 2 2 2 3 2 10
"11412" "PGEN_.00g336180" 4 1 0 6 0 5 1 4
"11413" "PGEN_.00g055250" 11 7 6 17 9 5 14 11
"11414" "PGEN_.00g273630" 7 4 11 14 17 28 6 5
"11415" "PGEN_.00g324760" 22 23 15 44 10 29 11 17
"11416" "PGEN_.00g021970" 16 7 5 10 2 0 19 7
"11417" "PGEN_.00g300260" 406 448 268 347 454 359 253 386
"11418" "PGEN_.00g026190" 338 219 398 412 609 994 532 331
"11419" "PGEN_.00g094820" 5 1 2 5 5 2 11 4
"11420" "PGEN_.00g282990" 49 25 153 170 354 300 126 90
"11421" "PGEN_.00g265640" 25 18 16 9 20 27 9 18
"11422" "PGEN_.00g028330" 30 77 47 80 70 71 63 105
"11423" "PGEN_.00g092790" 122 270 210 241 254 213 251 271
"11424" "PGEN_.00g346240" 7 6 4 11 10 6 1 3
"11425" "PGEN_.00g147420" 11 2 3 8 4 3 12 1
"11426" "PGEN_.00g242040" 14 23 5 17 25 4 11 14
"11427" "PGEN_.00g083130" 7 2 3 2 7 15 7 3
"11428" "PGEN_.00g247670" 8 0 6 0 3 2 9 0
"11429" "PGEN_.00g009300" 20 16 13 16 13 13 18 19
"11430" "PGEN_.00g293370" 6 2 4 3 3 4 5 4
"11431" "PGEN_.00g082660" 43 23 34 81 45 62 50 41
"11432" "PGEN_.00g258960" 27 12 15 19 11 17 17 29
"11433" "PGEN_.00g146750" 6 10 2 5 1 5 2 4
"11434" "PGEN_.00g274360" 37 79 27 33 65 86 78 35
"11435" "PGEN_.00g325490" 28 44 26 42 53 41 36 60
"11436" "PGEN_.00g297870" 16 15 19 23 16 13 22 25
"11437" "PGEN_.00g305010" 17 21 13 15 16 19 8 23
"11438" "PGEN_.00g281870" 56 63 51 58 81 88 77 74
"11439" "PGEN_.00g279590" 73 124 536 665 907 1222 324 212
"11440" "PGEN_.00g318860" 31 10 15 8 6 14 20 23
"11441" "PGEN_.00g077800" 10 2 3 9 10 3 17 6
"11442" "PGEN_.00g061820" 2 9 20 11 26 22 10 6
"11443" "PGEN_.00g115490" 133 45 70 85 49 125 149 96
"11444" "PGEN_.00g094790" 42 19 14 15 18 17 8 16
"11445" "PGEN_.00g280830" 23 12 11 11 7 11 18 16
"11446" "PGEN_.00g321640" 19 13 12 16 22 24 24 13
"11447" "PGEN_.00g255320" 4 2 2 2 0 6 8 8
"11448" "PGEN_.00g090230" 3 5 4 9 16 8 5 9
"11449" "PGEN_.00g143700" 3 6 1 4 6 6 2 2
"11450" "PGEN_.00g240940" 76 81 130 203 375 307 133 101
"11451" "PGEN_.00g047310" 9 26 12 15 12 17 10 20
"11452" "PGEN_.00g334930" 5 5 3 3 1 4 1 4
"11453" "PGEN_.00g181610" 86 46 39 65 57 83 69 84
"11454" "PGEN_.00g138080" 8 2 3 7 3 7 5 5
"11455" "PGEN_.00g015880" 454 404 302 466 470 494 422 408
"11456" "PGEN_.00g290130" 97 49 49 79 75 78 75 45
"11457" "PGEN_.00g237000" 3 3 7 5 17 23 8 8
"11458" "PGEN_.00g089670" 22 6 4 5 3 7 10 3
"11459" "PGEN_.00g157920" 3 2 2 3 2 4 3 2
"11460" "PGEN_.00g025500" 15 11 5 10 15 21 16 9
"11461" "PGEN_.00g291840" 1 5 3 3 1 6 5 5
"11462" "PGEN_.00g010900" 5 1 6 2 7 7 6 10
"11463" "PGEN_.00g154890" 17 19 16 15 10 26 22 32
"11464" "PGEN_.00g306090" 4 3 2 3 4 0 2 0
"11465" "PGEN_.00g071920" 5 2 2 5 5 0 0 1
"11466" "PGEN_.00g271280" 12 6 1 11 2 6 3 6
"11467" "PGEN_.00g095460" 5 6 5 0 12 11 4 9
"11468" "PGEN_.00g090490" 21 16 187 19 18 19 325 29
"11469" "PGEN_.00g009460" 4 8 5 1 3 6 4 1
"11470" "PGEN_.00g036450" 12 2 4 9 2 10 5 5
"11471" "PGEN_.00g091540" 61 22 19 19 11 27 56 18
"11472" "PGEN_.00g328040" 19 3 12 5 7 2 4 3
"11473" "PGEN_.00g092890" 19 3 12 18 14 14 28 18
"11474" "PGEN_.00g155710" 62 27 42 84 64 74 74 41
"11475" "PGEN_.00g063530" 5 7 4 7 8 4 0 3
"11476" "PGEN_.00g119580" 4 5 4 13 20 12 3 6
"11477" "PGEN_.00g208580" 117 32 60 73 49 98 98 81
"11478" "PGEN_.00g023220" 0 5 3 1 4 3 5 0
"11479" "PGEN_.00g056240" 23 5 5 11 5 7 21 13
"11480" "PGEN_.00g054390" 20 35 25 37 31 55 44 40
"11481" "PGEN_.00g215490" 8 3 10 16 15 13 17 9
"11482" "PGEN_.00g189340" 206 107 87 93 121 126 72 87
"11483" "PGEN_.00g204390" 10 0 3 9 7 10 2 8
"11484" "PGEN_.00g229830" 30 19 12 20 14 43 26 19
"11485" "PGEN_.00g334040" 9 18 2 8 0 0 8 4
"11486" "PGEN_.00g240920" 59 2 5 0 6 4 6 23
"11487" "PGEN_.00g289680" 6 7 3 2 2 7 6 6
"11488" "PGEN_.00g204780" 2 0 0 5 2 7 3 5
"11489" "PGEN_.00g182990" 30 24 18 14 16 24 16 24
"11490" "PGEN_.00g281050" 8 18 20 29 18 60 59 25
"11491" "PGEN_.00g008730" 16 3 4 4 0 3 14 0
"11492" "PGEN_.00g277500" 25 15 14 20 24 32 38 20
"11493" "PGEN_.00g066060" 12 2 3 3 4 3 4 4
"11494" "PGEN_.00g310060" 16 13 23 28 10 29 7 4
"11495" "PGEN_.00g278850" 7 4 14 26 44 20 22 2
"11496" "PGEN_.00g062660" 16 21 15 8 0 10 9 5
"11497" "PGEN_.00g066960" 206 73 60 70 55 49 58 60
"11498" "PGEN_.00g075330" 6 4 2 6 5 0 3 2
"11499" "PGEN_.00g149360" 78 64 49 50 79 85 50 63
"11500" "PGEN_.00g167440" 16 15 7 18 17 6 22 11
"11501" "PGEN_.00g256000" 2956 1220 619 1060 1004 602 850 1089
"11502" "PGEN_.00g098800" 1 0 3 6 4 22 4 4
"11503" "PGEN_.00g212140" 2 2 2 2 4 3 4 3
"11504" "PGEN_.00g164400" 162 86 92 85 73 107 146 92
"11505" "PGEN_.00g135240" 7 6 5 4 3 11 3 5
"11506" "PGEN_.00g203940" 68 67 70 107 83 103 82 100
"11507" "PGEN_.00g030430" 106 118 80 118 104 113 127 101
"11508" "PGEN_.00g207250" 3 3 2 3 2 3 5 5
"11509" "PGEN_.00g059640" 104 71 44 71 77 99 112 82
"11510" "PGEN_.00g131540" 14 14 17 15 15 15 10 9
"11511" "PGEN_.00g253560" 39 61 65 85 67 130 90 101
"11512" "PGEN_.00g292180" 17 16 11 22 18 22 23 14
"11513" "PGEN_.00g317590" 4 0 2 5 9 3 5 1
"11514" "PGEN_.00g265700" 2 4 1 1 4 4 7 0
"11515" "PGEN_.00g245170" 52 47 29 96 81 97 76 45
"11516" "PGEN_.00g073990" 188 88 83 113 151 148 140 130
"11517" "PGEN_.00g317040" 2 1 4 5 4 4 8 6
"11518" "PGEN_.00g287450" 6 6 3 2 2 0 5 4
"11519" "PGEN_.00g134110" 315 124 159 251 202 291 294 237
"11520" "PGEN_.00g256910" 45 7 9 10 8 12 25 7
"11521" "PGEN_.00g227690" 18 12 12 16 14 30 22 15
"11522" "PGEN_.00g100110" 81 57 60 81 64 100 91 81
"11523" "PGEN_.00g154590" 50 36 2 16 5 2 35 19
"11524" "PGEN_.00g176880" 2 3 5 1 1 6 7 5
"11525" "PGEN_.00g126720" 2 3 3 9 11 28 9 3
"11526" "PGEN_.00g080010" 4 7 4 3 7 4 0 8
"11527" "PGEN_.00g217390" 12 2 0 4 1 4 8 1
"11528" "PGEN_.00g175600" 65 30 38 47 47 60 66 47
"11529" "PGEN_.00g214840" 23 21 6 14 10 22 37 12
"11530" "PGEN_.00g210540" 7 6 0 3 4 0 2 4
"11531" "PGEN_.00g035160" 28 21 15 22 21 35 28 32
"11532" "PGEN_.00g227520" 125 106 90 182 163 207 163 178
"11533" "PGEN_.00g348940" 13 5 4 3 9 5 11 7
"11534" "PGEN_.00g212680" 29 14 12 12 12 17 18 17
"11535" "PGEN_.00g173600" 15 2 0 5 0 2 3 4
"11536" "PGEN_.00g264970" 0 5 2 4 21 16 5 5
"11537" "PGEN_.00g128730" 9 0 3 5 1 5 10 5
"11538" "PGEN_.00g222340" 7 2 2 6 2 7 11 0
"11539" "PGEN_.00g060180" 300 202 90 214 156 159 236 176
"11540" "PGEN_.00g313740" 15 8 4 9 8 12 5 6
"11541" "PGEN_.00g058530" 9 12 13 9 38 19 13 4
"11542" "PGEN_.00g045790" 8 16 10 16 16 17 43 22
"11543" "PGEN_.00g219440" 41 24 20 24 11 26 23 23
"11544" "PGEN_.00g273140" 8 0 0 0 5 2 6 4
"11545" "PGEN_.00g187460" 21 14 10 9 12 11 14 7
"11546" "PGEN_.00g162860" 53 27 25 33 20 48 46 25
"11547" "PGEN_.00g003880" 6 3 3 0 2 6 2 2
"11548" "PGEN_.00g238580" 25 5 4 24 15 16 19 6
"11549" "PGEN_.00g035830" 4 4 2 2 0 2 3 4
"11550" "PGEN_.00g181150" 7 0 2 0 3 2 2 4
"11551" "PGEN_.00g219190" 24 4 5 6 12 20 20 12
"11552" "PGEN_.00g129060" 2 3 5 3 4 5 3 2
"11553" "PGEN_.00g221690" 4 4 0 3 9 11 13 8
"11554" "PGEN_.00g043820" 39 29 20 40 47 67 48 50
"11555" "PGEN_.00g251070" 12 7 10 27 15 27 18 12
"11556" "PGEN_.00g238050" 2 2 31 25 44 47 21 13
"11557" "PGEN_.00g006900" 12 13 3 3 11 6 10 8
