"","SG117","SG137","SG38","SG97","SG88","SG87","SG98","SG37"
"PGEN_.00g008130",308,248,262,350,302,434,351,355
"PGEN_.00g188180",19,5,2,10,8,11,20,10
"PGEN_.00g277740",17,13,4,9,6,3,33,14
"PGEN_.00g071850",7,21,14,23,16,9,11,28
"PGEN_.00g169590",20,15,11,13,15,14,28,12
"PGEN_.00g273910",28,12,15,18,8,19,26,17
"PGEN_.00g092920",4,10,12,9,11,11,13,16
"PGEN_.00g329220",18,14,9,18,18,20,10,16
"PGEN_.00g323540",96,42,28,40,47,71,61,60
"PGEN_.00g256170",26,42,18,33,8,57,25,37
"PGEN_.00g055750",44,85,38,84,54,73,70,90
"PGEN_.00g205700",14,8,16,10,19,13,13,8
"PGEN_.00g097190",22,49,33,2,61,78,55,68
"PGEN_.00g025680",166,186,118,197,159,169,195,194
"PGEN_.00g110040",0,160,116,2,122,8,11,11
"PGEN_.00g317200",5,15,9,48,19,30,11,24
"PGEN_.00g108780",66,134,96,170,123,194,98,154
"PGEN_.00g068490",14,8,5,5,10,7,10,5
"PGEN_.00g287560",49,28,40,33,25,48,34,47
"PGEN_.00g134060",16,9,12,9,15,14,17,12
"PGEN_.00g130520",7,8,14,17,11,28,21,11
"PGEN_.00g220970",29,15,13,14,17,14,20,15
"PGEN_.00g072190",41,41,35,41,27,41,28,38
"PGEN_.00g073820",15,8,13,10,7,24,26,10
"PGEN_.00g181070",13,7,15,26,14,10,12,6
"PGEN_.00g150060",211,137,147,173,123,243,218,136
"PGEN_.00g039840",15,9,12,20,15,12,5,10
"PGEN_.00g174790",6,32,18,53,37,39,140,42
"PGEN_.00g066790",87,39,48,53,37,73,63,60
"PGEN_.00g234040",14,6,5,4,10,15,11,12
"PGEN_.00g181390",39,14,12,26,45,16,30,19
"PGEN_.00g136960",27,9,7,12,15,31,32,16
"PGEN_.00g020090",11,7,11,17,18,20,14,22
"PGEN_.00g133240",17,10,15,19,23,19,10,26
"PGEN_.00g044600",48,22,26,36,35,42,54,42
"PGEN_.00g318540",18,13,9,14,13,23,17,7
"PGEN_.00g235790",137,99,86,102,87,120,114,118
"PGEN_.00g032150",72,63,52,44,79,101,95,76
"PGEN_.00g273200",148,135,95,140,119,205,193,141
"PGEN_.00g167700",55,29,19,53,36,60,42,38
"PGEN_.00g346530",45,14,33,41,90,64,29,73
"PGEN_.00g069950",22,0,14,19,9,26,11,11
"PGEN_.00g129990",143,187,102,200,141,228,186,193
"PGEN_.00g043370",31,38,13,17,27,32,28,22
"PGEN_.00g262270",60,50,12,42,38,11,44,30
"PGEN_.00g019270",12,10,23,8,7,6,14,15
"PGEN_.00g220490",207,202,93,97,118,90,136,121
"PGEN_.00g018860",47,47,24,33,38,58,47,29
"PGEN_.00g251760",74,78,70,87,107,126,93,89
"PGEN_.00g223610",7,9,7,15,16,17,7,14
"PGEN_.00g220140",39,14,26,21,22,28,20,21
"PGEN_.00g326100",15,25,18,26,11,28,17,21
"PGEN_.00g002400",39,33,28,28,26,47,30,31
"PGEN_.00g136340",133,73,34,38,65,15,27,62
"PGEN_.00g262850",23,10,13,15,29,41,50,23
"PGEN_.00g108490",17,8,4,6,8,21,8,10
"PGEN_.00g057120",5,5,29,41,50,90,11,18
"PGEN_.00g200700",10,9,8,6,20,14,16,15
"PGEN_.00g050470",15,18,8,13,6,20,24,16
"PGEN_.00g084230",14,3,7,13,13,13,18,5
"PGEN_.00g331890",38,33,36,41,48,52,34,37
"PGEN_.00g339630",14,9,5,10,11,11,10,9
"PGEN_.00g019800",87,61,75,74,70,109,108,77
"PGEN_.00g170350",581,200,305,449,432,515,432,507
"PGEN_.00g131350",41,33,16,45,40,54,50,31
"PGEN_.00g038830",31,10,4,7,17,20,6,12
"PGEN_.00g233420",22,31,26,41,39,43,41,48
"PGEN_.00g057150",124,53,152,156,397,299,146,114
"PGEN_.00g038850",24,16,13,27,26,51,23,19
"PGEN_.00g330760",13,8,4,10,2,18,16,1
"PGEN_.00g328370",16,2,13,2,7,12,11,2
"PGEN_.00g164420",6,11,29,19,26,41,11,14
"PGEN_.00g178100",66,68,25,45,49,36,48,52
"PGEN_.00g332720",11,12,19,7,13,8,7,6
"PGEN_.00g183530",22,18,19,11,27,28,12,17
"PGEN_.00g302480",17,18,20,32,28,36,23,26
"PGEN_.00g306900",25,6,6,8,6,16,12,12
"PGEN_.00g166860",67,106,65,77,51,57,51,60
"PGEN_.00g035350",28,47,16,46,43,48,24,32
"PGEN_.00g307050",3189,1864,1586,2494,1949,2074,2736,2233
"PGEN_.00g194490",19,8,8,6,7,4,17,8
"PGEN_.00g192790",35,43,19,22,23,25,28,25
"PGEN_.00g319080",53,3,21,20,20,18,37,22
"PGEN_.00g024890",24,17,16,35,35,30,16,39
"PGEN_.00g216650",32,52,33,40,30,34,19,24
"PGEN_.00g322030",7,0,6,12,20,12,11,4
"PGEN_.00g000730",15,21,8,51,19,23,41,46
"PGEN_.00g327200",35,15,19,18,13,25,22,17
"PGEN_.00g190490",85,107,66,124,103,167,148,167
"PGEN_.00g285380",471,316,334,553,399,696,582,557
"PGEN_.00g284690",22,7,27,18,34,43,23,24
"PGEN_.00g122050",70,73,56,59,77,57,59,91
"PGEN_.00g051430",84,32,29,45,32,64,88,56
"PGEN_.00g080280",68,8,56,28,42,46,67,27
"PGEN_.00g143800",1339,1071,1165,1304,1386,2011,1388,1516
"PGEN_.00g055220",41,25,13,32,36,28,24,28
"PGEN_.00g248470",25,62,26,44,31,62,49,74
"PGEN_.00g247620",100,43,37,73,46,83,51,50
"PGEN_.00g049870",96,72,55,92,125,131,99,75
"PGEN_.00g021940",94,29,35,44,38,80,63,33
"PGEN_.00g274910",68,41,36,40,46,93,89,51
"PGEN_.00g269110",34,27,16,28,20,41,27,23
"PGEN_.00g265670",18,11,11,10,14,10,10,8
"PGEN_.00g092760",4,8,7,4,9,10,4,9
"PGEN_.00g318320",107,83,73,89,79,145,126,87
"PGEN_.00g331400",6,14,12,5,9,5,13,13
"PGEN_.00g061850",21,26,19,10,15,10,11,16
"PGEN_.00g102350",12,4,10,7,11,11,12,8
"PGEN_.00g254040",8,6,8,19,5,9,11,10
"PGEN_.00g146760",23,19,5,15,14,24,23,22
"PGEN_.00g297880",0,3,7,16,13,26,18,1
"PGEN_.00g230870",31,48,42,57,56,87,31,73
"PGEN_.00g150980",28,11,8,19,17,26,17,16
"PGEN_.00g301610",7,30,24,17,34,25,24,17
"PGEN_.00g101710",106,42,37,66,56,65,94,60
"PGEN_.00g320520",132,75,51,53,69,105,85,52
"PGEN_.00g301340",17,14,4,14,3,21,34,17
"PGEN_.00g103400",11,13,9,10,8,11,13,7
"PGEN_.00g255310",82,30,24,52,55,79,60,38
"PGEN_.00g143730",23,9,7,6,4,5,22,9
"PGEN_.00g153180",306,148,80,99,149,320,265,151
"PGEN_.00g110920",337,149,187,194,177,282,337,256
"PGEN_.00g060810",12,8,5,11,17,6,10,11
"PGEN_.00g181620",31,32,21,42,27,32,27,21
"PGEN_.00g290140",25,32,32,28,33,47,27,28
"PGEN_.00g237050",4,15,8,2,9,8,5,9
"PGEN_.00g031680",280,213,243,267,257,313,260,263
"PGEN_.00g291810",14,24,10,28,10,16,29,19
"PGEN_.00g281640",49,15,14,21,28,41,34,24
"PGEN_.00g275970",7,24,8,17,21,12,27,14
"PGEN_.00g077320",46,25,26,38,46,45,52,17
"PGEN_.00g095920",8,25,3,24,11,18,16,19
"PGEN_.00g102430",35,76,34,66,58,73,50,83
"PGEN_.00g015390",10,16,11,2,6,15,6,33
"PGEN_.00g203000",45,14,24,26,18,33,16,28
"PGEN_.00g256030",13,10,7,18,5,24,5,11
"PGEN_.00g051370",63,50,53,49,66,64,36,66
"PGEN_.00g070310",82,26,18,36,18,49,64,36
"PGEN_.00g228150",25,15,6,17,21,15,18,10
"PGEN_.00g054630",1403,1152,1127,1264,1463,1399,1486,1278
"PGEN_.00g252200",279,273,225,214,222,191,180,205
"PGEN_.00g142450",22,19,6,21,7,13,15,9
"PGEN_.00g032560",44,52,39,85,50,34,57,70
"PGEN_.00g117430",46,34,33,64,36,10,27,30
"PGEN_.00g104170",168,112,108,115,129,152,143,125
"PGEN_.00g103380",85,42,42,51,39,75,75,60
"PGEN_.00g095040",135,59,44,40,61,46,43,35
"PGEN_.00g098830",36,9,19,38,23,28,32,17
"PGEN_.00g203910",52,21,23,32,29,33,38,24
"PGEN_.00g151110",25,22,24,25,24,33,36,21
"PGEN_.00g059610",972,515,571,721,615,765,625,596
"PGEN_.00g170110",9,9,6,13,12,23,21,16
"PGEN_.00g061410",14,17,18,17,20,19,33,25
"PGEN_.00g004940",28,7,6,9,10,16,33,10
"PGEN_.00g287480",389,339,192,394,494,789,400,408
"PGEN_.00g150640",16,10,11,18,22,49,20,19
"PGEN_.00g345890",21,18,21,17,6,22,28,18
"PGEN_.00g080060",43,57,29,30,33,49,56,24
"PGEN_.00g175630",24,19,26,32,53,37,37,34
"PGEN_.00g218760",36,13,8,45,40,40,24,29
"PGEN_.00g035110",33,6,17,27,22,15,28,15
"PGEN_.00g174320",7,14,11,24,9,7,12,15
"PGEN_.00g050310",15,19,18,13,13,7,15,4
"PGEN_.00g173670",20,13,14,27,27,25,20,19
"PGEN_.00g004050",57,25,15,23,34,18,54,20
"PGEN_.00g222370",12,6,8,8,16,8,11,15
"PGEN_.00g060170",17,25,16,25,20,29,20,26
"PGEN_.00g290800",15,12,7,11,23,5,17,15
"PGEN_.00g229490",8,17,6,4,13,11,12,11
"PGEN_.00g000530",3841,3244,2364,3225,2502,2470,2717,2878
"PGEN_.00g315430",8,9,14,16,14,28,22,16
"PGEN_.00g219490",39,38,12,25,36,21,33,15
"PGEN_.00g087040",28,17,4,5,11,5,11,13
"PGEN_.00g263460",13,12,3,10,7,11,6,7
"PGEN_.00g080890",9,12,20,16,38,28,25,26
"PGEN_.00g083740",33,7,8,27,7,26,18,12
"PGEN_.00g017350",33,38,31,38,45,24,27,34
"PGEN_.00g234580",23,13,14,10,8,10,17,6
"PGEN_.00g341540",22,19,8,6,10,19,19,12
"PGEN_.00g132920",0,0,7,20,20,18,10,5
"PGEN_.00g223400",239,353,219,378,242,383,427,403
"PGEN_.00g235180",43,29,43,36,29,34,26,40
"PGEN_.00g094520",0,9,5,17,15,14,13,13
"PGEN_.00g265300",13,17,19,15,21,27,25,25
"PGEN_.00g163890",5,22,15,15,29,30,14,27
"PGEN_.00g261170",70,19,14,20,0,59,15,38
"PGEN_.00g171760",195,163,113,148,114,108,108,143
"PGEN_.00g037230",93,37,43,41,58,67,55,36
"PGEN_.00g042010",59,45,47,48,39,93,85,35
"PGEN_.00g140190",26,11,10,16,10,10,9,9
"PGEN_.00g321900",34,15,17,20,22,27,39,16
"PGEN_.00g141570",298,420,291,520,477,655,398,592
"PGEN_.00g081070",5,5,15,12,40,30,11,13
"PGEN_.00g335500",21,3,8,10,7,12,8,5
"PGEN_.00g233580",3543,3418,1967,2469,3820,2907,6402,4131
"PGEN_.00g034760",18,14,11,16,9,11,32,9
"PGEN_.00g334450",90,39,50,57,46,45,31,32
"PGEN_.00g050150",100,67,48,87,85,107,84,83
"PGEN_.00g041090",14,8,10,11,2,9,7,11
"PGEN_.00g303360",40,49,11,32,14,16,18,33
"PGEN_.00g055520",8,11,7,10,9,8,6,5
"PGEN_.00g119310",0,4,11,18,39,60,17,14
"PGEN_.00g280440",73,48,47,72,79,94,93,69
"PGEN_.00g116330",112,61,39,68,87,189,95,86
"PGEN_.00g048110",39,26,0,27,28,14,43,37
"PGEN_.00g259090",77,49,42,55,39,61,91,50
"PGEN_.00g242730",17,12,11,10,2,14,9,14
"PGEN_.00g276930",118,282,384,310,211,292,252,250
"PGEN_.00g056870",5,8,3,5,17,4,12,10
"PGEN_.00g052550",11,11,11,26,20,11,1,7
"PGEN_.00g145470",47,21,19,25,24,46,40,27
"PGEN_.00g138980",35,36,15,27,26,35,33,34
"PGEN_.00g274890",465,71,87,64,173,164,55,70
"PGEN_.00g068750",73,96,49,87,69,101,86,95
"PGEN_.00g119860",119,225,32,215,186,237,264,229
"PGEN_.00g123340",5,23,10,17,20,2,1,1
"PGEN_.00g065250",96,28,46,37,66,72,68,40
"PGEN_.00g111640",83,48,26,48,66,58,51,48
"PGEN_.00g163420",24,31,21,32,29,43,45,22
"PGEN_.00g274760",21,28,33,40,36,41,34,41
"PGEN_.00g325810",60,10,3,10,9,13,7,14
"PGEN_.00g257270",14,8,15,18,11,13,13,15
"PGEN_.00g266510",18,12,18,15,18,14,17,14
"PGEN_.00g323240",45,50,37,35,48,49,43,49
"PGEN_.00g182450",24,18,14,22,20,25,30,22
"PGEN_.00g062240",14,5,7,18,8,13,12,17
"PGEN_.00g053600",107,68,64,76,13,9,12,15
"PGEN_.00g183580",16,6,11,24,20,9,21,16
"PGEN_.00g086540",3258,2737,2023,2464,2397,2317,2614,2372
"PGEN_.00g072300",81,107,29,46,46,78,38,84
"PGEN_.00g300040",32,31,15,11,39,47,27,19
"PGEN_.00g146350",17,9,7,7,6,9,9,13
"PGEN_.00g055760",6,8,9,11,18,15,11,10
"PGEN_.00g268050",20,15,14,17,19,31,69,21
"PGEN_.00g156700",4364,2747,2521,3057,2946,3180,3460,2937
"PGEN_.00g114180",27,5,4,11,16,14,22,8
"PGEN_.00g216900",8,4,7,15,7,4,20,10
"PGEN_.00g345700",7,10,2,12,9,6,10,8
"PGEN_.00g085010",8,4,13,15,5,7,13,11
"PGEN_.00g024130",57,71,60,99,128,169,105,85
"PGEN_.00g030450",8,6,6,14,11,12,6,14
"PGEN_.00g174690",16,20,16,21,29,21,15,14
"PGEN_.00g291990",38,22,18,19,22,29,32,26
"PGEN_.00g293620",11,0,4,10,5,17,12,2
"PGEN_.00g184050",4,15,7,14,16,25,8,21
"PGEN_.00g313800",25,9,11,11,15,13,12,13
"PGEN_.00g009390",122,134,112,157,181,153,144,143
"PGEN_.00g294010",121,20,20,45,20,23,27,30
"PGEN_.00g103610",67,77,51,108,101,110,69,48
"PGEN_.00g059030",28,21,7,9,10,9,14,12
"PGEN_.00g112680",191,114,122,171,142,201,208,144
"PGEN_.00g090010",11,4,7,12,3,20,7,18
"PGEN_.00g250550",12,8,6,10,5,10,8,9
"PGEN_.00g251680",116,97,87,135,129,155,156,137
"PGEN_.00g112350",38,16,21,49,28,33,32,37
"PGEN_.00g031490",0,9,36,45,89,72,23,27
"PGEN_.00g003090",29,4,11,7,14,19,9,7
"PGEN_.00g133540",18,18,9,20,17,26,27,22
"PGEN_.00g177570",199,112,97,203,135,277,185,135
"PGEN_.00g132490",39,16,14,15,33,37,32,35
"PGEN_.00g095680",18,14,5,15,14,15,19,21
"PGEN_.00g097680",7,8,8,7,8,11,7,9
"PGEN_.00g204470",105,86,81,138,130,137,104,148
"PGEN_.00g212630",24,13,16,14,23,24,15,12
"PGEN_.00g202140",59,27,17,22,32,45,35,27
"PGEN_.00g170370",83,67,53,61,60,85,92,87
"PGEN_.00g009630",20,7,10,19,10,27,21,17
"PGEN_.00g253960",27,32,32,41,39,29,21,20
"PGEN_.00g219720",415,242,202,238,283,244,207,271
"PGEN_.00g213140",17,8,9,10,7,20,12,23
"PGEN_.00g249440",23,9,13,8,10,29,15,15
"PGEN_.00g094710",0,3,9,27,30,36,4,13
"PGEN_.00g122110",102,53,159,145,210,437,248,119
"PGEN_.00g332310",87,85,61,68,98,81,78,105
"PGEN_.00g000180",24,5,11,23,34,23,24,25
"PGEN_.00g312430",64,99,81,121,95,100,69,95
"PGEN_.00g116130",28,10,49,58,69,144,54,42
"PGEN_.00g218130",17,13,7,15,9,21,13,14
"PGEN_.00g165810",37,9,5,18,24,32,29,18
"PGEN_.00g242530",68,60,45,62,39,67,86,58
"PGEN_.00g342580",27,7,14,20,16,38,25,20
"PGEN_.00g308150",85,36,53,60,68,70,40,51
"PGEN_.00g133950",3,12,6,15,18,11,17,6
"PGEN_.00g043640",31,33,35,34,46,37,36,34
"PGEN_.00g319700",40,66,40,69,53,99,75,95
"PGEN_.00g163220",8,11,11,11,14,3,11,9
"PGEN_.00g274560",53,107,134,77,96,165,95,113
"PGEN_.00g278660",54,56,54,65,35,66,60,40
"PGEN_.00g166540",22,20,10,36,37,45,24,36
"PGEN_.00g234420",13,37,48,61,45,46,5,50
"PGEN_.00g336560",321,155,135,161,176,275,204,185
"PGEN_.00g093680",5,21,17,19,5,13,26,17
"PGEN_.00g331030",1287,846,799,1028,1192,1301,1158,1014
"PGEN_.00g233810",18,26,17,28,27,33,16,19
"PGEN_.00g330920",3,12,4,12,10,11,10,7
"PGEN_.00g124520",47,6,7,8,11,8,29,17
"PGEN_.00g146110",106,114,76,121,115,149,169,117
"PGEN_.00g177630",22,28,14,34,21,46,34,22
"PGEN_.00g221300",43,17,11,12,32,22,30,33
"PGEN_.00g027820",24,23,22,30,12,36,76,41
"PGEN_.00g042190",25,10,31,64,51,118,98,35
"PGEN_.00g305470",32,33,28,35,35,48,44,45
"PGEN_.00g147640",20,23,15,15,18,26,20,12
"PGEN_.00g115560",246,904,792,1587,2561,2273,776,706
"PGEN_.00g163910",18,14,7,7,9,10,10,7
"PGEN_.00g153260",19,35,14,33,24,16,26,22
"PGEN_.00g116910",108,225,89,206,163,176,171,165
"PGEN_.00g260920",11,4,10,8,10,12,10,12
"PGEN_.00g125820",97,35,17,37,18,23,56,20
"PGEN_.00g205040",47,18,22,45,31,55,30,41
"PGEN_.00g201490",105,171,55,217,96,191,204,188
"PGEN_.00g239940",11,15,2,3,10,14,12,5
"PGEN_.00g330020",70,154,55,81,84,141,61,59
"PGEN_.00g196870",34,16,15,16,15,28,17,14
"PGEN_.00g232390",57,19,10,28,16,29,31,20
"PGEN_.00g152600",10,14,13,16,12,14,12,25
"PGEN_.00g169510",18,6,7,13,8,8,17,7
"PGEN_.00g155950",29,8,3,14,11,18,8,8
"PGEN_.00g063330",49,33,41,45,30,74,52,52
"PGEN_.00g049160",500,359,312,511,495,537,487,441
"PGEN_.00g119120",50,27,31,23,43,70,60,33
"PGEN_.00g091210",12,19,15,16,16,20,18,18
"PGEN_.00g328710",23,27,15,18,24,31,35,32
"PGEN_.00g243540",11,9,7,3,6,11,3,5
"PGEN_.00g277970",5,13,7,8,10,14,5,11
"PGEN_.00g015170",27,12,10,22,6,14,30,16
"PGEN_.00g071580",21,23,14,35,38,35,21,25
"PGEN_.00g059330",18,20,18,33,21,22,23,35
"PGEN_.00g165170",9,0,23,51,38,2,9,35
"PGEN_.00g145530",13,43,184,129,462,235,84,84
"PGEN_.00g139970",130,68,40,40,48,34,28,36
"PGEN_.00g198080",10,9,8,17,17,30,17,16
"PGEN_.00g188760",60,32,263,293,752,757,170,122
"PGEN_.00g297530",29,21,23,16,24,32,24,24
"PGEN_.00g177310",14,48,43,46,49,68,48,51
"PGEN_.00g323890",7,30,34,45,43,18,53,36
"PGEN_.00g212430",102,101,104,125,111,134,97,92
"PGEN_.00g326970",42,8,9,3,6,5,17,10
"PGEN_.00g078250",11,11,11,19,10,23,30,18
"PGEN_.00g065040",54,17,21,21,17,29,24,32
"PGEN_.00g150470",14,11,7,16,11,18,22,11
"PGEN_.00g158320",53,64,39,56,70,100,51,54
"PGEN_.00g026300",14,24,14,17,12,24,6,20
"PGEN_.00g196010",1452,623,594,699,701,846,858,671
"PGEN_.00g327620",17,31,13,19,14,18,16,11
"PGEN_.00g075460",24,40,10,6,28,53,2,44
"PGEN_.00g008990",4,14,5,7,9,12,5,11
"PGEN_.00g154930",26,16,10,21,17,23,15,21
"PGEN_.00g325660",18,41,4,0,2,20,23,0
"PGEN_.00g029870",44,13,8,14,7,15,18,7
"PGEN_.00g175440",32,14,5,6,4,20,21,11
"PGEN_.00g057970",61,77,88,93,83,98,75,100
"PGEN_.00g064710",86,101,63,118,84,95,123,109
"PGEN_.00g174710",27,22,10,17,20,22,22,27
"PGEN_.00g286650",59,57,51,119,119,164,90,81
"PGEN_.00g253230",38,30,21,35,32,40,21,14
"PGEN_.00g191540",387,255,144,291,267,154,321,321
"PGEN_.00g110230",9,9,10,10,6,12,7,13
"PGEN_.00g290470",48,6,8,16,18,20,30,15
"PGEN_.00g278890",25,22,18,24,23,23,47,13
"PGEN_.00g181310",9,12,26,27,63,56,8,19
"PGEN_.00g235710",49,28,21,23,25,25,35,29
"PGEN_.00g031510",221,152,133,190,177,250,234,234
"PGEN_.00g000960",99,37,34,23,44,59,44,55
"PGEN_.00g184240",59,19,29,31,38,49,32,37
"PGEN_.00g044680",369,183,194,67,207,140,185,123
"PGEN_.00g228640",54,16,14,33,15,9,26,27
"PGEN_.00g023090",175,124,123,175,160,214,242,207
"PGEN_.00g098430",3,7,9,13,5,15,7,21
"PGEN_.00g251490",82,107,97,142,123,194,130,138
"PGEN_.00g185110",7,19,8,13,6,6,10,11
"PGEN_.00g029460",11,7,7,6,10,6,10,9
"PGEN_.00g003680",21,64,37,60,43,52,35,46
"PGEN_.00g171550",25,3,7,2,13,12,17,13
"PGEN_.00g252910",16,11,5,6,10,7,7,10
"PGEN_.00g039300",12,9,10,17,21,21,14,17
"PGEN_.00g303140",24,10,13,14,13,12,23,15
"PGEN_.00g022320",37,91,39,63,52,68,62,66
"PGEN_.00g295150",43,38,19,23,22,44,50,30
"PGEN_.00g311720",78,15,14,17,10,15,20,18
"PGEN_.00g095980",438,229,233,356,323,522,407,405
"PGEN_.00g109230",19,12,12,14,5,15,25,21
"PGEN_.00g186210",16,11,8,12,14,14,13,11
"PGEN_.00g075700",43,16,31,32,12,5,42,11
"PGEN_.00g006470",22,14,4,10,20,18,16,11
"PGEN_.00g121850",36,24,26,52,38,29,50,44
"PGEN_.00g213330",20,15,15,17,20,38,17,27
"PGEN_.00g175120",18,4,2,15,4,14,13,11
"PGEN_.00g178180",50,38,30,41,42,70,55,51
"PGEN_.00g039180",18,35,29,57,54,57,47,49
"PGEN_.00g010630",11,9,9,28,8,27,19,17
"PGEN_.00g130000",93,59,42,69,67,89,124,56
"PGEN_.00g199040",745,134,104,189,129,145,25,150
"PGEN_.00g264950",19,9,6,14,8,20,17,7
"PGEN_.00g001170",33,16,23,27,30,48,50,28
"PGEN_.00g284510",18,26,16,15,54,72,52,18
"PGEN_.00g015370",25,26,11,14,22,31,17,15
"PGEN_.00g329020",33,10,11,17,24,30,31,24
"PGEN_.00g165370",27,27,23,22,26,25,29,38
"PGEN_.00g054860",35,23,10,18,21,16,31,14
"PGEN_.00g111850",38,34,26,23,35,66,61,34
"PGEN_.00g194270",54,43,22,92,50,60,54,42
"PGEN_.00g338650",7,8,7,14,9,6,20,11
"PGEN_.00g319000",63,43,41,75,59,109,185,112
"PGEN_.00g303460",78,102,84,142,111,157,154,165
"PGEN_.00g332100",10,15,5,11,3,14,19,7
"PGEN_.00g080400",17,12,8,7,10,15,12,6
"PGEN_.00g316580",43,36,23,42,80,120,47,33
"PGEN_.00g137730",23,19,11,24,9,19,13,18
"PGEN_.00g092450",50,27,36,34,38,30,31,24
"PGEN_.00g263590",7,4,24,42,53,53,11,15
"PGEN_.00g114430",37,25,11,36,27,32,34,10
"PGEN_.00g123360",5,15,9,13,35,19,21,3
"PGEN_.00g083270",10,19,15,11,20,28,20,35
"PGEN_.00g116490",11,13,12,4,10,6,8,7
"PGEN_.00g146090",32,18,23,28,48,60,43,26
"PGEN_.00g242090",82,36,43,73,52,141,89,73
"PGEN_.00g278140",21,7,125,24,124,200,22,11
"PGEN_.00g192540",23,25,9,12,10,22,15,25
"PGEN_.00g331480",6,9,0,4,8,19,17,13
"PGEN_.00g162960",19,7,14,14,18,17,13,13
"PGEN_.00g003940",15,14,16,18,44,83,25,20
"PGEN_.00g266940",144,272,190,351,237,311,369,247
"PGEN_.00g017260",35,10,10,10,10,13,16,16
"PGEN_.00g264540",14,12,7,15,19,12,11,19
"PGEN_.00g093490",29,64,42,64,70,68,67,47
"PGEN_.00g301690",64,55,21,60,64,109,82,57
"PGEN_.00g056570",15,17,8,12,15,21,12,13
"PGEN_.00g110430",147,51,50,109,97,117,120,63
"PGEN_.00g293320",11,2,21,28,41,102,19,16
"PGEN_.00g139320",246,156,190,240,205,321,272,290
"PGEN_.00g014760",9,10,5,13,22,28,11,15
"PGEN_.00g275460",97,38,43,48,51,82,61,43
"PGEN_.00g209220",22,8,2,15,13,8,16,7
"PGEN_.00g098220",9,10,16,21,26,25,15,25
"PGEN_.00g269500",61,29,32,45,37,67,63,54
"PGEN_.00g201750",65,24,30,30,46,54,27,21
"PGEN_.00g114390",14,13,13,17,19,21,42,28
"PGEN_.00g326340",4,21,6,13,14,14,7,5
"PGEN_.00g161080",19,15,13,19,20,13,9,29
"PGEN_.00g099720",56,115,87,271,97,133,104,142
"PGEN_.00g026920",89,40,40,46,31,65,70,48
"PGEN_.00g091530",41,31,47,23,30,55,30,38
"PGEN_.00g190160",59,35,54,28,39,85,66,35
"PGEN_.00g164100",35,16,18,10,22,44,36,19
"PGEN_.00g291230",807,0,8,358,16,21,16,7
"PGEN_.00g071950",12,20,9,18,17,11,23,18
"PGEN_.00g204900",30,16,14,42,40,40,36,29
"PGEN_.00g070390",66,32,16,55,22,12,46,23
"PGEN_.00g091390",26,2,9,8,10,10,12,13
"PGEN_.00g118970",4,44,28,62,13,60,52,94
"PGEN_.00g092840",22,29,31,45,32,38,34,42
"PGEN_.00g062630",23,8,3,12,7,14,14,1
"PGEN_.00g207750",19,15,22,10,13,10,33,9
"PGEN_.00g336540",30,18,15,21,29,20,19,12
"PGEN_.00g022120",144,81,22,27,66,133,210,104
"PGEN_.00g189330",60,40,25,59,51,44,37,28
"PGEN_.00g052640",14,0,7,5,9,15,7,7
"PGEN_.00g197240",28,29,14,73,13,58,34,79
"PGEN_.00g181920",0,18,18,12,23,27,3,23
"PGEN_.00g288180",120,68,43,55,51,56,75,52
"PGEN_.00g059690",45,53,20,33,27,29,32,38
"PGEN_.00g326830",54,21,8,16,9,19,41,14
"PGEN_.00g055140",81,95,52,89,91,117,126,82
"PGEN_.00g205660",13,11,2,6,13,6,15,8
"PGEN_.00g187350",33,23,13,18,19,15,35,16
"PGEN_.00g134140",56,46,26,73,81,32,134,101
"PGEN_.00g252420",17,8,8,12,3,16,12,7
"PGEN_.00g320290",49,41,36,49,58,55,47,39
"PGEN_.00g205590",101,91,88,107,112,132,105,107
"PGEN_.00g058270",581,386,323,439,631,379,355,399
"PGEN_.00g072090",36,28,32,25,24,40,50,25
"PGEN_.00g098250",70,121,76,105,87,114,127,75
"PGEN_.00g073940",19,26,19,21,23,31,16,20
"PGEN_.00g039960",39,14,14,21,12,34,21,29
"PGEN_.00g313710",14,9,11,13,13,30,17,10
"PGEN_.00g290880",4,15,13,6,10,6,5,18
"PGEN_.00g213640",19,19,6,6,8,8,10,12
"PGEN_.00g110370",17,12,12,14,5,17,11,11
"PGEN_.00g321150",27,14,11,15,12,5,18,18
"PGEN_.00g064900",27,30,20,43,28,19,14,32
"PGEN_.00g219410",342,259,228,301,287,340,356,315
"PGEN_.00g211640",24,7,13,20,3,30,22,12
"PGEN_.00g214160",54,23,32,56,48,64,76,52
"PGEN_.00g238550",17,11,3,6,13,15,12,14
"PGEN_.00g043850",24,12,13,33,28,26,34,24
"PGEN_.00g250390",15,5,6,11,7,15,21,7
"PGEN_.00g020220",190,158,121,166,177,221,188,205
"PGEN_.00g032050",15,12,5,13,20,66,27,13
"PGEN_.00g166330",2,10,10,12,22,11,2,9
"PGEN_.00g336910",49,41,45,12,29,150,52,131
"PGEN_.00g235100",74,9,19,22,12,11,25,10
"PGEN_.00g224680",44,22,40,22,70,49,76,28
"PGEN_.00g023750",13,10,11,10,15,17,19,20
"PGEN_.00g007000",14,9,6,7,11,19,6,4
"PGEN_.00g037100",38,18,12,3,11,16,29,17
