"","SG117","SG137","SG38","SG97","SG88","SG87","SG98","SG37"
"PGEN_.00g330580",29,15,10,16,18,35,41,17
"PGEN_.00g297220",2,2,12,20,28,51,21,4
"PGEN_.00g155460",16,8,19,9,11,10,9,13
"PGEN_.00g090850",21,17,22,23,30,30,26,32
"PGEN_.00g338380",92,78,58,87,69,114,66,86
"PGEN_.00g268950",32,26,11,32,28,38,17,32
"PGEN_.00g282030",13,4,4,10,16,13,7,14
"PGEN_.00g330630",38,17,45,64,42,16,15,11
"PGEN_.00g114810",91,64,48,87,50,63,54,77
"PGEN_.00g178010",47,35,32,42,32,42,32,27
"PGEN_.00g209890",108,58,46,58,50,61,64,58
"PGEN_.00g332670",18,6,17,7,11,19,18,14
"PGEN_.00g240410",71,60,51,53,49,76,62,51
"PGEN_.00g014860",20,25,20,14,27,44,35,29
"PGEN_.00g166930",161,55,69,80,73,115,119,86
"PGEN_.00g258220",23,58,119,84,257,111,22,44
"PGEN_.00g044960",12,4,11,12,10,40,14,6
"PGEN_.00g189700",36,33,25,23,23,28,25,34
"PGEN_.00g304990",0,12,23,3,9,10,21,17
"PGEN_.00g319190",245,49,34,45,47,23,50,37
"PGEN_.00g190270",97,72,47,77,78,117,107,87
"PGEN_.00g149230",304,351,277,356,492,381,399,286
"PGEN_.00g285560",32,53,70,67,88,80,20,31
"PGEN_.00g299150",49,11,40,31,50,62,36,22
"PGEN_.00g015730",43,33,35,26,29,38,29,37
"PGEN_.00g259170",37,19,4,19,12,29,36,37
"PGEN_.00g055080",0,13,7,11,13,11,4,12
"PGEN_.00g323340",27,47,21,12,30,13,9,15
"PGEN_.00g095530",24,56,36,54,29,58,55,36
"PGEN_.00g337910",25,19,21,29,19,14,47,15
"PGEN_.00g122490",81,59,43,75,63,83,99,71
"PGEN_.00g089290",17,14,17,6,14,23,13,15
"PGEN_.00g083630",20,8,3,4,8,13,11,7
"PGEN_.00g149900",11,10,10,4,7,15,6,2
"PGEN_.00g318710",64,20,43,56,37,44,43,36
"PGEN_.00g277850",20,20,17,9,23,28,19,25
"PGEN_.00g118450",20,68,32,53,52,69,39,58
"PGEN_.00g143080",53,26,20,22,24,37,29,24
"PGEN_.00g299840",0,2,25,14,29,9,160,8
"PGEN_.00g332470",46,6,15,20,22,16,14,17
"PGEN_.00g280040",47,84,37,77,43,47,37,77
"PGEN_.00g183020",14,14,7,8,10,22,36,23
"PGEN_.00g253120",41,33,40,54,48,48,51,43
"PGEN_.00g335870",72,90,61,34,81,57,43,56
"PGEN_.00g320610",8,8,12,17,7,3,13,4
"PGEN_.00g079890",12,9,8,12,13,18,26,20
"PGEN_.00g024610",57,33,43,35,39,56,62,53
"PGEN_.00g113470",15,7,8,13,17,5,14,14
"PGEN_.00g325390",9,13,6,11,16,16,11,15
"PGEN_.00g192100",17,8,2,11,6,13,29,7
"PGEN_.00g230920",109,225,83,44,184,34,212,42
"PGEN_.00g110870",28,20,21,16,41,34,24,31
"PGEN_.00g180640",14,6,8,8,11,6,8,10
"PGEN_.00g236450",5,12,10,11,12,12,6,10
"PGEN_.00g200550",102,164,62,144,92,92,159,157
"PGEN_.00g059110",109,230,201,199,238,209,177,231
"PGEN_.00g286050",21,60,15,21,44,32,37,31
"PGEN_.00g077490",15,7,24,14,30,14,19,11
"PGEN_.00g252080",4,13,16,10,10,4,7,23
"PGEN_.00g096470",19,63,65,104,107,144,87,60
"PGEN_.00g214510",86,87,35,97,92,64,121,77
"PGEN_.00g181510",79,63,63,44,68,75,54,62
"PGEN_.00g030070",24,33,38,24,42,26,22,27
"PGEN_.00g064230",19,4,8,9,19,17,17,14
"PGEN_.00g086420",21,28,17,11,15,17,26,9
"PGEN_.00g073440",13,8,12,7,40,16,11,7
"PGEN_.00g009270",85,50,38,43,48,47,38,61
"PGEN_.00g188130",17,14,6,11,18,23,21,12
"PGEN_.00g342620",6,9,7,13,2,17,5,13
"PGEN_.00g022610",32,58,35,23,56,41,58,63
"PGEN_.00g215640",16,13,19,15,11,26,18,10
"PGEN_.00g211940",49,16,20,28,23,23,24,26
"PGEN_.00g063630",162,44,49,61,63,98,120,70
"PGEN_.00g062320",52,101,59,92,99,111,84,126
"PGEN_.00g251430",9,21,14,11,14,16,21,14
"PGEN_.00g003620",19,18,6,9,12,17,17,22
"PGEN_.00g047850",121,62,58,95,95,81,88,84
"PGEN_.00g202790",825,585,503,660,726,849,813,741
"PGEN_.00g175130",12,14,3,9,13,11,6,15
"PGEN_.00g142540",113,63,79,79,71,77,65,58
"PGEN_.00g317870",45,38,35,35,28,28,34,20
"PGEN_.00g075230",0,6,3,6,18,17,11,10
"PGEN_.00g261210",82,49,26,52,44,184,68,83
"PGEN_.00g079420",16,32,29,20,23,53,9,34
"PGEN_.00g339560",58,29,21,61,50,153,92,65
"PGEN_.00g171350",38,24,13,16,25,20,30,19
"PGEN_.00g207310",27,13,14,15,13,11,30,16
"PGEN_.00g125570",24,27,16,26,25,27,28,16
"PGEN_.00g170000",295,242,185,231,223,226,272,283
"PGEN_.00g317290",119,70,70,68,109,130,108,94
"PGEN_.00g061000",66,20,22,17,46,63,47,30
"PGEN_.00g175180",104,117,82,124,146,146,135,118
"PGEN_.00g174270",14,7,21,10,13,8,3,11
"PGEN_.00g287590",25,9,11,4,15,21,16,8
"PGEN_.00g342950",67,31,42,69,58,115,75,72
"PGEN_.00g312510",10,15,6,11,11,18,10,15
"PGEN_.00g034970",25,11,9,18,14,10,10,14
"PGEN_.00g220980",60,54,36,62,43,81,49,66
"PGEN_.00g348620",20,19,19,25,19,61,32,33
"PGEN_.00g186830",15,19,6,10,14,23,9,12
"PGEN_.00g016620",14,26,17,16,21,21,14,23
"PGEN_.00g067760",5,14,5,27,9,18,15,20
"PGEN_.00g180360",49,43,36,34,35,45,38,47
"PGEN_.00g238800",40,28,17,36,30,56,28,26
"PGEN_.00g011160",18,4,10,10,8,13,12,19
"PGEN_.00g133830",33,89,42,60,71,94,40,73
"PGEN_.00g001730",203,324,314,438,381,531,415,426
"PGEN_.00g304200",66,47,45,80,77,103,120,118
"PGEN_.00g250420",71,46,27,35,47,53,61,65
"PGEN_.00g224350",8,9,7,13,14,14,12,8
"PGEN_.00g007770",9,19,7,23,9,6,15,12
"PGEN_.00g229050",15,8,8,8,9,20,16,16
"PGEN_.00g018560",0,5,53,45,174,83,34,15
"PGEN_.00g234720",23,12,21,11,8,18,14,18
"PGEN_.00g219050",77,64,76,78,93,132,144,97
"PGEN_.00g172090",8,7,11,17,12,8,9,14
"PGEN_.00g233970",11,12,4,13,13,13,13,14
"PGEN_.00g315380",15,67,150,162,493,292,19,97
"PGEN_.00g177110",55,22,20,29,22,43,42,23
"PGEN_.00g326130",91,43,34,62,48,72,70,65
"PGEN_.00g279610",988,66,20,68,34,32,13,29
"PGEN_.00g223510",20,61,14,28,22,33,22,65
"PGEN_.00g231230",18,16,11,32,10,16,14,21
"PGEN_.00g167790",251,252,208,181,176,144,80,203
"PGEN_.00g019210",5,17,9,8,10,29,27,14
"PGEN_.00g310800",14,3,12,7,17,16,12,12
"PGEN_.00g346830",26,21,12,10,25,17,23,32
"PGEN_.00g343570",21,25,7,28,9,22,16,33
"PGEN_.00g342100",24,10,16,25,23,12,14,12
"PGEN_.00g081870",49,27,19,30,27,34,32,32
"PGEN_.00g038240",16,10,3,17,3,7,15,16
"PGEN_.00g057600",15,24,26,23,10,30,23,11
"PGEN_.00g114370",5,44,121,171,344,313,88,73
"PGEN_.00g014120",56,139,93,114,111,155,87,147
"PGEN_.00g026980",8,13,6,15,13,10,31,7
"PGEN_.00g190180",26,36,23,19,40,3,12,8
"PGEN_.00g343270",218,137,122,191,196,217,313,176
"PGEN_.00g152700",12,9,10,13,8,10,12,6
"PGEN_.00g114990",36,20,40,25,25,27,26,36
"PGEN_.00g333460",87,11,18,16,14,4,9,11
"PGEN_.00g271270",232,206,129,143,199,191,157,145
"PGEN_.00g245410",45,21,47,44,45,54,31,23
"PGEN_.00g241970",12,22,5,4,30,15,22,19
"PGEN_.00g013950",27,11,20,7,17,16,22,11
"PGEN_.00g209460",409,136,113,252,127,223,335,305
"PGEN_.00g010350",19,13,15,27,20,32,11,26
"PGEN_.00g302140",21,17,13,30,56,15,9,13
"PGEN_.00g198180",52,32,24,30,26,40,34,54
"PGEN_.00g303230",75,27,16,23,17,19,45,23
"PGEN_.00g055470",70,57,60,42,60,56,117,53
"PGEN_.00g161680",266,165,145,223,197,258,221,220
"PGEN_.00g148350",2480,2662,1706,1442,2775,1144,1098,1617
"PGEN_.00g240590",8,6,5,15,9,17,16,5
"PGEN_.00g091370",8,0,20,15,27,65,62,10
"PGEN_.00g097230",393,275,181,295,305,358,403,278
"PGEN_.00g217010",31,23,11,12,9,24,12,16
"PGEN_.00g326890",57,61,33,34,34,72,59,35
"PGEN_.00g248390",78,28,31,47,26,55,59,44
"PGEN_.00g242990",46,17,11,31,29,55,34,20
"PGEN_.00g192760",43,25,19,32,24,41,54,33
"PGEN_.00g240620",6797,4987,3380,5166,4414,4634,4968,4562
"PGEN_.00g162080",37,16,17,51,37,19,31,32
"PGEN_.00g048000",42,8,73,78,142,189,68,63
"PGEN_.00g134430",288,54,38,142,23,23,101,182
"PGEN_.00g238110",24,67,37,44,37,80,55,45
"PGEN_.00g091990",129,75,71,109,73,104,151,101
"PGEN_.00g227660",26,13,13,16,25,12,19,14
"PGEN_.00g068640",15,7,11,13,9,17,8,15
"PGEN_.00g269180",37,21,20,34,23,36,27,21
"PGEN_.00g324490",3,4,16,11,30,24,6,3
"PGEN_.00g325720",14,4,8,9,10,20,17,6
"PGEN_.00g269450",9,11,11,7,9,7,12,5
"PGEN_.00g153860",84,112,73,111,77,83,111,77
"PGEN_.00g182540",112,557,99,486,254,518,640,780
"PGEN_.00g058740",259,164,152,185,204,247,252,151
"PGEN_.00g193170",24,12,10,9,6,12,19,14
"PGEN_.00g187320",0,5,9,38,153,280,25,10
"PGEN_.00g247900",30,19,12,20,26,24,25,14
"PGEN_.00g300150",97,106,87,111,118,135,127,95
"PGEN_.00g187490",23,23,16,41,10,30,12,9
"PGEN_.00g079910",5,33,19,27,20,24,34,25
"PGEN_.00g287200",11,9,8,9,12,18,12,8
"PGEN_.00g064430",40,29,26,46,42,64,39,73
"PGEN_.00g174070",28,33,24,7,26,22,2,0
"PGEN_.00g275320",214,187,162,187,200,295,279,193
"PGEN_.00g067160",15,21,4,24,10,19,12,12
"PGEN_.00g345610",23,30,380,550,973,742,168,148
"PGEN_.00g153130",44,4,15,6,25,20,51,16
"PGEN_.00g088750",29,48,19,23,32,24,14,27
"PGEN_.00g270660",13,8,14,34,28,13,13,37
"PGEN_.00g060220",1,8,9,15,17,18,6,0
"PGEN_.00g200960",101,105,98,156,132,208,149,175
"PGEN_.00g250620",121,52,68,39,77,33,61,32
"PGEN_.00g313910",400,32,24,47,25,9,11,32
"PGEN_.00g020860",19,20,25,32,33,47,60,36
"PGEN_.00g070560",10,26,19,20,35,19,18,28
"PGEN_.00g047330",21,10,10,6,17,10,10,16
"PGEN_.00g207530",21,7,12,7,11,26,13,10
"PGEN_.00g211040",7,4,15,32,18,30,0,17
"PGEN_.00g289310",55,24,11,22,10,13,27,12
"PGEN_.00g133760",119,44,70,43,62,82,81,65
"PGEN_.00g137860",44,19,47,63,53,42,48,75
"PGEN_.00g089900",83,48,40,40,24,60,53,57
"PGEN_.00g189960",35,4,9,12,17,44,10,10
"PGEN_.00g250990",54,67,46,93,78,68,68,57
"PGEN_.00g223350",23,5,7,9,12,26,27,14
"PGEN_.00g256590",16,1,9,4,6,11,13,16
"PGEN_.00g022420",697,744,390,515,770,981,1004,519
"PGEN_.00g002850",6,2,4,11,14,8,11,9
"PGEN_.00g314140",20,6,7,8,8,19,10,7
"PGEN_.00g008400",123,104,76,100,117,125,161,98
"PGEN_.00g002580",183,102,14,219,79,130,289,197
"PGEN_.00g078630",95,127,127,201,196,371,190,188
"PGEN_.00g172700",11,13,12,10,8,20,21,10
"PGEN_.00g261400",43,17,7,24,18,33,42,13
"PGEN_.00g202050",0,23,4,14,0,20,18,19
"PGEN_.00g096560",11,272,72,175,114,137,60,258
"PGEN_.00g339330",79,35,36,41,57,58,58,54
"PGEN_.00g199470",33,21,30,34,31,47,55,38
"PGEN_.00g211890",9,6,17,28,36,30,4,4
"PGEN_.00g100020",79,83,74,102,100,77,67,93
"PGEN_.00g038730",18,7,9,16,12,17,15,19
"PGEN_.00g033280",27,26,10,11,17,15,6,19
"PGEN_.00g260460",9,11,4,14,10,24,13,9
"PGEN_.00g194640",6,4,7,11,11,3,19,7
"PGEN_.00g131850",818,396,388,425,497,345,353,474
"PGEN_.00g117330",7,19,17,12,20,22,32,13
"PGEN_.00g067300",36,8,15,9,4,18,13,10
"PGEN_.00g130100",12,92,90,186,95,72,135,216
"PGEN_.00g302300",78,77,60,56,63,112,81,61
"PGEN_.00g243730",45,32,34,40,23,53,44,46
"PGEN_.00g194390",40,4,4,22,19,9,20,18
"PGEN_.00g249080",32,20,39,36,20,65,48,29
"PGEN_.00g316170",67,61,51,70,58,75,105,73
"PGEN_.00g011390",9,5,16,15,19,17,8,9
"PGEN_.00g001940",59,40,33,54,31,71,70,57
"PGEN_.00g332200",91,95,88,131,130,161,146,133
"PGEN_.00g126270",6,8,9,4,10,9,12,11
"PGEN_.00g316280",32,15,12,25,8,12,30,16
"PGEN_.00g111590",5,16,23,34,78,25,14,12
"PGEN_.00g163110",33,15,10,8,11,12,20,22
"PGEN_.00g122590",66,157,131,251,145,229,135,226
"PGEN_.00g242460",13,6,7,10,17,13,14,4
"PGEN_.00g198430",173,84,41,90,66,116,106,77
"PGEN_.00g167270",25,18,12,11,13,17,12,18
"PGEN_.00g304070",20,9,14,18,16,22,22,13
"PGEN_.00g315730",101,44,43,59,50,83,57,45
"PGEN_.00g122950",121,39,46,90,78,87,103,71
"PGEN_.00g274210",16,9,7,16,13,26,8,22
"PGEN_.00g346110",123,111,51,175,66,204,124,173
"PGEN_.00g086610",31,6,37,69,87,156,69,31
"PGEN_.00g341660",17,11,17,43,47,90,20,46
"PGEN_.00g019390",18,33,10,34,12,17,13,13
"PGEN_.00g027970",13,66,101,239,252,322,85,85
"PGEN_.00g014620",24,25,13,29,25,32,35,25
"PGEN_.00g076000",95,47,50,90,96,98,110,87
"PGEN_.00g157850",74,22,29,35,37,54,51,33
"PGEN_.00g101840",23,29,22,45,25,49,44,32
"PGEN_.00g116800",28,37,30,44,45,49,52,32
"PGEN_.00g270460",47,18,13,45,31,38,51,20
"PGEN_.00g048620",26,17,21,33,56,57,68,35
"PGEN_.00g294950",57,34,20,70,29,43,55,47
"PGEN_.00g195250",29,22,37,49,97,40,32,24
"PGEN_.00g236800",66,28,29,20,30,25,23,18
"PGEN_.00g113350",4,18,16,12,23,21,20,18
"PGEN_.00g290040",139,112,87,148,189,226,165,108
"PGEN_.00g010250",48,88,59,127,91,137,119,104
"PGEN_.00g070760",52,33,44,31,41,62,60,60
"PGEN_.00g145570",22,19,9,20,25,20,25,15
"PGEN_.00g138680",33,38,20,42,36,55,50,50
"PGEN_.00g200180",60,45,41,76,68,109,114,74
"PGEN_.00g181220",9,14,9,14,11,10,6,20
"PGEN_.00g271330",232,131,105,142,130,150,192,155
"PGEN_.00g289150",13,9,9,5,11,12,2,9
"PGEN_.00g119380",79,45,55,69,56,81,85,57
"PGEN_.00g208780",6,5,9,13,14,12,12,4
"PGEN_.00g156890",8,3,10,6,13,11,9,14
"PGEN_.00g112000",60,15,16,18,22,40,42,11
"PGEN_.00g161230",40,21,28,44,22,30,30,24
"PGEN_.00g272170",10,24,12,36,27,40,24,34
"PGEN_.00g062710",34,20,19,25,45,70,29,46
"PGEN_.00g135620",12,12,11,27,20,15,9,26
"PGEN_.00g251800",16,11,13,12,14,6,12,12
"PGEN_.00g051010",25,9,10,10,4,7,8,7
"PGEN_.00g198370",6,0,10,9,8,11,21,12
"PGEN_.00g069090",337,615,416,474,456,529,520,492
"PGEN_.00g191960",159,148,161,198,196,197,184,291
"PGEN_.00g075640",70,35,38,64,65,108,68,56
"PGEN_.00g197490",7,6,13,13,12,26,13,13
"PGEN_.00g293920",41,29,28,34,42,71,41,29
"PGEN_.00g118160",237,381,303,387,291,521,340,487
"PGEN_.00g134570",177,145,97,134,193,140,209,156
"PGEN_.00g092070",31,24,58,65,64,39,20,39
"PGEN_.00g078340",69,72,29,32,36,29,42,28
"PGEN_.00g323450",37,23,37,66,99,111,46,35
"PGEN_.00g254970",11,14,38,11,25,59,18,35
"PGEN_.00g138910",12,6,4,11,9,16,8,8
"PGEN_.00g216710",80,87,43,73,76,84,85,79
"PGEN_.00g026210",8,6,8,16,5,17,21,16
"PGEN_.00g012340",22,13,6,13,8,22,14,3
"PGEN_.00g109840",16,14,11,0,7,15,6,10
"PGEN_.00g068050",86,90,64,70,89,125,94,113
"PGEN_.00g279960",11,60,39,38,37,32,27,57
"PGEN_.00g293070",22,16,33,29,14,32,29,20
"PGEN_.00g156790",2,55,48,31,83,6,31,29
"PGEN_.00g027270",116,54,43,58,60,61,65,53
"PGEN_.00g213740",3832,2418,3359,4572,7175,7242,3726,2355
"PGEN_.00g112310",103,45,69,78,65,95,84,79
"PGEN_.00g210210",104,85,29,89,59,94,69,130
"PGEN_.00g067550",5743,3539,3238,3813,3877,4013,3956,3540
"PGEN_.00g052160",55,36,18,29,50,98,75,80
"PGEN_.00g215990",49,19,23,29,21,25,39,34
"PGEN_.00g213130",286,277,263,420,286,325,406,383
"PGEN_.00g230610",56,11,14,13,7,20,34,12
"PGEN_.00g102150",60,16,14,26,33,17,45,31
"PGEN_.00g130430",38,20,9,8,9,8,33,8
"PGEN_.00g159950",8,15,8,12,9,18,17,23
"PGEN_.00g275510",57,35,19,30,24,85,39,19
"PGEN_.00g238430",232,231,195,239,229,256,249,228
"PGEN_.00g215370",22,14,14,19,20,21,22,23
"PGEN_.00g250810",9,186,107,190,151,135,25,100
"PGEN_.00g238380",133,77,64,102,113,122,148,89
"PGEN_.00g132400",31,22,15,37,35,35,50,27
"PGEN_.00g224430",15,12,8,17,16,19,12,11
"PGEN_.00g220320",50,48,41,70,41,104,70,49
"PGEN_.00g263900",154,66,48,44,97,32,133,38
"PGEN_.00g129800",34,9,9,8,15,15,14,6
"PGEN_.00g123010",13,6,8,9,12,19,13,2
"PGEN_.00g347550",89,71,57,66,98,80,67,67
"PGEN_.00g007870",120,135,127,120,166,117,131,84
"PGEN_.00g104080",151,104,108,122,116,171,144,121
"PGEN_.00g295040",11,35,6,7,13,7,28,18
"PGEN_.00g042710",53,23,29,40,35,68,66,60
"PGEN_.00g317980",60,46,33,54,52,54,63,56
"PGEN_.00g264150",26,23,18,37,37,43,19,15
"PGEN_.00g050520",10,10,7,11,16,17,7,12
"PGEN_.00g216050",55,16,41,43,52,60,45,30
"PGEN_.00g213260",8,11,12,15,4,11,13,18
"PGEN_.00g048540",91,32,44,42,32,27,36,31
"PGEN_.00g131460",107,50,78,89,94,141,109,115
"PGEN_.00g302510",35,56,37,59,63,67,68,51
"PGEN_.00g199150",53,27,9,9,22,24,30,26
"PGEN_.00g316320",30,19,7,15,15,21,32,12
"PGEN_.00g194050",90,80,81,146,119,134,127,94
"PGEN_.00g329750",138,44,52,49,31,53,97,53
"PGEN_.00g016930",34,17,0,10,8,8,12,6
"PGEN_.00g234210",11,8,19,11,7,16,8,10
"PGEN_.00g011050",47,46,44,61,40,58,48,50
"PGEN_.00g303640",73,62,46,79,84,69,68,77
"PGEN_.00g122140",24,12,9,22,25,65,22,45
"PGEN_.00g223910",408,494,328,351,420,497,494,547
"PGEN_.00g319110",17,17,13,10,12,10,20,11
"PGEN_.00g118360",58,13,16,30,34,72,49,40
"PGEN_.00g092270",523,29,56,171,33,31,78,28
"PGEN_.00g168130",17,8,5,9,7,22,13,11
"PGEN_.00g111360",78,31,49,35,34,47,71,60
"PGEN_.00g168650",45,35,21,38,45,53,36,40
"PGEN_.00g331660",9,67,27,42,86,72,54,115
"PGEN_.00g069110",615,503,484,653,744,624,687,563
"PGEN_.00g026050",9,5,19,37,44,131,26,19
"PGEN_.00g337990",21,27,21,15,7,18,12,19
"PGEN_.00g192450",32,25,18,23,23,71,50,42
"PGEN_.00g331590",81,41,19,33,41,31,49,33
"PGEN_.00g146450",172,57,26,42,40,71,53,58
"PGEN_.00g325310",8,9,9,10,5,11,14,8
"PGEN_.00g093630",35,30,10,34,32,12,22,19
"PGEN_.00g013180",17,17,11,10,19,22,14,12
"PGEN_.00g301430",193,26,70,133,52,143,43,129
"PGEN_.00g305390",49,20,15,19,32,30,25,22
"PGEN_.00g094940",50,24,28,41,33,30,49,50
"PGEN_.00g150810",133,91,74,75,80,63,70,88
"PGEN_.00g200880",29,17,17,21,18,20,44,21
"PGEN_.00g110700",46,23,16,46,33,44,37,38
"PGEN_.00g201280",37,17,20,27,33,57,29,41
"PGEN_.00g293270",18,19,28,44,72,67,35,31
"PGEN_.00g255280",7,6,6,8,18,40,29,10
"PGEN_.00g084420",36,116,83,95,161,97,66,64
"PGEN_.00g073370",55,39,8,7,9,24,30,26
"PGEN_.00g112700",99,23,39,95,27,70,77,58
"PGEN_.00g305970",41,92,42,131,72,115,63,104
"PGEN_.00g094360",27,39,19,47,29,29,43,35
"PGEN_.00g106480",26,7,6,6,15,20,11,7
"PGEN_.00g208330",279,233,169,279,252,438,292,244
"PGEN_.00g089770",6,23,10,29,13,20,20,12
"PGEN_.00g153540",33,11,21,22,29,67,49,18
"PGEN_.00g276400",109,90,83,93,85,130,125,89
"PGEN_.00g201420",173,251,162,316,230,244,174,264
"PGEN_.00g287980",298,158,152,102,237,209,236,119
"PGEN_.00g321560",95,23,42,59,39,78,44,54
"PGEN_.00g114280",13,13,20,12,26,24,14,18
"PGEN_.00g184910",69,46,51,55,71,95,59,65
"PGEN_.00g206810",106,75,48,73,94,142,83,71
"PGEN_.00g099670",93,40,37,103,75,87,110,47
"PGEN_.00g133110",27,13,29,42,14,49,19,26
"PGEN_.00g051190",89,59,61,83,72,108,82,73
"PGEN_.00g132640",8,22,17,29,20,37,19,19
"PGEN_.00g186060",79,81,48,83,84,92,70,62
"PGEN_.00g122350",109,193,118,231,173,195,166,268
"PGEN_.00g142050",5,12,8,13,9,18,5,6
"PGEN_.00g088420",33,20,21,31,29,60,44,44
"PGEN_.00g294550",27,5,12,16,10,3,32,8
"PGEN_.00g144940",15,20,10,15,22,17,34,12
"PGEN_.00g273920",29,13,9,22,18,16,23,13
"PGEN_.00g169610",14,5,9,17,2,7,11,7
"PGEN_.00g212330",46,12,24,14,52,43,30,10
"PGEN_.00g104240",53,30,4,12,23,26,42,10
"PGEN_.00g134940",2,11,2,11,6,17,7,16
"PGEN_.00g068480",249,189,168,197,190,256,228,271
"PGEN_.00g031880",186,149,147,157,189,277,229,230
"PGEN_.00g052750",70,39,16,37,20,48,41,15
"PGEN_.00g187080",31,13,17,8,20,18,19,27
"PGEN_.00g033030",115,106,103,132,108,225,218,141
"PGEN_.00g181870",5,28,7,17,40,29,25,15
"PGEN_.00g146840",42,17,12,26,18,41,34,24
"PGEN_.00g310740",21,26,25,43,26,42,29,40
"PGEN_.00g061080",38,21,12,30,18,56,45,32
"PGEN_.00g157630",78,71,75,94,82,125,128,112
"PGEN_.00g213460",17,14,12,12,11,35,17,26
"PGEN_.00g287510",58,39,42,71,59,74,77,46
"PGEN_.00g216520",10,3,0,3,10,12,16,16
"PGEN_.00g137620",17,19,8,16,15,18,17,19
"PGEN_.00g267430",16,22,15,33,25,10,6,14
"PGEN_.00g185620",190,21,11,20,14,11,46,11
"PGEN_.00g234050",35,18,13,12,15,23,19,23
"PGEN_.00g348000",41,27,21,25,23,18,17,45
"PGEN_.00g344580",7,12,7,7,4,11,14,8
"PGEN_.00g207800",24,31,12,29,23,28,19,20
"PGEN_.00g187700",18,6,11,16,11,15,18,16
"PGEN_.00g168260",10,10,12,20,26,32,18,13
"PGEN_.00g181010",10,12,22,12,9,19,9,23
"PGEN_.00g177260",38,8,9,9,13,20,16,12
"PGEN_.00g229500",14,2,7,6,10,9,10,5
"PGEN_.00g000460",68,46,42,58,37,42,61,44
"PGEN_.00g167710",64,47,36,38,45,43,55,44
"PGEN_.00g069940",35,27,7,0,18,26,17,0
"PGEN_.00g043360",110,92,89,131,101,131,137,97
"PGEN_.00g107230",34,21,0,1,17,30,22,0
"PGEN_.00g018870",17,5,4,9,6,12,15,12
"PGEN_.00g251770",25,6,15,15,25,16,28,10
"PGEN_.00g223660",31,16,10,7,22,25,23,13
"PGEN_.00g037010",102,24,28,34,21,39,64,36
"PGEN_.00g165640",1,2,7,12,25,25,5,4
"PGEN_.00g003340",55,39,21,57,38,49,73,41
"PGEN_.00g019830",30,41,19,38,39,24,34,22
"PGEN_.00g046460",23,7,12,18,19,20,17,16
"PGEN_.00g108460",60,46,34,57,40,59,57,38
"PGEN_.00g057130",85,75,113,104,168,176,65,33
"PGEN_.00g200710",31,52,45,76,60,95,32,86
"PGEN_.00g335720",18,11,4,7,5,12,24,10
"PGEN_.00g013960",21,18,14,24,23,32,17,15
"PGEN_.00g344910",7,10,8,26,24,21,8,7
"PGEN_.00g121510",12,21,8,25,20,19,22,20
"PGEN_.00g237560",10,13,15,31,16,15,17,14
"PGEN_.00g249820",14,4,6,8,12,11,11,9
"PGEN_.00g194480",448,277,279,256,301,232,304,254
"PGEN_.00g195680",6,11,10,10,15,24,10,16
"PGEN_.00g178110",23,15,21,22,11,44,23,21
"PGEN_.00g165380",48,56,51,40,68,160,45,61
"PGEN_.00g080210",16,10,11,18,11,13,11,11
"PGEN_.00g048080",16,11,9,12,22,23,18,11
"PGEN_.00g285440",14,2,10,14,11,3,15,8
"PGEN_.00g323790",33,14,6,26,19,20,25,16
"PGEN_.00g190480",72,99,73,86,80,154,73,104
"PGEN_.00g027280",74,80,46,62,69,105,89,62
"PGEN_.00g269100",8,6,7,7,10,12,9,13
"PGEN_.00g033890",112,67,49,96,83,97,119,114
"PGEN_.00g166120",24,20,29,30,35,31,20,26
"PGEN_.00g182630",3,134,58,177,84,149,8,208
"PGEN_.00g197590",40,37,36,31,44,40,24,36
"PGEN_.00g045020",885,1024,955,1211,980,1429,1343,1288
"PGEN_.00g055210",28,17,10,21,10,20,19,19
"PGEN_.00g248460",29,16,14,19,23,13,39,21
"PGEN_.00g123000",8,25,55,99,108,111,35,38
"PGEN_.00g247630",11,8,8,11,4,12,11,7
"PGEN_.00g049840",26,35,138,136,360,254,112,111
"PGEN_.00g277950",8,3,8,11,7,27,10,16
"PGEN_.00g099850",43,51,39,3,48,67,58,61
"PGEN_.00g118660",65,57,40,55,68,33,48,45
"PGEN_.00g092750",75,79,33,102,113,99,91,85
"PGEN_.00g100450",24,35,31,43,35,49,30,33
"PGEN_.00g232520",115,47,49,56,48,72,130,81
"PGEN_.00g262100",31,16,14,8,9,13,28,8
"PGEN_.00g268760",131,68,58,108,119,114,113,134
"PGEN_.00g246580",6,13,21,15,13,15,14,16
"PGEN_.00g258920",13,61,34,69,70,72,22,56
"PGEN_.00g241670",295,20,61,5,79,25,58,91
"PGEN_.00g230800",16,14,18,15,7,25,33,17
"PGEN_.00g139390",180,198,135,309,195,352,312,260
"PGEN_.00g296430",19,16,12,12,10,17,22,15
"PGEN_.00g236310",17,58,33,46,60,102,36,107
"PGEN_.00g202830",14,21,10,12,9,13,26,20
"PGEN_.00g169030",8,8,14,21,26,48,9,6
"PGEN_.00g077840",56,32,30,42,18,44,52,33
"PGEN_.00g301600",12,17,8,12,19,25,24,10
"PGEN_.00g014240",459,214,271,349,323,576,470,382
"PGEN_.00g103430",410,312,265,418,435,469,326,402
"PGEN_.00g098060",3,15,8,19,11,8,6,7
